go,gene
GO:0003676,EfaB_MINUS_56725.g2983
GO:0006355,EfaB_MINUS_5727.g480
GO:0003700,EfaB_MINUS_5727.g480
GO:0004386,EfaB_MINUS_5727.g484
GO:0003676,EfaB_MINUS_5727.g484
GO:0005524,EfaB_MINUS_5727.g484
GO:0008026,EfaB_MINUS_5727.g484
GO:0003676,EfaB_MINUS_5727.g484
GO:0005524,EfaB_MINUS_5727.g484
GO:0003777,EfaB_MINUS_5727.g486
GO:0007018,EfaB_MINUS_5727.g486
GO:0005524,EfaB_MINUS_5727.g486
GO:0003677,EfaB_MINUS_5727.g488
GO:0003723,EfaB_MINUS_5727.g488
GO:0005515,EfaB_MINUS_5727.g488
GO:0016070,EfaB_MINUS_5727.g488
GO:0005488,EfaB_MINUS_5727.g488
GO:0016021,EfaB_MINUS_5788.g497
GO:0055085,EfaB_MINUS_5788.g497
GO:0003735,EfaB_MINUS_5788.g498
GO:0006412,EfaB_MINUS_5788.g498
GO:0005622,EfaB_MINUS_5788.g498
GO:0005840,EfaB_MINUS_5788.g498
GO:0005840,EfaB_MINUS_5788.g498
GO:0003735,EfaB_MINUS_5788.g498
GO:0006412,EfaB_MINUS_5788.g498
GO:0005622,EfaB_MINUS_5788.g498
GO:0005622,EfaB_MINUS_5788.g498
GO:0003735,EfaB_MINUS_5788.g498
GO:0006412,EfaB_MINUS_5788.g498
GO:0005840,EfaB_MINUS_5788.g498
GO:0005515,EfaB_MINUS_5788.g500
GO:0051537,EfaB_MINUS_5788.g504
GO:0009055,EfaB_MINUS_5788.g504
GO:0009055,EfaB_MINUS_5788.g504
GO:0051536,EfaB_MINUS_5788.g504
GO:0016772,EfaB_MINUS_5788.g504
GO:0016192,EfaB_MINUS_5788.g505
GO:0005515,EfaB_MINUS_5788.g507
GO:0015078,EfaB_MINUS_5788.g508
GO:0015991,EfaB_MINUS_5788.g508
GO:0033179,EfaB_MINUS_5788.g508
GO:0033177,EfaB_MINUS_5788.g508
GO:0015991,EfaB_MINUS_5788.g508
GO:0015078,EfaB_MINUS_5788.g508
GO:0008080,EfaB_MINUS_5788.g508
GO:0055114,EfaB_MINUS_5788.g509
GO:0016491,EfaB_MINUS_5788.g509
GO:0016209,EfaB_MINUS_5788.g509
GO:0003677,EfaB_MINUS_5788.g511
GO:0006351,EfaB_MINUS_5788.g511
GO:0003899,EfaB_MINUS_5788.g511
GO:0005634,EfaB_MINUS_5788.g511
GO:0006351,EfaB_MINUS_5788.g511
GO:0003677,EfaB_MINUS_5788.g511
GO:0003899,EfaB_MINUS_5788.g511
GO:0031072,EfaB_MINUS_5788.g515
GO:0006457,EfaB_MINUS_5788.g515
GO:0051082,EfaB_MINUS_5788.g515
GO:0031072,EfaB_MINUS_5788.g515
GO:0051082,EfaB_MINUS_5788.g515
GO:0006457,EfaB_MINUS_5788.g515
GO:0006468,EfaB_MINUS_5792.g518
GO:0004674,EfaB_MINUS_5792.g518
GO:0005524,EfaB_MINUS_5792.g518
GO:0004672,EfaB_MINUS_5792.g518
GO:0006468,EfaB_MINUS_5792.g518
GO:0016772,EfaB_MINUS_5792.g518
GO:0008270,EfaB_MINUS_5792.g519
GO:0004164,EfaB_MINUS_5792.g521
GO:0017183,EfaB_MINUS_5792.g521
GO:0008152,EfaB_MINUS_5792.g521
GO:0008168,EfaB_MINUS_5792.g521
GO:0016787,EfaB_MINUS_5792.g526
GO:0005856,EfaB_MINUS_5792.g528
GO:0006909,EfaB_MINUS_5792.g528
GO:0051603,EfaB_MINUS_5792.g529
GO:0005839,EfaB_MINUS_5792.g529
GO:0004175,EfaB_MINUS_5792.g529
GO:0004298,EfaB_MINUS_5792.g529
GO:0051603,EfaB_MINUS_5792.g529
GO:0005839,EfaB_MINUS_5792.g529
GO:0004298,EfaB_MINUS_5792.g529
GO:0004672,EfaB_MINUS_5792.g530
GO:0005524,EfaB_MINUS_5792.g530
GO:0006468,EfaB_MINUS_5792.g530
GO:0005524,EfaB_MINUS_5792.g530
GO:0005524,EfaB_MINUS_5792.g530
GO:0006468,EfaB_MINUS_5792.g530
GO:0004672,EfaB_MINUS_5792.g530
GO:0016772,EfaB_MINUS_5792.g530
GO:0006468,EfaB_MINUS_5792.g530
GO:0004674,EfaB_MINUS_5792.g530
GO:0006260,EfaB_MINUS_5792.g536
GO:0003677,EfaB_MINUS_5792.g536
GO:0055114,EfaB_MINUS_5792.g537
GO:0008152,EfaB_MINUS_5792.g537
GO:0051287,EfaB_MINUS_5792.g537
GO:0016616,EfaB_MINUS_5792.g537
GO:0000166,EfaB_MINUS_5792.g537
GO:0016616,EfaB_MINUS_5792.g537
GO:0048037,EfaB_MINUS_5792.g537
GO:0055114,EfaB_MINUS_5792.g537
GO:0006508,EfaB_MINUS_5792.g540
GO:0008235,EfaB_MINUS_5792.g540
GO:0004177,EfaB_MINUS_5792.g540
GO:0009987,EfaB_MINUS_5792.g540
GO:0008235,EfaB_MINUS_5792.g540
GO:0004177,EfaB_MINUS_5792.g540
GO:0006508,EfaB_MINUS_5792.g540
GO:0016787,EfaB_MINUS_5792.g541
GO:0006259,EfaB_MINUS_5792.g543
GO:0003677,EfaB_MINUS_5792.g543
GO:0004518,EfaB_MINUS_5792.g543
GO:0003677,EfaB_MINUS_5792.g543
GO:0004518,EfaB_MINUS_5792.g543
GO:0006259,EfaB_MINUS_5792.g543
GO:0005840,EfaB_MINUS_5792.g547
GO:0005622,EfaB_MINUS_5792.g547
GO:0003735,EfaB_MINUS_5792.g547
GO:0006412,EfaB_MINUS_5792.g547
GO:0005622,EfaB_MINUS_5792.g547
GO:0005840,EfaB_MINUS_5792.g547
GO:0006412,EfaB_MINUS_5792.g547
GO:0003735,EfaB_MINUS_5792.g547
GO:0006412,EfaB_MINUS_5792.g547
GO:0003723,EfaB_MINUS_5792.g547
GO:0015934,EfaB_MINUS_5792.g547
GO:0003735,EfaB_MINUS_5792.g547
GO:0005840,EfaB_MINUS_5792.g547
GO:0003735,EfaB_MINUS_5792.g547
GO:0005622,EfaB_MINUS_5792.g547
GO:0006412,EfaB_MINUS_5792.g547
GO:0005515,EfaB_MINUS_5792.g548
GO:0004806,EfaB_MINUS_58361.g2985
GO:0006629,EfaB_MINUS_58361.g2985
GO:0006614,EfaB_MINUS_58361.g2988
GO:0005525,EfaB_MINUS_58361.g2988
GO:0005525,EfaB_MINUS_58361.g2988
GO:0006614,EfaB_MINUS_58361.g2988
GO:0003779,EfaB_MINUS_58361.g2989
GO:0030036,EfaB_MINUS_58361.g2989
GO:0016043,EfaB_MINUS_58361.g2989
GO:0005524,EfaB_MINUS_58361.g2993
GO:0016887,EfaB_MINUS_58361.g2993
GO:0017111,EfaB_MINUS_58361.g2993
GO:0000166,EfaB_MINUS_58361.g2993
GO:0005509,EfaB_MINUS_58361.g2994
GO:0005524,EfaB_MINUS_58361.g2994
GO:0006468,EfaB_MINUS_58361.g2994
GO:0005524,EfaB_MINUS_58361.g2994
GO:0004672,EfaB_MINUS_58361.g2994
GO:0016772,EfaB_MINUS_58361.g2994
GO:0006468,EfaB_MINUS_58361.g2994
GO:0004674,EfaB_MINUS_58361.g2994
GO:0008270,EfaB_MINUS_58361.g2997
GO:0004416,EfaB_MINUS_58361.g2997
GO:0016787,EfaB_MINUS_58361.g2997
GO:0016021,EfaB_MINUS_58361.g2998
GO:0016020,EfaB_MINUS_58361.g2998
GO:0008158,EfaB_MINUS_58361.g2998
GO:0016779,EfaB_MINUS_58361.g2999
GO:0008270,EfaB_MINUS_58361.g3000
GO:0003676,EfaB_MINUS_58361.g3000
GO:0005515,EfaB_MINUS_6035.g555
GO:0005515,EfaB_MINUS_6035.g559
GO:0008270,EfaB_MINUS_6035.g559
GO:0005515,EfaB_MINUS_6035.g559
GO:0004751,EfaB_MINUS_6035.g561
GO:0009052,EfaB_MINUS_6035.g561
GO:0017150,EfaB_MINUS_6035.g565
GO:0050660,EfaB_MINUS_6035.g565
GO:0055114,EfaB_MINUS_6035.g565
GO:0008033,EfaB_MINUS_6035.g565
GO:0003824,EfaB_MINUS_6035.g565
GO:0003723,EfaB_MINUS_6035.g566
GO:0003676,EfaB_MINUS_6072.g567
GO:0005524,EfaB_MINUS_6072.g567
GO:0008026,EfaB_MINUS_6072.g567
GO:0005515,EfaB_MINUS_6097.g568
GO:0005515,EfaB_MINUS_6097.g570
GO:0005515,EfaB_MINUS_6097.g574
GO:0016747,EfaB_MINUS_6253.g579
GO:0008152,EfaB_MINUS_6253.g579
GO:0008152,EfaB_MINUS_6253.g579
GO:0016747,EfaB_MINUS_6253.g579
GO:0008152,EfaB_MINUS_6253.g579
GO:0003824,EfaB_MINUS_6253.g579
GO:0003676,EfaB_MINUS_6710.g586
GO:0000166,EfaB_MINUS_6710.g586
GO:0006511,EfaB_MINUS_6743.g589
GO:0004221,EfaB_MINUS_6743.g589
GO:0003993,EfaB_MINUS_6743.g591
GO:0008270,EfaB_MINUS_6743.g593
GO:0004181,EfaB_MINUS_6743.g593
GO:0006508,EfaB_MINUS_6743.g593
GO:0005737,EfaB_MINUS_6743.g599
GO:0005524,EfaB_MINUS_6743.g600
GO:0017111,EfaB_MINUS_6743.g600
GO:0000166,EfaB_MINUS_6743.g600
GO:0019538,EfaB_MINUS_6743.g600
GO:0005524,EfaB_MINUS_6743.g604
GO:0044267,EfaB_MINUS_6743.g604
GO:0005524,EfaB_MINUS_6743.g604
GO:0051082,EfaB_MINUS_6743.g604
GO:0006457,EfaB_MINUS_6743.g604
GO:0008233,EfaB_MINUS_6743.g607
GO:0005634,EfaB_MINUS_6743.g607
GO:0006508,EfaB_MINUS_6743.g607
GO:0015031,EfaB_MINUS_6743.g607
GO:0005952,EfaB_MINUS_6743.g609
GO:0008603,EfaB_MINUS_6743.g609
GO:0001932,EfaB_MINUS_6743.g609
GO:0008603,EfaB_MINUS_6743.g609
GO:0001932,EfaB_MINUS_6743.g609
GO:0005952,EfaB_MINUS_6743.g609
GO:0005488,EfaB_MINUS_6743.g612
GO:0005515,EfaB_MINUS_6743.g612
GO:0004672,EfaB_MINUS_6743.g613
GO:0005524,EfaB_MINUS_6743.g613
GO:0006468,EfaB_MINUS_6743.g613
GO:0005524,EfaB_MINUS_6743.g613
GO:0006468,EfaB_MINUS_6743.g613
GO:0004672,EfaB_MINUS_6743.g613
GO:0016772,EfaB_MINUS_6743.g613
GO:0006468,EfaB_MINUS_6743.g613
GO:0004674,EfaB_MINUS_6743.g613
GO:0005524,EfaB_MINUS_6743.g613
GO:0035091,EfaB_MINUS_6743.g618
GO:0007154,EfaB_MINUS_6743.g618
GO:0005515,EfaB_MINUS_6743.g618
GO:0016020,EfaB_MINUS_6743.g620
GO:0005515,EfaB_MINUS_6743.g620
GO:0005524,EfaB_MINUS_6743.g621
GO:0017111,EfaB_MINUS_6743.g621
GO:0000166,EfaB_MINUS_6743.g621
GO:0017111,EfaB_MINUS_6743.g622
GO:0000166,EfaB_MINUS_6743.g622
GO:0005524,EfaB_MINUS_6743.g622
GO:0008033,EfaB_MINUS_6897.g623
GO:0050660,EfaB_MINUS_6897.g623
GO:0007018,EfaB_MINUS_6897.g624
GO:0005524,EfaB_MINUS_6897.g624
GO:0003777,EfaB_MINUS_6897.g624
GO:0004325,EfaB_MINUS_6897.g624
GO:0006783,EfaB_MINUS_6897.g624
GO:0005509,EfaB_MINUS_6897.g624
GO:0055085,EfaB_MINUS_6929.g628
GO:0016021,EfaB_MINUS_6929.g628
GO:0003824,EfaB_MINUS_6929.g629
GO:0000166,EfaB_MINUS_6929.g629
GO:0047547,EfaB_MINUS_6929.g630
GO:0019543,EfaB_MINUS_6929.g630
GO:0004672,EfaB_MINUS_7048.g631
GO:0005524,EfaB_MINUS_7048.g631
GO:0006468,EfaB_MINUS_7048.g631
GO:0005524,EfaB_MINUS_7048.g631
GO:0006468,EfaB_MINUS_7048.g631
GO:0004672,EfaB_MINUS_7048.g631
GO:0016772,EfaB_MINUS_7048.g631
GO:0005515,EfaB_MINUS_7048.g632
GO:0008270,EfaB_MINUS_7048.g632
GO:0000166,EfaB_MINUS_7048.g633
GO:0003676,EfaB_MINUS_7048.g633
GO:0015991,EfaB_MINUS_7048.g635
GO:0015078,EfaB_MINUS_7048.g635
GO:0033177,EfaB_MINUS_7048.g635
GO:0015078,EfaB_MINUS_7048.g635
GO:0045263,EfaB_MINUS_7048.g635
GO:0015986,EfaB_MINUS_7048.g635
GO:0005515,EfaB_MINUS_7048.g641
GO:0005488,EfaB_MINUS_7048.g642
GO:0005525,EfaB_MINUS_7048.g647
GO:0007264,EfaB_MINUS_7048.g647
GO:0005622,EfaB_MINUS_7048.g647
GO:0007264,EfaB_MINUS_7048.g647
GO:0005525,EfaB_MINUS_7048.g647
GO:0005525,EfaB_MINUS_7048.g647
GO:0007264,EfaB_MINUS_7048.g647
GO:0005525,EfaB_MINUS_7048.g647
GO:0015031,EfaB_MINUS_7048.g647
GO:0006913,EfaB_MINUS_7048.g647
GO:0006184,EfaB_MINUS_7048.g647
GO:0006886,EfaB_MINUS_7048.g647
GO:0007165,EfaB_MINUS_7048.g647
GO:0005525,EfaB_MINUS_7048.g647
GO:0003924,EfaB_MINUS_7048.g647
GO:0007165,EfaB_MINUS_7048.g647
GO:0005525,EfaB_MINUS_7048.g647
GO:0006184,EfaB_MINUS_7048.g647
GO:0003924,EfaB_MINUS_7048.g647
GO:0016020,EfaB_MINUS_7048.g647
GO:0003676,EfaB_MINUS_7048.g653
GO:0008270,EfaB_MINUS_7048.g653
GO:0008168,EfaB_MINUS_7048.g654
GO:0001510,EfaB_MINUS_7048.g654
GO:0008168,EfaB_MINUS_7048.g654
GO:0003676,EfaB_MINUS_7048.g654
GO:0032259,EfaB_MINUS_7048.g654
GO:0007154,EfaB_MINUS_7048.g655
GO:0005515,EfaB_MINUS_7048.g655
GO:0035091,EfaB_MINUS_7048.g655
GO:0044237,EfaB_MINUS_7048.g660
GO:0016020,EfaB_MINUS_7048.g661
GO:0030001,EfaB_MINUS_7048.g661
GO:0055085,EfaB_MINUS_7048.g661
GO:0046873,EfaB_MINUS_7048.g661
GO:0008168,EfaB_MINUS_7048.g663
GO:0008033,EfaB_MINUS_7048.g663
GO:0006364,EfaB_MINUS_7048.g663
GO:0003723,EfaB_MINUS_7048.g663
GO:0008033,EfaB_MINUS_7048.g663
GO:0003723,EfaB_MINUS_7048.g663
GO:0008168,EfaB_MINUS_7048.g663
GO:0006364,EfaB_MINUS_7048.g663
GO:0005634,EfaB_MINUS_7048.g664
GO:0009116,EfaB_MINUS_7048.g665
GO:0003824,EfaB_MINUS_7048.g665
GO:0017111,EfaB_MINUS_7048.g666
GO:0000166,EfaB_MINUS_7048.g666
GO:0005524,EfaB_MINUS_7048.g666
GO:0016887,EfaB_MINUS_7048.g666
GO:0016020,EfaB_MINUS_7048.g667
GO:0015935,EfaB_MINUS_7048.g668
GO:0003735,EfaB_MINUS_7048.g668
GO:0006412,EfaB_MINUS_7048.g668
GO:0005840,EfaB_MINUS_7048.g668
GO:0005622,EfaB_MINUS_7048.g668
GO:0003735,EfaB_MINUS_7048.g668
GO:0006412,EfaB_MINUS_7048.g668
GO:0003735,EfaB_MINUS_7048.g668
GO:0006412,EfaB_MINUS_7048.g668
GO:0003723,EfaB_MINUS_7048.g668
GO:0008152,EfaB_MINUS_7048.g670
GO:0003951,EfaB_MINUS_7048.g670
GO:0004143,EfaB_MINUS_7048.g670
GO:0007205,EfaB_MINUS_7048.g670
GO:0006412,EfaB_MINUS_7048.g671
GO:0005622,EfaB_MINUS_7048.g671
GO:0005840,EfaB_MINUS_7048.g671
GO:0003735,EfaB_MINUS_7048.g671
GO:0005515,EfaB_MINUS_7048.g674
GO:0005975,EfaB_MINUS_7048.g675
GO:0016868,EfaB_MINUS_7048.g675
GO:0016868,EfaB_MINUS_7048.g675
GO:0005975,EfaB_MINUS_7048.g675
GO:0005200,EfaB_MINUS_7048.g676
GO:0005622,EfaB_MINUS_7048.g677
GO:0006412,EfaB_MINUS_7048.g677
GO:0003735,EfaB_MINUS_7048.g677
GO:0005840,EfaB_MINUS_7048.g677
GO:0006367,EfaB_MINUS_7048.g680
GO:0006355,EfaB_MINUS_7048.g680
GO:0003677,EfaB_MINUS_7048.g680
GO:0005525,EfaB_MINUS_7048.g683
GO:0055114,EfaB_MINUS_7048.g684
GO:0005506,EfaB_MINUS_7048.g684
GO:0016491,EfaB_MINUS_7048.g684
GO:0006633,EfaB_MINUS_7048.g684
GO:0020037,EfaB_MINUS_7048.g684
GO:0004070,EfaB_MINUS_7048.g685
GO:0006207,EfaB_MINUS_7048.g685
GO:0006520,EfaB_MINUS_7048.g685
GO:0016743,EfaB_MINUS_7048.g685
GO:0016597,EfaB_MINUS_7048.g685
GO:0016743,EfaB_MINUS_7048.g685
GO:0016597,EfaB_MINUS_7048.g685
GO:0006520,EfaB_MINUS_7048.g685
GO:0005515,EfaB_MINUS_7048.g693
GO:0008152,EfaB_MINUS_7048.g695
GO:0008152,EfaB_MINUS_7048.g696
GO:0005840,EfaB_MINUS_7048.g700
GO:0003735,EfaB_MINUS_7048.g700
GO:0019843,EfaB_MINUS_7048.g700
GO:0006412,EfaB_MINUS_7048.g700
GO:0003676,EfaB_MINUS_7048.g701
GO:0008270,EfaB_MINUS_7048.g701
GO:0006355,EfaB_MINUS_7048.g703
GO:0003700,EfaB_MINUS_7048.g703
GO:0016624,EfaB_MINUS_7048.g704
GO:0008152,EfaB_MINUS_7048.g704
GO:0005515,EfaB_MINUS_7099.g706
GO:0050660,EfaB_MINUS_7099.g708
GO:0006467,EfaB_MINUS_7099.g708
GO:0055114,EfaB_MINUS_7099.g708
GO:0005789,EfaB_MINUS_7099.g708
GO:0016671,EfaB_MINUS_7099.g708
GO:0004222,EfaB_MINUS_7099.g710
GO:0020037,EfaB_MINUS_7099.g711
GO:0005515,EfaB_MINUS_7099.g711
GO:0006414,EfaB_MINUS_7099.g711
GO:0003746,EfaB_MINUS_7099.g711
GO:0005853,EfaB_MINUS_7099.g711
GO:0015662,EfaB_MINUS_720.g51
GO:0005524,EfaB_MINUS_720.g51
GO:0006812,EfaB_MINUS_720.g51
GO:0016020,EfaB_MINUS_720.g51
GO:0000166,EfaB_MINUS_720.g51
GO:0046872,EfaB_MINUS_720.g51
GO:0016820,EfaB_MINUS_720.g51
GO:0000166,EfaB_MINUS_720.g52
GO:0006139,EfaB_MINUS_720.g53
GO:0005524,EfaB_MINUS_720.g53
GO:0019205,EfaB_MINUS_720.g53
GO:0003824,EfaB_MINUS_720.g55
GO:0004722,EfaB_MINUS_720.g55
GO:0008287,EfaB_MINUS_720.g55
GO:0006470,EfaB_MINUS_720.g55
GO:0016021,EfaB_MINUS_720.g56
GO:0005524,EfaB_MINUS_720.g57
GO:0016772,EfaB_MINUS_720.g57
GO:0005524,EfaB_MINUS_720.g57
GO:0006468,EfaB_MINUS_720.g57
GO:0004672,EfaB_MINUS_720.g57
GO:0004674,EfaB_MINUS_720.g57
GO:0006468,EfaB_MINUS_720.g57
GO:0006468,EfaB_MINUS_720.g57
GO:0004672,EfaB_MINUS_720.g57
GO:0005524,EfaB_MINUS_720.g57
GO:0016491,EfaB_MINUS_720.g58
GO:0055114,EfaB_MINUS_720.g58
GO:0016706,EfaB_MINUS_720.g58
GO:0031418,EfaB_MINUS_720.g58
GO:0055114,EfaB_MINUS_720.g58
GO:0016705,EfaB_MINUS_720.g58
GO:0005506,EfaB_MINUS_720.g58
GO:0005975,EfaB_MINUS_720.g59
GO:0016868,EfaB_MINUS_720.g59
GO:0016868,EfaB_MINUS_720.g59
GO:0005975,EfaB_MINUS_720.g59
GO:0000287,EfaB_MINUS_720.g59
GO:0003676,EfaB_MINUS_720.g68
GO:0005515,EfaB_MINUS_720.g69
GO:0005622,EfaB_MINUS_720.g71
GO:0032012,EfaB_MINUS_720.g71
GO:0005086,EfaB_MINUS_720.g71
GO:0005515,EfaB_MINUS_7424.g712
GO:0005622,EfaB_MINUS_7427.g713
GO:0003735,EfaB_MINUS_7427.g713
GO:0006412,EfaB_MINUS_7427.g713
GO:0005840,EfaB_MINUS_7427.g713
GO:0005515,EfaB_MINUS_7703.g717
GO:0003774,EfaB_MINUS_7703.g721
GO:0016459,EfaB_MINUS_7703.g721
GO:0005524,EfaB_MINUS_7703.g721
GO:0005198,EfaB_MINUS_7703.g722
GO:0003676,EfaB_MINUS_7715.g725
GO:0004386,EfaB_MINUS_7715.g725
GO:0005524,EfaB_MINUS_7715.g725
GO:0005524,EfaB_MINUS_7715.g725
GO:0008026,EfaB_MINUS_7715.g725
GO:0003676,EfaB_MINUS_7715.g725
GO:0008026,EfaB_MINUS_7715.g725
GO:0005524,EfaB_MINUS_7715.g725
GO:0003676,EfaB_MINUS_7715.g725
GO:0005737,EfaB_MINUS_7742.g730
GO:0004812,EfaB_MINUS_7742.g730
GO:0005524,EfaB_MINUS_7742.g730
GO:0000166,EfaB_MINUS_7742.g730
GO:0006418,EfaB_MINUS_7742.g730
GO:0006418,EfaB_MINUS_7742.g730
GO:0002161,EfaB_MINUS_7742.g730
GO:0004812,EfaB_MINUS_7742.g730
GO:0005524,EfaB_MINUS_7742.g730
GO:0000166,EfaB_MINUS_7742.g730
GO:0006418,EfaB_MINUS_7742.g730
GO:0005737,EfaB_MINUS_7742.g730
GO:0000166,EfaB_MINUS_7742.g730
GO:0004812,EfaB_MINUS_7742.g730
GO:0005524,EfaB_MINUS_7742.g730
GO:0006418,EfaB_MINUS_7742.g730
GO:0005737,EfaB_MINUS_7742.g730
GO:0006418,EfaB_MINUS_7742.g730
GO:0005737,EfaB_MINUS_7742.g730
GO:0000166,EfaB_MINUS_7742.g730
GO:0005524,EfaB_MINUS_7742.g730
GO:0004812,EfaB_MINUS_7742.g730
GO:0035556,EfaB_MINUS_7742.g733
GO:0009190,EfaB_MINUS_7742.g733
GO:0016849,EfaB_MINUS_7742.g733
GO:0005524,EfaB_MINUS_7742.g733
GO:0006812,EfaB_MINUS_7742.g733
GO:0015662,EfaB_MINUS_7742.g733
GO:0016020,EfaB_MINUS_7742.g733
GO:0016820,EfaB_MINUS_7742.g733
GO:0000166,EfaB_MINUS_7742.g733
GO:0046872,EfaB_MINUS_7742.g733
GO:0003824,EfaB_MINUS_7742.g735
GO:0008152,EfaB_MINUS_7742.g735
GO:0005515,EfaB_MINUS_7742.g737
GO:0003677,EfaB_MINUS_7742.g737
GO:0003824,EfaB_MINUS_7742.g741
GO:0006470,EfaB_MINUS_7742.g741
GO:0004722,EfaB_MINUS_7742.g741
GO:0008287,EfaB_MINUS_7742.g741
GO:0003723,EfaB_MINUS_7742.g743
GO:0003777,EfaB_MINUS_7742.g746
GO:0007018,EfaB_MINUS_7742.g746
GO:0005524,EfaB_MINUS_7742.g746
GO:0007018,EfaB_MINUS_7742.g746
GO:0003777,EfaB_MINUS_7742.g746
GO:0005524,EfaB_MINUS_7742.g746
GO:0003676,EfaB_MINUS_7742.g748
GO:0004386,EfaB_MINUS_7742.g748
GO:0005524,EfaB_MINUS_7742.g748
GO:0008026,EfaB_MINUS_7742.g748
GO:0005524,EfaB_MINUS_7742.g748
GO:0003676,EfaB_MINUS_7742.g748
GO:0031072,EfaB_MINUS_7742.g750
GO:0006355,EfaB_MINUS_7742.g752
GO:0003700,EfaB_MINUS_7742.g752
GO:0005524,EfaB_MINUS_7742.g759
GO:0008026,EfaB_MINUS_7742.g759
GO:0003676,EfaB_MINUS_7742.g759
GO:0008026,EfaB_MINUS_7742.g759
GO:0005524,EfaB_MINUS_7742.g759
GO:0003676,EfaB_MINUS_7742.g759
GO:0003676,EfaB_MINUS_7742.g759
GO:0004386,EfaB_MINUS_7742.g759
GO:0005524,EfaB_MINUS_7742.g759
GO:0005515,EfaB_MINUS_7742.g761
GO:0005488,EfaB_MINUS_7742.g762
GO:0005524,EfaB_MINUS_7742.g763
GO:0003678,EfaB_MINUS_7742.g763
GO:0016772,EfaB_MINUS_7742.g764
GO:0004674,EfaB_MINUS_7742.g764
GO:0006468,EfaB_MINUS_7742.g764
GO:0004672,EfaB_MINUS_7742.g764
GO:0005524,EfaB_MINUS_7742.g764
GO:0006468,EfaB_MINUS_7742.g764
GO:0005524,EfaB_MINUS_7742.g764
GO:0004672,EfaB_MINUS_7742.g764
GO:0006468,EfaB_MINUS_7742.g764
GO:0003676,EfaB_MINUS_7742.g766
GO:0003677,EfaB_MINUS_7742.g766
GO:0003887,EfaB_MINUS_7742.g766
GO:0006260,EfaB_MINUS_7742.g766
GO:0003678,EfaB_MINUS_7742.g766
GO:0005524,EfaB_MINUS_7742.g766
GO:0006260,EfaB_MINUS_7742.g766
GO:0006260,EfaB_MINUS_7742.g766
GO:0003677,EfaB_MINUS_7742.g766
GO:0003887,EfaB_MINUS_7742.g766
GO:0006139,EfaB_MINUS_7742.g766
GO:0008408,EfaB_MINUS_7742.g766
GO:0003676,EfaB_MINUS_7742.g766
GO:0005622,EfaB_MINUS_7742.g766
GO:0046872,EfaB_MINUS_7742.g769
GO:0003824,EfaB_MINUS_7742.g769
GO:0006508,EfaB_MINUS_7742.g769
GO:0004222,EfaB_MINUS_7742.g769
GO:0004222,EfaB_MINUS_7742.g769
GO:0006508,EfaB_MINUS_7742.g769
GO:0008270,EfaB_MINUS_7742.g769
GO:0046923,EfaB_MINUS_7742.g773
GO:0006621,EfaB_MINUS_7742.g773
GO:0016021,EfaB_MINUS_7742.g773
GO:0003824,EfaB_MINUS_7742.g775
GO:0005992,EfaB_MINUS_7742.g775
GO:0008152,EfaB_MINUS_7742.g775
GO:0003824,EfaB_MINUS_7742.g775
GO:0010181,EfaB_MINUS_7742.g776
GO:0016491,EfaB_MINUS_7742.g776
GO:0055114,EfaB_MINUS_7742.g776
GO:0016491,EfaB_MINUS_7742.g776
GO:0016491,EfaB_MINUS_7742.g776
GO:0055114,EfaB_MINUS_7742.g776
GO:0003824,EfaB_MINUS_7742.g778
GO:0005992,EfaB_MINUS_7742.g778
GO:0005992,EfaB_MINUS_7742.g778
GO:0003824,EfaB_MINUS_7742.g778
GO:0005634,EfaB_MINUS_7742.g779
GO:0003677,EfaB_MINUS_7742.g779
GO:0006351,EfaB_MINUS_7742.g779
GO:0005509,EfaB_MINUS_7742.g780
GO:0003676,EfaB_MINUS_7742.g783
GO:0004386,EfaB_MINUS_7742.g783
GO:0005524,EfaB_MINUS_7742.g783
GO:0008026,EfaB_MINUS_7742.g783
GO:0005524,EfaB_MINUS_7742.g783
GO:0003676,EfaB_MINUS_7742.g783
GO:0005524,EfaB_MINUS_7742.g783
GO:0008026,EfaB_MINUS_7742.g783
GO:0003676,EfaB_MINUS_7742.g783
GO:0005515,EfaB_MINUS_7742.g786
GO:0008270,EfaB_MINUS_7742.g786
GO:0005515,EfaB_MINUS_7742.g787
GO:0005525,EfaB_MINUS_7742.g787
GO:0003924,EfaB_MINUS_7742.g787
GO:0005525,EfaB_MINUS_7742.g787
GO:0006281,EfaB_MINUS_7742.g788
GO:0006355,EfaB_MINUS_7742.g788
GO:0000439,EfaB_MINUS_7742.g788
GO:0005622,EfaB_MINUS_7742.g789
GO:0003735,EfaB_MINUS_7742.g789
GO:0006412,EfaB_MINUS_7742.g789
GO:0005840,EfaB_MINUS_7742.g789
GO:0006508,EfaB_MINUS_7742.g791
GO:0008234,EfaB_MINUS_7742.g791
GO:0016888,EfaB_MINUS_7742.g792
GO:0003677,EfaB_MINUS_7742.g795
GO:0003887,EfaB_MINUS_7742.g795
GO:0008270,EfaB_MINUS_7742.g798
GO:0005515,EfaB_MINUS_7742.g798
GO:0008270,EfaB_MINUS_7742.g798
GO:0005524,EfaB_MINUS_7742.g800
GO:0006289,EfaB_MINUS_7742.g800
GO:0003677,EfaB_MINUS_7742.g800
GO:0004003,EfaB_MINUS_7742.g800
