go,gene
GO:0008270,EfaB_MINUS_13222.g1136
GO:0016783,EfaB_MINUS_13222.g1138
GO:0016740,EfaB_MINUS_13222.g1138
GO:0005737,EfaB_MINUS_13222.g1138
GO:0008033,EfaB_MINUS_13222.g1138
GO:0005216,EfaB_MINUS_13222.g1139
GO:0006811,EfaB_MINUS_13222.g1139
GO:0016020,EfaB_MINUS_13222.g1139
GO:0055085,EfaB_MINUS_13222.g1139
GO:0055114,EfaB_MINUS_13222.g1141
GO:0016717,EfaB_MINUS_13222.g1141
GO:0006629,EfaB_MINUS_13222.g1141
GO:0016021,EfaB_MINUS_13222.g1141
GO:0003735,EfaB_MINUS_13222.g1142
GO:0006412,EfaB_MINUS_13222.g1142
GO:0005840,EfaB_MINUS_13222.g1142
GO:0005622,EfaB_MINUS_13222.g1142
GO:0016021,EfaB_MINUS_13222.g1145
GO:0005524,EfaB_MINUS_13222.g1145
GO:0042626,EfaB_MINUS_13222.g1145
GO:0055085,EfaB_MINUS_13222.g1145
GO:0006810,EfaB_MINUS_13222.g1145
GO:0055085,EfaB_MINUS_13222.g1145
GO:0006810,EfaB_MINUS_13222.g1145
GO:0005524,EfaB_MINUS_13222.g1145
GO:0042626,EfaB_MINUS_13222.g1145
GO:0016021,EfaB_MINUS_13222.g1145
GO:0016887,EfaB_MINUS_13222.g1145
GO:0005524,EfaB_MINUS_13222.g1145
GO:0005524,EfaB_MINUS_13222.g1145
GO:0016887,EfaB_MINUS_13222.g1145
GO:0017111,EfaB_MINUS_13222.g1145
GO:0000166,EfaB_MINUS_13222.g1145
GO:0005515,EfaB_MINUS_13222.g1150
GO:0005506,EfaB_MINUS_13222.g1153
GO:0051536,EfaB_MINUS_13222.g1153
GO:0016226,EfaB_MINUS_13222.g1153
GO:0003735,EfaB_MINUS_13222.g1154
GO:0005622,EfaB_MINUS_13222.g1154
GO:0005840,EfaB_MINUS_13222.g1154
GO:0006412,EfaB_MINUS_13222.g1154
GO:0006412,EfaB_MINUS_13222.g1154
GO:0003735,EfaB_MINUS_13222.g1154
GO:0005622,EfaB_MINUS_13222.g1154
GO:0005840,EfaB_MINUS_13222.g1154
GO:0006412,EfaB_MINUS_13222.g1154
GO:0005840,EfaB_MINUS_13222.g1154
GO:0005622,EfaB_MINUS_13222.g1154
GO:0003735,EfaB_MINUS_13222.g1154
GO:0005622,EfaB_MINUS_13227.g1159
GO:0006396,EfaB_MINUS_13227.g1159
GO:0005515,EfaB_MINUS_13227.g1159
GO:0005524,EfaB_MINUS_13227.g1161
GO:0017111,EfaB_MINUS_13227.g1161
GO:0000166,EfaB_MINUS_13227.g1161
GO:0005515,EfaB_MINUS_13227.g1162
GO:0008017,EfaB_MINUS_13227.g1162
GO:0016567,EfaB_MINUS_13227.g1163
GO:0004842,EfaB_MINUS_13227.g1163
GO:0000151,EfaB_MINUS_13227.g1163
GO:0005515,EfaB_MINUS_13227.g1163
GO:0003676,EfaB_MINUS_13227.g1164
GO:0008270,EfaB_MINUS_13227.g1164
GO:0008168,EfaB_MINUS_13227.g1168
GO:0008033,EfaB_MINUS_13227.g1168
GO:0005488,EfaB_MINUS_13227.g1169
GO:0003676,EfaB_MINUS_13227.g1170
GO:0008270,EfaB_MINUS_13227.g1170
GO:0008270,EfaB_MINUS_13227.g1170
GO:0003676,EfaB_MINUS_13227.g1170
GO:0005634,EfaB_MINUS_13227.g1170
GO:0005515,EfaB_MINUS_13227.g1170
GO:0006886,EfaB_MINUS_13227.g1179
GO:0016192,EfaB_MINUS_13227.g1179
GO:0005515,EfaB_MINUS_13227.g1179
GO:0030131,EfaB_MINUS_13227.g1179
GO:0006810,EfaB_MINUS_13227.g1179
GO:0004298,EfaB_MINUS_13227.g1182
GO:0005839,EfaB_MINUS_13227.g1182
GO:0051603,EfaB_MINUS_13227.g1182
GO:0004175,EfaB_MINUS_13227.g1182
GO:0051603,EfaB_MINUS_13227.g1182
GO:0005839,EfaB_MINUS_13227.g1182
GO:0019773,EfaB_MINUS_13227.g1182
GO:0006511,EfaB_MINUS_13227.g1182
GO:0004175,EfaB_MINUS_13227.g1182
GO:0004298,EfaB_MINUS_13227.g1182
GO:0008270,EfaB_MINUS_13227.g1183
GO:0005515,EfaB_MINUS_13227.g1185
GO:0016627,EfaB_MINUS_13227.g1188
GO:0055114,EfaB_MINUS_13227.g1188
GO:0008152,EfaB_MINUS_13227.g1188
GO:0016627,EfaB_MINUS_13227.g1188
GO:0055114,EfaB_MINUS_13227.g1188
GO:0003995,EfaB_MINUS_13227.g1188
GO:0055114,EfaB_MINUS_13227.g1188
GO:0016627,EfaB_MINUS_13227.g1188
GO:0050660,EfaB_MINUS_13227.g1188
GO:0055114,EfaB_MINUS_13227.g1188
GO:0008152,EfaB_MINUS_13227.g1188
GO:0055114,EfaB_MINUS_13227.g1188
GO:0003995,EfaB_MINUS_13227.g1188
GO:0008270,EfaB_MINUS_13385.g1189
GO:0005515,EfaB_MINUS_13385.g1189
GO:0006413,EfaB_MINUS_13385.g1190
GO:0003743,EfaB_MINUS_13385.g1190
GO:0003676,EfaB_MINUS_13385.g1191
GO:0000166,EfaB_MINUS_13385.g1191
GO:0006471,EfaB_MINUS_13385.g1194
GO:0003950,EfaB_MINUS_13385.g1194
GO:0003677,EfaB_MINUS_13385.g1194
GO:0008270,EfaB_MINUS_13385.g1194
GO:0003950,EfaB_MINUS_13385.g1194
GO:0005634,EfaB_MINUS_13385.g1194
GO:0003950,EfaB_MINUS_13385.g1194
GO:0006412,EfaB_MINUS_13385.g1195
GO:0005622,EfaB_MINUS_13385.g1195
GO:0003735,EfaB_MINUS_13385.g1195
GO:0005840,EfaB_MINUS_13385.g1195
GO:0005488,EfaB_MINUS_13385.g1196
GO:0003676,EfaB_MINUS_13398.g1197
GO:0000166,EfaB_MINUS_13398.g1197
GO:0016772,EfaB_MINUS_13398.g1200
GO:0005524,EfaB_MINUS_13398.g1200
GO:0004672,EfaB_MINUS_13398.g1200
GO:0006468,EfaB_MINUS_13398.g1200
GO:0004672,EfaB_MINUS_13398.g1200
GO:0005524,EfaB_MINUS_13398.g1200
GO:0006468,EfaB_MINUS_13398.g1200
GO:0004674,EfaB_MINUS_13398.g1200
GO:0006468,EfaB_MINUS_13398.g1200
GO:0005524,EfaB_MINUS_13398.g1200
GO:0003735,EfaB_MINUS_13398.g1202
GO:0006412,EfaB_MINUS_13398.g1202
GO:0005622,EfaB_MINUS_13398.g1202
GO:0005840,EfaB_MINUS_13398.g1202
GO:0005524,EfaB_MINUS_13398.g1204
GO:0006260,EfaB_MINUS_13398.g1204
GO:0003677,EfaB_MINUS_13398.g1204
GO:0006260,EfaB_MINUS_13398.g1204
GO:0003677,EfaB_MINUS_13398.g1204
GO:0005524,EfaB_MINUS_13398.g1204
GO:0008270,EfaB_MINUS_13398.g1206
GO:0008270,EfaB_MINUS_13398.g1206
GO:0003676,EfaB_MINUS_13398.g1206
GO:0005634,EfaB_MINUS_13398.g1206
GO:0003676,EfaB_MINUS_13398.g1206
GO:0008270,EfaB_MINUS_13398.g1206
GO:0051082,EfaB_MINUS_13398.g1207
GO:0016272,EfaB_MINUS_13398.g1207
GO:0006457,EfaB_MINUS_13398.g1207
GO:0006412,EfaB_MINUS_13441.g1208
GO:0005840,EfaB_MINUS_13441.g1208
GO:0003735,EfaB_MINUS_13441.g1208
GO:0005622,EfaB_MINUS_13441.g1208
GO:0003824,EfaB_MINUS_13441.g1209
GO:0005515,EfaB_MINUS_13441.g1210
GO:0035299,EfaB_MINUS_13441.g1214
GO:0005524,EfaB_MINUS_13441.g1214
GO:0000398,EfaB_MINUS_13441.g1215
GO:0005681,EfaB_MINUS_13441.g1215
GO:0003676,EfaB_MINUS_13441.g1216
GO:0008270,EfaB_MINUS_13441.g1216
GO:0005525,EfaB_MINUS_13441.g1218
GO:0000917,EfaB_MINUS_13441.g1218
GO:0005525,EfaB_MINUS_13441.g1218
GO:0008152,EfaB_MINUS_13716.g1221
GO:0016624,EfaB_MINUS_13716.g1221
GO:0016021,EfaB_MINUS_13716.g1223
GO:0004659,EfaB_MINUS_13716.g1223
GO:0004591,EfaB_MINUS_14053.g1228
GO:0006099,EfaB_MINUS_14053.g1228
GO:0055114,EfaB_MINUS_14053.g1228
GO:0030976,EfaB_MINUS_14053.g1228
GO:0008152,EfaB_MINUS_14053.g1228
GO:0016624,EfaB_MINUS_14053.g1228
GO:0006810,EfaB_MINUS_1425.g188
GO:0005215,EfaB_MINUS_1425.g188
GO:0016020,EfaB_MINUS_1425.g188
GO:0003676,EfaB_MINUS_1425.g190
GO:0000166,EfaB_MINUS_1425.g190
GO:0005515,EfaB_MINUS_1425.g191
GO:0005515,EfaB_MINUS_1425.g192
GO:0004519,EfaB_MINUS_1425.g194
GO:0030145,EfaB_MINUS_1425.g194
GO:0006302,EfaB_MINUS_1425.g194
GO:0005634,EfaB_MINUS_1425.g194
GO:0016787,EfaB_MINUS_1425.g194
GO:0003899,EfaB_MINUS_1425.g195
GO:0006351,EfaB_MINUS_1425.g195
GO:0044237,EfaB_MINUS_1425.g195
GO:0000166,EfaB_MINUS_1425.g195
GO:0003824,EfaB_MINUS_1425.g195
GO:0005097,EfaB_MINUS_14667.g1231
GO:0005622,EfaB_MINUS_14667.g1231
GO:0032313,EfaB_MINUS_14667.g1231
GO:0003735,EfaB_MINUS_14667.g1232
GO:0006412,EfaB_MINUS_14667.g1232
GO:0015934,EfaB_MINUS_14667.g1232
GO:0005515,EfaB_MINUS_14667.g1233
GO:0016876,EfaB_MINUS_14774.g1234
GO:0043039,EfaB_MINUS_14774.g1234
GO:0005737,EfaB_MINUS_14774.g1234
GO:0000166,EfaB_MINUS_14774.g1234
GO:0005524,EfaB_MINUS_14774.g1234
GO:0005515,EfaB_MINUS_14843.g1235
GO:0003676,EfaB_MINUS_14881.g1236
GO:0008270,EfaB_MINUS_14881.g1236
GO:0003677,EfaB_MINUS_14881.g1237
GO:0003899,EfaB_MINUS_14881.g1237
GO:0006351,EfaB_MINUS_14881.g1237
GO:0003677,EfaB_MINUS_14881.g1237
GO:0006351,EfaB_MINUS_14881.g1237
GO:0003899,EfaB_MINUS_14881.g1237
GO:0006351,EfaB_MINUS_14881.g1237
GO:0003677,EfaB_MINUS_14881.g1237
GO:0003899,EfaB_MINUS_14881.g1237
GO:0003899,EfaB_MINUS_14881.g1237
GO:0003677,EfaB_MINUS_14881.g1238
GO:0005634,EfaB_MINUS_14881.g1238
GO:0003700,EfaB_MINUS_14881.g1240
GO:0006355,EfaB_MINUS_14881.g1240
GO:0005515,EfaB_MINUS_14978.g1242
GO:0005515,EfaB_MINUS_14978.g1244
GO:0005524,EfaB_MINUS_14978.g1245
GO:0008026,EfaB_MINUS_14978.g1245
GO:0003676,EfaB_MINUS_14978.g1245
GO:0005524,EfaB_MINUS_14978.g1245
GO:0003676,EfaB_MINUS_14978.g1245
GO:0004386,EfaB_MINUS_14978.g1245
GO:0004357,EfaB_MINUS_14978.g1249
GO:0006750,EfaB_MINUS_14978.g1249
GO:0006412,EfaB_MINUS_14978.g1250
GO:0003735,EfaB_MINUS_14978.g1250
GO:0005622,EfaB_MINUS_14978.g1250
GO:0005840,EfaB_MINUS_14978.g1250
GO:0055114,EfaB_MINUS_14978.g1252
GO:0016620,EfaB_MINUS_14978.g1252
GO:0016620,EfaB_MINUS_14978.g1252
GO:0055114,EfaB_MINUS_14978.g1252
GO:0055114,EfaB_MINUS_14978.g1252
GO:0050661,EfaB_MINUS_14978.g1252
GO:0016620,EfaB_MINUS_14978.g1252
GO:0051287,EfaB_MINUS_14978.g1252
GO:0006006,EfaB_MINUS_14978.g1252
GO:0000166,EfaB_MINUS_14978.g1252
GO:0005488,EfaB_MINUS_14978.g1253
GO:0016070,EfaB_MINUS_14978.g1253
GO:0003677,EfaB_MINUS_14978.g1253
GO:0003723,EfaB_MINUS_14978.g1253
GO:0005515,EfaB_MINUS_14978.g1253
GO:0016887,EfaB_MINUS_14978.g1254
GO:0005524,EfaB_MINUS_14978.g1254
GO:0005524,EfaB_MINUS_14978.g1254
GO:0016887,EfaB_MINUS_14978.g1254
GO:0017111,EfaB_MINUS_14978.g1254
GO:0000166,EfaB_MINUS_14978.g1254
GO:0005524,EfaB_MINUS_14978.g1254
GO:0016021,EfaB_MINUS_14978.g1254
GO:0042626,EfaB_MINUS_14978.g1254
GO:0055085,EfaB_MINUS_14978.g1254
GO:0006810,EfaB_MINUS_14978.g1254
GO:0016021,EfaB_MINUS_14978.g1254
GO:0006810,EfaB_MINUS_14978.g1254
GO:0005524,EfaB_MINUS_14978.g1254
GO:0042626,EfaB_MINUS_14978.g1254
GO:0055085,EfaB_MINUS_14978.g1254
GO:0005524,EfaB_MINUS_14978.g1255
GO:0016021,EfaB_MINUS_14978.g1255
GO:0042626,EfaB_MINUS_14978.g1255
GO:0055085,EfaB_MINUS_14978.g1255
GO:0006810,EfaB_MINUS_14978.g1255
GO:0016021,EfaB_MINUS_14978.g1255
GO:0006810,EfaB_MINUS_14978.g1255
GO:0005524,EfaB_MINUS_14978.g1255
GO:0042626,EfaB_MINUS_14978.g1255
GO:0055085,EfaB_MINUS_14978.g1255
GO:0017111,EfaB_MINUS_14978.g1255
GO:0000166,EfaB_MINUS_14978.g1255
GO:0016887,EfaB_MINUS_14978.g1255
GO:0005524,EfaB_MINUS_14978.g1255
GO:0005524,EfaB_MINUS_14978.g1255
GO:0016887,EfaB_MINUS_14978.g1255
GO:0006508,EfaB_MINUS_14978.g1257
GO:0008234,EfaB_MINUS_14978.g1257
GO:0005669,EfaB_MINUS_14978.g1260
GO:0006367,EfaB_MINUS_14978.g1260
GO:0005515,EfaB_MINUS_14978.g1264
GO:0016787,EfaB_MINUS_14978.g1265
GO:0032934,EfaB_MINUS_14978.g1265
GO:0005515,EfaB_MINUS_14978.g1266
GO:0003676,EfaB_MINUS_14978.g1268
GO:0003677,EfaB_MINUS_14978.g1268
GO:0006303,EfaB_MINUS_14978.g1268
GO:0004003,EfaB_MINUS_14978.g1268
GO:0004003,EfaB_MINUS_14978.g1268
GO:0003677,EfaB_MINUS_14978.g1268
GO:0006303,EfaB_MINUS_14978.g1268
GO:0005622,EfaB_MINUS_14978.g1271
GO:0003735,EfaB_MINUS_14978.g1271
GO:0006412,EfaB_MINUS_14978.g1271
GO:0005840,EfaB_MINUS_14978.g1271
GO:0008168,EfaB_MINUS_14978.g1272
GO:0001510,EfaB_MINUS_14978.g1272
GO:0009452,EfaB_MINUS_14978.g1272
GO:0003824,EfaB_MINUS_14978.g1273
GO:0051536,EfaB_MINUS_14978.g1273
GO:0016114,EfaB_MINUS_14978.g1276
GO:0008685,EfaB_MINUS_14978.g1276
GO:0004252,EfaB_MINUS_14978.g1278
GO:0016021,EfaB_MINUS_14978.g1278
GO:0008152,EfaB_MINUS_14978.g1279
GO:0003824,EfaB_MINUS_14978.g1279
GO:0003824,EfaB_MINUS_14978.g1279
GO:0017111,EfaB_MINUS_14978.g1282
GO:0000166,EfaB_MINUS_14978.g1282
GO:0005524,EfaB_MINUS_14978.g1282
GO:0006260,EfaB_MINUS_14978.g1282
GO:0003677,EfaB_MINUS_14978.g1282
GO:0008152,EfaB_MINUS_14978.g1283
GO:0003824,EfaB_MINUS_14978.g1283
GO:0016491,EfaB_MINUS_14978.g1283
GO:0016747,EfaB_MINUS_14978.g1283
GO:0003824,EfaB_MINUS_14978.g1283
GO:0008152,EfaB_MINUS_14978.g1283
GO:0031177,EfaB_MINUS_14978.g1283
GO:0000166,EfaB_MINUS_14978.g1283
GO:0006950,EfaB_MINUS_14978.g1284
GO:0008270,EfaB_MINUS_14981.g1286
GO:0051082,EfaB_MINUS_1527.g197
GO:0006457,EfaB_MINUS_1527.g197
GO:0005524,EfaB_MINUS_1527.g197
GO:0006457,EfaB_MINUS_1527.g197
GO:0051082,EfaB_MINUS_1527.g197
GO:0005524,EfaB_MINUS_1527.g197
GO:0044267,EfaB_MINUS_1527.g197
GO:0005524,EfaB_MINUS_1527.g197
GO:0000166,EfaB_MINUS_1527.g198
GO:0003676,EfaB_MINUS_1527.g198
GO:0005634,EfaB_MINUS_1527.g198
GO:0006397,EfaB_MINUS_1527.g198
GO:0003723,EfaB_MINUS_1527.g198
GO:0004222,EfaB_MINUS_15349.g1288
GO:0008897,EfaB_MINUS_15349.g1288
GO:0000287,EfaB_MINUS_15349.g1288
GO:0009059,EfaB_MINUS_15349.g1288
GO:0046872,EfaB_MINUS_15349.g1288
GO:0005515,EfaB_MINUS_15349.g1289
GO:0005515,EfaB_MINUS_15349.g1290
GO:0016020,EfaB_MINUS_15349.g1291
GO:0016772,EfaB_MINUS_15349.g1291
GO:0008270,EfaB_MINUS_15349.g1293
GO:0003676,EfaB_MINUS_15349.g1293
GO:0016773,EfaB_MINUS_15349.g1299
GO:0005515,EfaB_MINUS_15349.g1299
GO:0016772,EfaB_MINUS_15349.g1299
GO:0004298,EfaB_MINUS_15349.g1300
GO:0006511,EfaB_MINUS_15349.g1300
GO:0004175,EfaB_MINUS_15349.g1300
GO:0019773,EfaB_MINUS_15349.g1300
GO:0051603,EfaB_MINUS_15349.g1300
GO:0004298,EfaB_MINUS_15349.g1300
GO:0005839,EfaB_MINUS_15349.g1300
GO:0016311,EfaB_MINUS_15349.g1301
GO:0016791,EfaB_MINUS_15349.g1301
GO:0008138,EfaB_MINUS_15349.g1301
GO:0006470,EfaB_MINUS_15349.g1301
GO:0016311,EfaB_MINUS_15349.g1301
GO:0016791,EfaB_MINUS_15349.g1301
GO:0004725,EfaB_MINUS_15349.g1301
GO:0005509,EfaB_MINUS_15349.g1309
GO:0003677,EfaB_MINUS_15349.g1311
GO:0003677,EfaB_MINUS_15349.g1313
GO:0003723,EfaB_MINUS_15576.g1319
GO:0016020,EfaB_MINUS_15576.g1321
GO:0009405,EfaB_MINUS_15576.g1321
GO:0003676,EfaB_MINUS_15576.g1322
GO:0000166,EfaB_MINUS_15576.g1322
GO:0006468,EfaB_MINUS_15576.g1324
GO:0004672,EfaB_MINUS_15576.g1324
GO:0005524,EfaB_MINUS_15576.g1324
GO:0006468,EfaB_MINUS_15576.g1324
GO:0004674,EfaB_MINUS_15576.g1324
GO:0004672,EfaB_MINUS_15576.g1324
GO:0006468,EfaB_MINUS_15576.g1324
GO:0005524,EfaB_MINUS_15576.g1324
GO:0016772,EfaB_MINUS_15576.g1324
GO:0019887,EfaB_MINUS_15576.g1325
GO:0005956,EfaB_MINUS_15576.g1325
GO:0005956,EfaB_MINUS_15576.g1325
GO:0019887,EfaB_MINUS_15576.g1325
GO:0006355,EfaB_MINUS_15576.g1326
GO:0005634,EfaB_MINUS_15576.g1326
GO:0006468,EfaB_MINUS_15576.g1327
GO:0004672,EfaB_MINUS_15576.g1327
GO:0005524,EfaB_MINUS_15576.g1327
GO:0004672,EfaB_MINUS_15576.g1327
GO:0006468,EfaB_MINUS_15576.g1327
GO:0005524,EfaB_MINUS_15576.g1327
GO:0006468,EfaB_MINUS_15576.g1327
GO:0004674,EfaB_MINUS_15576.g1327
GO:0016772,EfaB_MINUS_15576.g1327
GO:0000166,EfaB_MINUS_15576.g1330
GO:0005524,EfaB_MINUS_15576.g1330
GO:0006436,EfaB_MINUS_15576.g1330
GO:0004830,EfaB_MINUS_15576.g1330
GO:0005737,EfaB_MINUS_15576.g1330
GO:0000166,EfaB_MINUS_15576.g1330
GO:0006418,EfaB_MINUS_15576.g1330
GO:0005737,EfaB_MINUS_15576.g1330
GO:0005524,EfaB_MINUS_15576.g1330
GO:0004812,EfaB_MINUS_15576.g1330
GO:0005524,EfaB_MINUS_15576.g1330
GO:0004812,EfaB_MINUS_15576.g1330
GO:0006418,EfaB_MINUS_15576.g1330
GO:0005737,EfaB_MINUS_15576.g1330
GO:0000166,EfaB_MINUS_15576.g1330
GO:0006468,EfaB_MINUS_15576.g1334
GO:0004672,EfaB_MINUS_15576.g1334
GO:0005524,EfaB_MINUS_15576.g1334
GO:0016772,EfaB_MINUS_15576.g1334
GO:0004672,EfaB_MINUS_15576.g1334
GO:0006468,EfaB_MINUS_15576.g1334
GO:0005524,EfaB_MINUS_15576.g1334
GO:0006542,EfaB_MINUS_15576.g1336
GO:0006807,EfaB_MINUS_15576.g1336
GO:0004356,EfaB_MINUS_15576.g1336
GO:0003824,EfaB_MINUS_15576.g1336
GO:0006807,EfaB_MINUS_15576.g1336
GO:0004356,EfaB_MINUS_15576.g1336
GO:0009399,EfaB_MINUS_15576.g1336
GO:0005737,EfaB_MINUS_15576.g1336
GO:0004356,EfaB_MINUS_15576.g1336
GO:0005737,EfaB_MINUS_15576.g1338
GO:0004812,EfaB_MINUS_15576.g1338
GO:0005524,EfaB_MINUS_15576.g1338
GO:0000166,EfaB_MINUS_15576.g1338
GO:0006418,EfaB_MINUS_15576.g1338
GO:0006418,EfaB_MINUS_15576.g1338
GO:0005737,EfaB_MINUS_15576.g1338
GO:0000166,EfaB_MINUS_15576.g1338
GO:0004812,EfaB_MINUS_15576.g1338
GO:0005524,EfaB_MINUS_15576.g1338
GO:0005737,EfaB_MINUS_15576.g1338
GO:0006428,EfaB_MINUS_15576.g1338
GO:0000166,EfaB_MINUS_15576.g1338
GO:0005524,EfaB_MINUS_15576.g1338
GO:0004822,EfaB_MINUS_15576.g1338
GO:0006418,EfaB_MINUS_15576.g1338
GO:0002161,EfaB_MINUS_15576.g1338
GO:0000166,EfaB_MINUS_15576.g1338
GO:0006418,EfaB_MINUS_15576.g1338
GO:0004812,EfaB_MINUS_15576.g1338
GO:0005737,EfaB_MINUS_15576.g1338
GO:0005524,EfaB_MINUS_15576.g1338
GO:0005524,EfaB_MINUS_15576.g1339
GO:0004812,EfaB_MINUS_15576.g1339
GO:0006418,EfaB_MINUS_15576.g1339
GO:0005737,EfaB_MINUS_15576.g1339
GO:0000166,EfaB_MINUS_15576.g1339
GO:0006418,EfaB_MINUS_15576.g1339
GO:0005737,EfaB_MINUS_15576.g1339
GO:0000166,EfaB_MINUS_15576.g1339
GO:0004812,EfaB_MINUS_15576.g1339
GO:0005524,EfaB_MINUS_15576.g1339
GO:0003896,EfaB_MINUS_15576.g1342
GO:0006269,EfaB_MINUS_15576.g1342
GO:0006269,EfaB_MINUS_15576.g1342
GO:0003896,EfaB_MINUS_15576.g1342
GO:0003676,EfaB_MINUS_15576.g1344
GO:0000166,EfaB_MINUS_15576.g1344
GO:0006468,EfaB_MINUS_15576.g1344
GO:0004672,EfaB_MINUS_15576.g1344
GO:0005524,EfaB_MINUS_15576.g1344
GO:0004672,EfaB_MINUS_15576.g1344
GO:0006468,EfaB_MINUS_15576.g1344
GO:0005524,EfaB_MINUS_15576.g1344
GO:0016772,EfaB_MINUS_15576.g1344
GO:0006457,EfaB_MINUS_15576.g1346
GO:0003755,EfaB_MINUS_15576.g1346
GO:0005515,EfaB_MINUS_15576.g1347
GO:0016020,EfaB_MINUS_15576.g1348
GO:0031072,EfaB_MINUS_15576.g1349
GO:0006457,EfaB_MINUS_15576.g1349
GO:0051082,EfaB_MINUS_15576.g1349
GO:0006457,EfaB_MINUS_15576.g1349
GO:0051082,EfaB_MINUS_15576.g1349
GO:0031072,EfaB_MINUS_15576.g1349
GO:0005200,EfaB_MINUS_15576.g1352
GO:0004298,EfaB_MINUS_15648.g1353
GO:0004748,EfaB_MINUS_15648.g1354
GO:0009186,EfaB_MINUS_15648.g1354
GO:0055114,EfaB_MINUS_15648.g1354
GO:0016491,EfaB_MINUS_15648.g1354
GO:0055114,EfaB_MINUS_15648.g1354
GO:0046914,EfaB_MINUS_15648.g1354
GO:0016491,EfaB_MINUS_15648.g1354
GO:0055114,EfaB_MINUS_15648.g1354
GO:0005634,EfaB_MINUS_15648.g1358
GO:0003676,EfaB_MINUS_15648.g1358
GO:0005622,EfaB_MINUS_15648.g1361
GO:0042254,EfaB_MINUS_15648.g1361
GO:0003676,EfaB_MINUS_15648.g1363
GO:0008270,EfaB_MINUS_15648.g1363
GO:0003676,EfaB_MINUS_15648.g1363
GO:0000166,EfaB_MINUS_15648.g1363
GO:0006468,EfaB_MINUS_15648.g1364
GO:0004672,EfaB_MINUS_15648.g1364
GO:0005524,EfaB_MINUS_15648.g1364
GO:0016772,EfaB_MINUS_15648.g1364
GO:0006468,EfaB_MINUS_15648.g1364
GO:0004674,EfaB_MINUS_15648.g1364
GO:0004672,EfaB_MINUS_15648.g1364
GO:0006468,EfaB_MINUS_15648.g1364
GO:0005524,EfaB_MINUS_15648.g1364
GO:0003735,EfaB_MINUS_15648.g1365
GO:0005840,EfaB_MINUS_15648.g1365
GO:0006412,EfaB_MINUS_15648.g1365
GO:0005622,EfaB_MINUS_15648.g1365
GO:0005840,EfaB_MINUS_15648.g1365
GO:0005622,EfaB_MINUS_15648.g1365
GO:0003735,EfaB_MINUS_15648.g1365
GO:0006412,EfaB_MINUS_15648.g1365
GO:0015934,EfaB_MINUS_15648.g1365
GO:0003735,EfaB_MINUS_15648.g1365
GO:0006412,EfaB_MINUS_15648.g1365
GO:0008270,EfaB_MINUS_15648.g1366
GO:0005515,EfaB_MINUS_15648.g1366
GO:0005515,EfaB_MINUS_15648.g1367
GO:0003723,EfaB_MINUS_15648.g1368
GO:0005850,EfaB_MINUS_15648.g1368
GO:0003723,EfaB_MINUS_15648.g1368
GO:0003743,EfaB_MINUS_15648.g1368
GO:0006457,EfaB_MINUS_15648.g1372
GO:0003755,EfaB_MINUS_15648.g1372
GO:0005524,EfaB_MINUS_15648.g1374
GO:0003677,EfaB_MINUS_15648.g1374
GO:0006260,EfaB_MINUS_15648.g1374
GO:0003677,EfaB_MINUS_15648.g1374
GO:0005524,EfaB_MINUS_15648.g1374
GO:0006270,EfaB_MINUS_15648.g1374
GO:0006260,EfaB_MINUS_15648.g1374
GO:0005524,EfaB_MINUS_15648.g1374
GO:0003677,EfaB_MINUS_15648.g1374
GO:0005515,EfaB_MINUS_15648.g1375
GO:0016020,EfaB_MINUS_15648.g1376
GO:0006813,EfaB_MINUS_15648.g1376
GO:0015269,EfaB_MINUS_15648.g1376
GO:0016787,EfaB_MINUS_15648.g1377
GO:0005509,EfaB_MINUS_15648.g1381
GO:0005515,EfaB_MINUS_15648.g1381
GO:0003924,EfaB_MINUS_15648.g1381
GO:0005525,EfaB_MINUS_15648.g1381
GO:0005515,EfaB_MINUS_15648.g1382
GO:0008270,EfaB_MINUS_15648.g1384
GO:0005622,EfaB_MINUS_15648.g1384
GO:0042254,EfaB_MINUS_15648.g1384
GO:0006400,EfaB_MINUS_15648.g1385
GO:0008616,EfaB_MINUS_15648.g1385
GO:0008479,EfaB_MINUS_15648.g1385
GO:0003677,EfaB_MINUS_15648.g1389
GO:0031072,EfaB_MINUS_15648.g1389
GO:0031072,EfaB_MINUS_15648.g1389
GO:0006457,EfaB_MINUS_15648.g1389
GO:0051082,EfaB_MINUS_15648.g1389
GO:0006470,EfaB_MINUS_15648.g1391
GO:0008138,EfaB_MINUS_15648.g1391
GO:0008138,EfaB_MINUS_15648.g1391
GO:0006470,EfaB_MINUS_15648.g1391
GO:0008270,EfaB_MINUS_15648.g1391
GO:0003676,EfaB_MINUS_15648.g1391
GO:0016791,EfaB_MINUS_15648.g1391
GO:0016311,EfaB_MINUS_15648.g1391
GO:0006412,EfaB_MINUS_15648.g1392
GO:0003735,EfaB_MINUS_15648.g1392
GO:0005622,EfaB_MINUS_15648.g1392
GO:0005840,EfaB_MINUS_15648.g1392
GO:0003735,EfaB_MINUS_15648.g1392
GO:0006412,EfaB_MINUS_15648.g1392
GO:0005622,EfaB_MINUS_15648.g1392
GO:0005840,EfaB_MINUS_15648.g1392
GO:0016068,EfaB_MINUS_15648.g1394
GO:0005515,EfaB_MINUS_15648.g1396
GO:0015991,EfaB_MINUS_15697.g1397
