[Gene ID]	[Fold Change]	[Chosen Comp (log2)]	[Chosen Ref (log2)]	
ETH_00009275	2.7	4.65	3.19	
ETH_00009280	-72	1.21	7.38	
ETH_00009285	1.3	2.8	2.42	
ETH_00009290	-3.9	5.41	7.36	
ETH_00009295	-2	0.26	1.28	
ETH_00009300	2	1.38	0.42	
ETH_00009305	-1.6	6.4	7.07	
ETH_00009310	-1.3	4.83	5.22	
ETH_00009315	54.4	5.8	0.03	
ETH_00009320	2	1.56	0.55	
ETH_00009325	3	1.73	0.15	
ETH_00009330	-4.2	4.35	6.42	
ETH_00009335	1.4	6.36	5.88	
ETH_00009340	33.4	7.44	2.38	
ETH_00009345	3.3	4.51	2.81	
ETH_00009350	2.8	1.47	0	
ETH_00009355	3.2	1.84	0.16	
ETH_00009360	1	0.64	0.59	
ETH_00009365	1.9	6.47	5.58	
ETH_00009370	1.7	9.02	8.23	
ETH_00009375	-6.4	1.64	4.33	
ETH_00009380	29.1	7.26	2.39	
ETH_00009385	18.2	6.03	1.84	
ETH_00009390	-2.4	2.46	3.72	
ETH_00009395	-31	1.24	6.19	
ETH_00009400	-63.7	0.16	6.15	
ETH_00009405	-1.9	1.77	2.68	
ETH_00009410	-31.8	1.19	6.18	
ETH_00009415	8.9	8.3	5.14	
ETH_00009420	50.5	6.05	0.39	
ETH_00009425	83.2	6.57	0.19	
ETH_00009430	-76	2.91	9.16	
ETH_00009435	2.7	4.39	2.95	
ETH_00009440	-1.7	4.39	5.13	
ETH_00009445	7.9	3.35	0.36	
ETH_00009450	-98.3	3.84	10.46	
ETH_00009455	-8.2	1.15	4.18	
ETH_00009460	-2.4	7.36	8.64	
ETH_00009465	1.3	6.16	5.82	
ETH_00009470	2.9	6.1	4.56	
ETH_00009475	1.1	0.7	0.5	
ETH_00009480	-1.6	1.04	1.68	
ETH_00009485	-1	1.15	1.22	
ETH_00009490	1	0.07	0.04	
ETH_00009495	1	0	0	
ETH_00009500	1	0	0	
ETH_00009505	1	0	0	
ETH_00009535	1	0	0	
ETH_00009540	-1.1	0.2	0.33	
ETH_00009545	1.3	0.36	0.04	
ETH_00009550	3.3	3.06	1.33	
ETH_00009555	4.1	13.16	11.13	
ETH_00009560	-5.9	2.89	5.44	
ETH_00009565	1.5	6.52	5.98	
ETH_00009570	1.7	7.04	6.29	
ETH_00009575	1.4	1.01	0.48	
ETH_00009580	5.6	2.6	0.1	
ETH_00009585	2.5	5.99	4.69	
ETH_00009590	-1.5	0.08	0.64	
ETH_00009595	-1.3	0	0.4	
ETH_00009600	-1.3	0.16	0.5	
ETH_00009605	-1.6	0	0.65	
ETH_00009610	-1	0	0.06	
ETH_00009615	-1.3	0.31	0.64	
ETH_00009620	17.4	4.85	0.74	
ETH_00009625	-1.1	5.86	5.99	
ETH_00009630	-10.2	0.44	3.8	
ETH_00009635	-1.8	0.3	1.17	
ETH_00009640	1.5	1.24	0.69	
ETH_00009645	-1.2	0.32	0.57	
ETH_00009650	10.2	7.45	4.1	
ETH_00009655	-1.3	4.18	4.59	
ETH_00009660	-1.2	5.11	5.38	
ETH_00009665	-1.1	5.9	5.98	
ETH_00009670	-9.3	0.32	3.54	
ETH_00009675	-1.1	4.56	4.66	
ETH_00009680	1.3	4.52	4.16	
ETH_00009685	1.4	3.26	2.8	
ETH_00009690	4.3	8.18	6.08	
ETH_00009695	-4	2.41	4.42	
ETH_00009700	20.4	5.71	1.36	
ETH_00009705	1.4	6.92	6.49	
ETH_00009710	-1.4	0.28	0.75	
ETH_00009715	-2.1	5.04	6.1	
ETH_00009720	11.9	4.96	1.4	
ETH_00009725	-52.5	0	5.71	
ETH_00009730	2.1	6.08	5.04	
ETH_00009735	1.5	1.91	1.35	
ETH_00009740	44.2	6.1	0.63	
ETH_00009745	-7.6	0	2.92	
ETH_00009750	2.5	5.88	4.53	
ETH_00009755	-64.6	0.08	6.1	
ETH_00009760	-53.9	0.21	5.96	
ETH_00009765	-7.6	0.71	3.64	
ETH_00009770	6.3	4.71	2.05	
ETH_00009775	8.9	7.31	4.14	
ETH_00009780	15.2	5.37	1.45	
ETH_00009785	3.6	1.97	0.11	
ETH_00009790	-126.8	0	6.99	
ETH_00009795	-2.6	6.92	8.29	
ETH_00009800	-69.4	1.77	7.89	
ETH_00009805	1.3	2.69	2.29	
ETH_00009810	131.7	7.16	0.12	
ETH_00009815	-2.2	0.16	1.3	
ETH_00009820	28.7	8.32	3.47	
ETH_00009825	1.1	2.56	2.37	
ETH_00009830	252.1	10.64	2.66	
ETH_00009835	3.2	5.18	3.5	
ETH_00009840	1.4	5.91	5.38	
ETH_00009845	14.9	4.56	0.67	
ETH_00009850	-110.5	0.51	7.29	
ETH_00009855	9.4	4.2	0.96	
ETH_00009860	8.4	5.36	2.29	
ETH_00009865	2.4	6.55	5.28	
ETH_00009870	15.2	5.43	1.5	
ETH_00009875	14.7	5.56	1.67	
ETH_00009880	22.5	6.23	1.74	
ETH_00009885	-131.2	1.22	8.26	
ETH_00009890	-3.2	6.1	7.76	
ETH_00009895	2.3	7.22	6.01	
ETH_00009900	-114.3	0.85	7.69	
ETH_00009905	5.9	5.67	3.11	
ETH_00009910	-2.8	2.83	4.32	
ETH_00009915	4	5.83	3.83	
ETH_00009920	11.4	3.94	0.42	
ETH_00009925	16	4.74	0.74	
ETH_00009930	-18.9	0	4.24	
ETH_00009935	93.6	8.06	1.51	
ETH_00009940	14.3	7.93	4.09	
ETH_00009945	2.6	5.77	4.38	
ETH_00009950	-1.9	3.01	3.93	
ETH_00009955	-3.7	5.44	7.33	
ETH_00009960	-22.2	1.49	5.96	
ETH_00009965	3	6.11	4.5	
ETH_00009970	2.1	4.99	3.89	
ETH_00009975	8.5	3.75	0.67	
ETH_00009980	-1.1	2.61	2.73	
ETH_00009985	-7.9	2.84	5.81	
ETH_00009990	4.4	4.72	2.57	
ETH_00009995	-6.5	3.65	6.34	
ETH_00010000	-3.2	3.87	5.56	
ETH_00010005	7.3	3.95	1.08	
ETH_00010010	-44.3	2.53	8	
ETH_00010015	3.1	8.78	7.15	
ETH_00010020	-2.8	7.86	9.32	
ETH_00010025	7.3	5.47	2.59	
ETH_00010030	5.8	5.47	2.93	
ETH_00010035	1.2	0.31	0	
ETH_00010045	-3.7	1.75	3.66	
ETH_00010050	3	6.25	4.65	
ETH_00010055	-26.5	3.01	7.74	
ETH_00010060	-4.2	5.37	7.42	
ETH_00010065	11.8	4.67	1.11	
ETH_00010070	-9.7	3.58	6.86	
ETH_00010075	-1.8	1.77	2.59	
ETH_00010080	-1.9	3.94	4.85	
ETH_00010085	4.1	5.26	3.22	
ETH_00010090	1.1	1.08	0.99	
ETH_00010095	29	7.86	3	
ETH_00010100	6.7	2.94	0.21	
ETH_00010105	-6	3.76	6.34	
ETH_00010110	1	0	0	
ETH_00010115	-83.7	0	6.39	
ETH_00010120	1.9	3.1	2.21	
ETH_00010125	6.6	3.43	0.7	
ETH_00010130	16.5	5.51	1.46	
ETH_00010135	28.2	5.64	0.82	
ETH_00010140	1	0.15	0.09	
ETH_00010145	1.1	0.23	0.09	
ETH_00010150	-33.3	0.29	5.35	
ETH_00010155	-1.3	0.39	0.81	
ETH_00010160	-1.1	0.17	0.27	
ETH_00010165	-1.1	3.71	3.88	
ETH_00010170	-67	1.86	7.92	
ETH_00010175	64	6.24	0.24	
ETH_00010180	2.2	4.67	3.52	
ETH_00010185	-1	6.5	6.52	
ETH_00010190	-20	0.56	4.89	
ETH_00010195	-57.2	1.44	7.28	
ETH_00010200	4.6	2.44	0.25	
ETH_00010205	8.2	3.36	0.33	
ETH_00010210	23.4	4.95	0.4	
ETH_00010215	-4	0.7	2.71	
ETH_00010220	-6.2	0.3	2.93	
ETH_00010225	-10.5	0.09	3.48	
ETH_00010230	-21.7	0.91	5.35	
ETH_00010235	-3.4	5	6.78	
ETH_00010240	11.8	5.15	1.58	
ETH_00010245	1.1	0.18	0.04	
ETH_00010250	168.2	7.82	0.42	
ETH_00010255	1.6	3.86	3.2	
ETH_00010260	5.4	5.36	2.93	
ETH_00010265	3.8	5.02	3.11	
ETH_00010270	1.2	5.47	5.16	
ETH_00010275	-3.5	2.62	4.43	
ETH_00010280	2.8	1.74	0.27	
ETH_00010285	-1	1.75	1.81	
ETH_00010290	32.3	11.77	6.75	
ETH_00010295	17.4	6.58	2.47	
ETH_00010300	-1.4	5.8	6.27	
ETH_00010305	-1.5	2.36	2.98	
ETH_00010310	2.1	2.26	1.2	
ETH_00010315	1.7	1.29	0.54	
ETH_00010320	-1.3	0	0.34	
ETH_00010325	-1.2	0	0.21	
ETH_00010330	1.1	4.59	4.45	
ETH_00010335	-10.1	3.31	6.64	
ETH_00010340	2.4	3.49	2.2	
ETH_00010345	3.2	6.68	5.01	
ETH_00010350	22.6	6.66	2.16	
ETH_00010355	-2	2.53	3.56	
ETH_00010360	55.6	5.85	0.05	
ETH_00010365	-1.6	0.63	1.27	
ETH_00010370	1.5	0.96	0.41	
ETH_00010375	-1.1	0.62	0.8	
ETH_00010380	1.9	4.93	3.99	
ETH_00010385	-1	0.16	0.17	
ETH_00010390	1.3	0.63	0.27	
ETH_00010395	1.4	5.3	4.87	
ETH_00010400	1.9	4.72	3.81	
ETH_00010405	1	0	0	
ETH_00010410	1.3	6.32	5.93	
ETH_00010415	1.2	5.64	5.37	
ETH_00010420	5	2.66	0.33	
ETH_00010425	-12.7	1.66	5.33	
ETH_00010430	-5.4	3.62	6.05	
ETH_00010435	6	5.69	3.12	
ETH_00010440	-16.7	1.47	5.53	
ETH_00010445	-2.4	0.51	1.76	
ETH_00010450	4	2.62	0.62	
ETH_00010455	5.6	2.66	0.16	
ETH_00010460	2.9	5.68	4.13	
ETH_00010465	-1.1	1.78	1.97	
ETH_00010470	-1.6	0.2	0.9	
ETH_00010475	13.2	3.72	0	
ETH_00010480	52.1	9.62	3.92	
ETH_00010485	-9	4.98	8.14	
ETH_00010490	-29.9	5.23	10.14	
ETH_00010495	26.8	5.91	1.16	
ETH_00010500	7.7	3.23	0.28	
ETH_00010505	2.3	4.15	2.95	
ETH_00010515	6.3	2.94	0.28	
ETH_00010520	1.4	2.86	2.36	
ETH_00010525	-41	2.02	7.37	
ETH_00010530	7.3	4.17	1.29	
ETH_00010535	4.9	2.93	0.62	
ETH_00010540	-3.1	6.31	7.96	
ETH_00010545	16.4	5.87	1.83	
ETH_00010550	-1.2	6.15	6.41	
ETH_00010555	-13	2.71	6.42	
ETH_00010560	-2	1.4	2.42	
ETH_00010565	-3.2	1.36	3.06	
ETH_00010570	-3.2	3.03	4.71	
ETH_00010575	-4.4	2.15	4.31	
ETH_00010580	2.6	2.38	0.99	
ETH_00010585	1.4	6.08	5.58	
ETH_00010590	1.6	11.17	10.47	
ETH_00010595	82.1	6.48	0.12	
ETH_00010600	1	2.66	2.62	
ETH_00010605	-7.3	4.31	7.17	
ETH_00010610	-1.4	0.47	1	
ETH_00010615	35.1	6.03	0.9	
ETH_00010620	181.4	11.11	3.61	
ETH_00010625	3.5	6.76	4.94	
ETH_00010630	-29.9	1.33	6.23	
ETH_00010635	1.2	4.13	3.9	
ETH_00010640	-1	2.6	2.63	
ETH_00010645	8.1	12.31	9.28	
ETH_00010650	4	4.49	2.49	
ETH_00010655	-7.1	2.07	4.9	
ETH_00010660	-2.1	3.97	5.02	
ETH_00010665	4.6	4.71	2.49	
ETH_00010670	4.8	3.55	1.29	
ETH_00010675	220.5	10.37	2.58	
ETH_00010680	-2.5	4.78	6.13	
ETH_00010685	1.9	6.37	5.45	
ETH_00010690	-70.3	2.06	8.2	
ETH_00010695	2.6	3.04	1.64	
ETH_00010700	7.8	4.04	1.07	
ETH_00010705	-5.7	1.84	4.36	
ETH_00010710	-3.2	3.33	5.03	
ETH_00010715	5.7	3.83	1.31	
ETH_00010720	-79.5	1.66	7.97	
ETH_00010725	-47.8	1.46	7.04	
ETH_00010730	147	7.36	0.16	
ETH_00010735	13.8	3.95	0.17	
ETH_00010740	33.1	5.17	0.12	
ETH_00010745	2	1.15	0.12	
ETH_00010750	1.1	0.32	0.25	
ETH_00010755	322.2	8.33	0	
ETH_00010760	-3.9	0	1.96	
ETH_00010765	-1.2	0	0.28	
ETH_00010770	14.2	4.42	0.59	
ETH_00010775	-1.7	0	0.78	
ETH_00010780	41.7	6.43	1.05	
ETH_00010785	-2	0	1.01	
ETH_00010790	2	1.57	0.59	
ETH_00010792	1	0.11	0.06	
ETH_00010795	-4.7	0.93	3.17	
ETH_00010800	-1	0	0.07	
ETH_00010805	1.2	0.22	0	
ETH_00010815	1.3	1.62	1.28	
ETH_00010825	1	0	0	
ETH_00010830	1	3.78	3.72	
ETH_00010835	-58.5	0.39	6.26	
ETH_00010840	-1.4	0	0.51	
ETH_00010845	1.4	0.57	0.06	
ETH_00010850	-16.8	2.77	6.84	
ETH_00010855	-1.1	0.12	0.31	
ETH_00010860	60.7	9.43	3.51	
ETH_00010865	-1.1	8.46	8.57	
ETH_00010870	4.4	3.26	1.14	
ETH_00010875	5.8	5.85	3.32	
ETH_00010880	150.6	7.96	0.73	
ETH_00010885	-3.4	6.29	8.07	
ETH_00010890	1.1	0.96	0.85	
ETH_00010895	26.7	4.98	0.24	
ETH_00010900	2.9	1.72	0.19	
ETH_00010905	-14	1.73	5.54	
ETH_00010910	-334.8	0.48	8.87	
ETH_00010915	-273.6	0	8.1	
ETH_00010920	9	4.55	1.37	
ETH_00010925	-3.3	0.5	2.23	
ETH_00010930	13.2	6.5	2.78	
ETH_00010935	15.6	8.48	4.52	
ETH_00010940	58.1	10.94	5.08	
ETH_00010945	-2.1	2.42	3.45	
ETH_00010950	-2.7	2.02	3.46	
ETH_00010955	4.2	7.65	5.56	
ETH_00010960	4.1	3.6	1.56	
ETH_00010965	-1.1	4.92	5.03	
ETH_00010970	8.2	3.11	0.07	
ETH_00010975	11.8	3.7	0.14	
ETH_00010980	-2.6	5.58	6.96	
ETH_00010985	-1.5	5.8	6.41	
ETH_00010990	7.2	6.11	3.27	
ETH_00011015	3.4	3.51	1.73	
ETH_00011020	4.1	6.27	4.23	
ETH_00011025	14.1	7.66	3.83	
ETH_00011030	18.4	5.95	1.75	
ETH_00011035	-33.1	3.84	8.89	
ETH_00011040	13.7	3.77	0	
ETH_00011045	3.1	2.58	0.95	
ETH_00011050	80.3	7.54	1.21	
ETH_00011055	35.5	5.37	0.23	
ETH_00011060	16.6	4.97	0.91	
ETH_00011065	4.7	4.45	2.2	
ETH_00011070	2.4	3.63	2.34	
ETH_00011075	-1.3	4.28	4.66	
ETH_00011080	32.3	6.25	1.24	
ETH_00011085	65.2	6.35	0.32	
ETH_00011090	-2.1	1.85	2.93	
ETH_00011095	-8.6	3.37	6.47	
ETH_00011100	-7.1	0.84	3.67	
ETH_00011105	-1.2	0.38	0.67	
ETH_00011110	170.3	9.39	1.98	
ETH_00011115	-2.5	3.02	4.32	
ETH_00011120	-1.4	3.27	3.74	
ETH_00011125	-5.5	3.52	5.98	
ETH_00011130	27.1	5.37	0.61	
ETH_00011135	1.3	3.04	2.7	
ETH_00011140	-1.5	4.21	4.8	
ETH_00011145	13.8	8.26	4.47	
ETH_00011150	-2.7	3.21	4.64	
ETH_00011155	10.5	5.37	1.98	
ETH_00011160	8.3	5.82	2.77	
ETH_00011165	1.2	0.42	0.11	
ETH_00011170	1	6.92	6.91	
ETH_00011175	1.5	3.71	3.15	
ETH_00011180	170.7	11.95	4.53	
ETH_00011185	-19.9	1.66	5.97	
ETH_00011190	2	5.22	4.24	
ETH_00011195	-2.7	3.87	5.3	
ETH_00011200	1.6	4.26	3.63	
ETH_00011205	-23.2	3.46	8	
ETH_00011210	-16.4	3.81	7.84	
ETH_00011215	-43.8	0.06	5.52	
ETH_00011220	-3.4	0.45	2.23	
ETH_00011225	2.6	4.35	2.99	
ETH_00011230	6.4	3.34	0.65	
ETH_00011235	-21.3	0.79	5.2	
ETH_00011240	2.4	7.61	6.33	
ETH_00011245	5.6	7.57	5.08	
ETH_00011250	175.2	7.7	0.25	
ETH_00011255	-1.1	0.76	0.93	
ETH_00011260	6.8	2.94	0.18	
ETH_00011265	1.2	0.33	0.12	
ETH_00011270	-1.8	0.17	0.99	
ETH_00011275	-1	0.33	0.37	
ETH_00011280	9.2	4.96	1.76	
ETH_00011285	-56.6	1.18	7	
ETH_00011290	-109	1.33	8.1	
ETH_00011295	18.9	5.77	1.53	
ETH_00011300	-2.4	4.54	5.78	
ETH_00011305	-1.9	4.56	5.52	
ETH_00011310	-25.9	4.38	9.07	
ETH_00011315	-6	1.83	4.42	
ETH_00011320	-13	1.81	5.52	
ETH_00011325	-6.1	5.35	7.97	
ETH_00011330	3.4	9.35	7.59	
ETH_00011335	-3.3	1.79	3.51	
ETH_00011340	1.6	1.41	0.73	
ETH_00011345	1.4	5.86	5.42	
ETH_00011350	3.4	2.36	0.59	
ETH_00011355	4.4	7.24	5.09	
ETH_00011360	2.4	1.47	0.23	
ETH_00011365	-2.9	1.99	3.51	
ETH_00011370	-10.9	0.22	3.67	
ETH_00011375	-6.7	1.52	4.27	
ETH_00011380	1.1	0.24	0.07	
ETH_00011385	1.2	0.53	0.32	
ETH_00011390	1.2	0.87	0.63	
ETH_00011395	1	0	0	
ETH_00011400	1.4	0.58	0.13	
ETH_00011405	-7.3	0.94	3.82	
ETH_00011410	1	4.33	4.26	
ETH_00011415	2	4.82	3.79	
ETH_00011420	2.5	1.52	0.22	
ETH_00011425	-1.1	0.23	0.37	
ETH_00011430	1.8	3.08	2.22	
ETH_00011435	4	3.44	1.45	
ETH_00011440	-5.6	0.7	3.18	
ETH_00011445	17.4	7.09	2.97	
ETH_00011450	3.9	2.23	0.26	
ETH_00011455	-7.3	1.02	3.89	
ETH_00011460	19.3	6.21	1.95	
ETH_00011465	1.3	1.54	1.16	
ETH_00011470	1.2	1.99	1.72	
ETH_00011475	-5.6	0.76	3.26	
ETH_00011480	-14.4	2.69	6.54	
ETH_00011485	-9.4	2.57	5.81	
ETH_00011490	-70.3	0.15	6.29	
ETH_00011495	3.8	2.28	0.33	
ETH_00011500	3.4	4.26	2.49	
ETH_00011505	-2.4	0.86	2.11	
ETH_00011510	-2.4	1.33	2.57	
ETH_00011515	-176.6	0.77	8.23	
ETH_00011520	2.4	4	2.73	
ETH_00011525	2.7	5.07	3.66	
ETH_00011530	40.2	6.12	0.79	
ETH_00011535	13.7	4.36	0.58	
ETH_00011540	2.3	1.58	0.37	
ETH_00011545	-5.4	1.23	3.67	
ETH_00011550	-2.6	1.22	2.62	
ETH_00011555	-3.2	2.23	3.91	
ETH_00011560	3.9	7.67	5.72	
ETH_00011565	-23.8	1.52	6.09	
ETH_00011570	4.1	2.81	0.77	
ETH_00011575	-1.1	0.05	0.17	
ETH_00011580	-1.1	0.05	0.24	
ETH_00011600	56.6	6.71	0.88	
ETH_00011605	8.6	5.99	2.88	
ETH_00011610	1	6.26	6.22	
ETH_00011615	-4.6	2.06	4.28	
ETH_00011620	1.3	5.02	4.66	
ETH_00011625	-16	2.83	6.83	
ETH_00011630	-5.6	4.62	7.1	
ETH_00011635	20.6	8.6	4.24	
ETH_00011640	167.4	8.05	0.66	
ETH_00011645	-7.6	3.92	6.85	
ETH_00011650	7.6	2.92	0	
ETH_00011680	-8.7	1.09	4.21	
ETH_00011710	2.3	5.89	4.67	
ETH_00011715	-6.2	2.65	5.28	
ETH_00011720	-10.8	2.33	5.77	
ETH_00011725	3.1	6.13	4.5	
ETH_00011730	-988.1	0.18	10.13	
ETH_00011735	-1.3	5.18	5.56	
ETH_00011740	-174	1.43	8.87	
ETH_00011745	-1.2	5.45	5.76	
ETH_00011750	30.3	6.1	1.18	
ETH_00011755	42.7	6.5	1.09	
ETH_00011760	1	0	0	
ETH_00011765	4.3	2.23	0.12	
ETH_00011770	3.2	2.14	0.46	
ETH_00011775	1.7	5.51	4.71	
ETH_00011780	-1.3	0	0.37	
ETH_00011785	1	0	0	
ETH_00011790	-16.6	2.4	6.45	
ETH_00011795	32.1	6.27	1.27	
ETH_00011800	1.2	0.94	0.7	
ETH_00011805	-64.2	0.11	6.11	
ETH_00011810	4.9	5.55	3.24	
ETH_00011815	1.5	0.54	0	
ETH_00011820	6.6	5.78	3.04	
ETH_00011825	-2.5	5.58	6.87	
ETH_00011830	38	10.96	5.71	
ETH_00011835	4.1	7.85	5.81	
ETH_00011840	3.2	4.54	2.87	
ETH_00011845	-1.9	4.88	5.78	
ETH_00011850	-1.1	0.34	0.45	
ETH_00011855	-1.1	1.76	1.85	
ETH_00011860	-31.2	1.79	6.75	
ETH_00011865	1.9	10.63	9.68	
ETH_00011870	3.2	5.57	3.87	
ETH_00011875	16.2	10.89	6.87	
ETH_00011880	3.8	5.44	3.51	
ETH_00011885	3.1	7.52	5.89	
ETH_00011890	2.5	7.23	5.92	
ETH_00011895	1.1	6.06	5.93	
ETH_00011900	1.4	6.68	6.23	
ETH_00011905	2.9	5.82	4.29	
ETH_00011910	1.5	1.99	1.38	
ETH_00011915	-448.1	0.64	9.45	
ETH_00011920	12.5	5.12	1.48	
ETH_00011925	-2.7	5.14	6.58	
ETH_00011930	-10.6	3.85	7.26	
ETH_00011935	-5.7	2.43	4.93	
ETH_00011940	1.1	9.16	9	
ETH_00011945	77.7	7.46	1.18	
ETH_00011950	7.6	5.65	2.72	
ETH_00011955	-1	5.74	5.78	
ETH_00011960	-1.1	0.72	0.9	
ETH_00011965	18.2	5.98	1.79	
ETH_00011970	19.6	7.11	2.82	
ETH_00011975	-4	4.95	6.95	
ETH_00011980	-1.8	3.12	3.93	
ETH_00011985	1.5	6.35	5.79	
ETH_00011990	1.5	5.78	5.15	
ETH_00011995	-12.3	1.99	5.62	
ETH_00012000	4.1	4.42	2.39	
ETH_00012005	2.6	1.5	0.12	
ETH_00012010	3.2	2.25	0.58	
ETH_00012015	-4.7	5.78	8	
ETH_00012020	-1.8	5.04	5.9	
ETH_00012025	-1.8	1.08	1.9	
ETH_00012030	1.4	2.48	2.01	
ETH_00012035	2.7	10.82	9.37	
ETH_00012040	-3.2	2.59	4.25	
ETH_00012045	-1.2	4.38	4.64	
ETH_00012050	44.2	5.73	0.26	
ETH_00012055	8.1	5.18	2.16	
ETH_00012060	-5.1	4.03	6.38	
ETH_00012065	-20.8	3.05	7.43	
ETH_00012070	1.6	7.22	6.52	
ETH_00012075	1.6	5.07	4.42	
ETH_00012080	1	3.34	3.34	
ETH_00012085	-3.8	2.76	4.7	
ETH_00012090	-2.9	0.22	1.77	
ETH_00012095	-2.4	6.13	7.39	
ETH_00012100	64.3	6.86	0.85	
ETH_00012105	-6	0.12	2.69	
ETH_00012110	-1.4	3.74	4.27	
ETH_00012115	3	5.85	4.24	
ETH_00012120	16.9	4.62	0.54	
ETH_00012125	42.3	5.59	0.19	
ETH_00012130	2.4	1.81	0.57	
ETH_00012135	17	4.96	0.87	
ETH_00012140	-35.3	0.23	5.37	
ETH_00012145	1	0	0	
ETH_00012150	-3.1	4.07	5.68	
ETH_00012200	96.4	7.06	0.47	
ETH_00012205	49.7	7.19	1.56	
ETH_00012210	45.8	6.88	1.37	
ETH_00012215	7.7	4.9	1.95	
ETH_00012220	-6.7	0.66	3.41	
ETH_00012225	-18	0.11	4.28	
ETH_00012230	-1.1	0	0.15	
ETH_00012235	-341.1	0.13	8.54	
ETH_00012240	5.2	6.14	3.77	
ETH_00012245	-6.2	4.32	6.96	
ETH_00012250	3.8	5.51	3.6	
ETH_00012255	-4.4	0	2.13	
ETH_00012260	-61.2	1.05	6.99	
ETH_00012265	1330.1	10.92	0.54	
ETH_00012270	2.4	1.23	0	
ETH_00012275	3.1	5.24	3.6	
ETH_00012280	2	5.02	3.99	
ETH_00012285	2.7	7.63	6.18	
ETH_00012290	45.3	6.29	0.79	
ETH_00012295	-4.1	1.72	3.74	
ETH_00012300	-1.3	5.79	6.16	
ETH_00012305	1	0.98	0.92	
ETH_00012310	-4.5	4.01	6.16	
ETH_00012315	-10.2	4.4	7.75	
ETH_00012320	-5.2	5.09	7.47	
ETH_00012325	1.2	3.38	3.16	
ETH_00012330	-2.1	1.45	2.54	
ETH_00012335	1.7	4.74	3.96	
ETH_00012340	-1	0.49	0.51	
ETH_00012345	21.7	5.92	1.47	
ETH_00012350	-24.4	1.33	5.93	
ETH_00012355	-16.2	1.98	6	
ETH_00012360	-2.7	1.89	3.35	
ETH_00012365	-3.5	3.07	4.88	
ETH_00012370	-5.2	0.05	2.42	
ETH_00012375	-18.9	0.5	4.74	
ETH_00012380	4	7.75	5.76	
ETH_00012385	-30.5	1.66	6.59	
ETH_00012390	3.7	4.29	2.4	
ETH_00012395	151.7	7.31	0.07	
ETH_00012400	-8.4	5.4	8.47	
ETH_00012405	29.4	5.32	0.45	
ETH_00012410	-1.6	0.3	0.98	
ETH_00012415	-1.1	0.3	0.47	
ETH_00012420	9.6	6.33	3.07	
ETH_00012425	5.1	2.55	0.19	
ETH_00012430	4.3	2.46	0.35	
ETH_00012435	5.9	3.46	0.89	
ETH_00012440	-1.4	10.28	10.72	
ETH_00012445	5.5	3	0.53	
ETH_00012450	-2.9	0.73	2.27	
ETH_00012455	-1.4	1.83	2.29	
ETH_00012460	1.1	2.22	2.1	
ETH_00012465	-25.3	0.22	4.88	
ETH_00012470	-1337.7	1.15	11.53	
ETH_00012475	6	7.05	4.47	
ETH_00012480	158.7	7.83	0.52	
ETH_00012485	6	2.78	0.19	
ETH_00012490	-2	0.56	1.59	
ETH_00012495	1.4	1.39	0.88	
ETH_00012500	-42.4	0.98	6.38	
ETH_00012505	5.7	9.11	6.61	
ETH_00012510	7	3.99	1.17	
ETH_00012515	4.2	6.64	4.58	
ETH_00012520	2	6.14	5.18	
ETH_00012525	-3.7	1.99	3.89	
ETH_00012530	9.1	11.04	7.85	
ETH_00012535	5.2	3	0.61	
ETH_00012540	-1	7.37	7.4	
ETH_00012545	-79.2	1.75	8.06	
ETH_00012550	-112.5	1.28	8.09	
ETH_00012555	-100.8	1.75	8.41	
ETH_00012560	19.1	11.55	7.29	
ETH_00012565	1.1	3.91	3.78	
ETH_00012570	-1	1.93	1.98	
ETH_00012575	11.4	4.59	1.07	
ETH_00012580	13.2	4.39	0.66	
ETH_00012585	-3.4	2.23	4.01	
ETH_00012590	-5.7	2.11	4.62	
ETH_00012595	-6.7	1.37	4.12	
ETH_00012600	-26.3	1.26	5.98	
ETH_00012605	-13.5	1.61	5.37	
ETH_00012610	1.1	1.3	1.22	
ETH_00012615	-62.9	1.87	7.85	
ETH_00012620	4	2.45	0.46	
ETH_00012625	2.4	6.96	5.67	
ETH_00012630	2.8	7.49	5.98	
ETH_00012635	-8.4	0.26	3.33	
ETH_00012640	36	5.59	0.42	
ETH_00012645	-8.8	2.99	6.12	
ETH_00012650	4.9	4.43	2.13	
ETH_00012655	-3.9	1.3	3.27	
ETH_00012660	6.3	3.01	0.36	
ETH_00012665	24.1	5.45	0.86	
ETH_00012670	16	4.91	0.91	
ETH_00012675	-1.5	0.83	1.44	
ETH_00012680	1.1	5.53	5.34	
ETH_00012685	164.8	7.92	0.55	
ETH_00012690	4.8	3.32	1.05	
ETH_00012695	-6	2.07	4.65	
ETH_00012700	-4.6	2.06	4.25	
ETH_00012705	-79.4	0.51	6.83	
ETH_00012710	2.5	6.56	5.22	
ETH_00012715	6.4	3.59	0.91	
ETH_00012720	10.1	4.36	1.03	
ETH_00012725	-2.6	6.81	8.21	
ETH_00012730	33.9	5.83	0.75	
ETH_00012735	-8.8	3.11	6.26	
ETH_00012740	-1.2	7.48	7.71	
ETH_00012745	1.5	5.47	4.84	
ETH_00012750	-1.1	2.25	2.33	
ETH_00012755	-15.8	1.14	5.12	
ETH_00012760	-14.1	5.31	9.13	
ETH_00012765	-12.2	0	3.61	
