[Gene ID]	[Fold Change]	[Chosen Comp (log2)]	[Chosen Ref (log2)]	
ETH_00003395	3.2	5.46	3.79	
ETH_00003400	1.4	4.72	4.25	
ETH_00003405	1.2	0.38	0.06	
ETH_00003410	10	3.42	0.09	
ETH_00003415	15.5	4	0.05	
ETH_00003420	24.7	7.79	3.17	
ETH_00003425	-26.6	0	4.74	
ETH_00003430	-4.1	4.72	6.75	
ETH_00003435	2.9	6.22	4.7	
ETH_00003440	-1.2	2.98	3.21	
ETH_00003445	-1.3	4.25	4.6	
ETH_00003450	-1	4.83	4.88	
ETH_00003455	1	0	0	
ETH_00003460	1.9	7.18	6.22	
ETH_00003465	370.8	8.8	0.26	
ETH_00003470	42.6	5.55	0.14	
ETH_00003475	-1.3	0.53	0.95	
ETH_00003480	1.2	0.55	0.23	
ETH_00003485	6	3.38	0.8	
ETH_00003490	2.8	2.34	0.86	
ETH_00003495	2.5	2.13	0.82	
ETH_00003500	-1.5	5.41	6.03	
ETH_00003505	25.5	6.42	1.74	
ETH_00003510	2.3	4.13	2.96	
ETH_00003515	2.7	1.5	0.07	
ETH_00003520	-558.4	0.61	9.73	
ETH_00003525	1.3	3.39	3.04	
ETH_00003530	-1.6	3.95	4.61	
ETH_00003535	-1.1	4.22	4.4	
ETH_00003540	-2.1	4.58	5.65	
ETH_00003545	-1	0.82	0.83	
ETH_00003550	90.4	11.09	4.6	
ETH_00003555	36.3	7.33	2.15	
ETH_00003560	90.3	6.5	0	
ETH_00003565	318.1	9.09	0.78	
ETH_00003570	-1.4	7.19	7.72	
ETH_00003575	7.8	6.83	3.86	
ETH_00003580	-21.6	1.46	5.89	
ETH_00003585	9.1	6.24	3.04	
ETH_00003590	-1.2	5.35	5.63	
ETH_00003595	-1.8	0	0.89	
ETH_00003600	1	4.65	4.64	
ETH_00003605	1	1.45	1.38	
ETH_00003610	5.3	6.3	3.88	
ETH_00003615	-1	5.11	5.12	
ETH_00003620	18.9	5.03	0.79	
ETH_00003625	12.3	4.75	1.13	
ETH_00003630	-13	0.56	4.26	
ETH_00003635	-1.4	1.68	2.14	
ETH_00003640	1.2	1.2	0.89	
ETH_00003645	-6.3	3.97	6.63	
ETH_00003650	8.9	6.27	3.11	
ETH_00003655	3.9	5.96	4.01	
ETH_00003660	3.8	3.18	1.27	
ETH_00003665	8.5	4.9	1.82	
ETH_00003670	-1.5	3.74	4.31	
ETH_00003675	-3.2	3.02	4.69	
ETH_00003680	-18.5	1.79	6.01	
ETH_00003685	-9.9	3.71	7.02	
ETH_00003690	-1.5	4.72	5.32	
ETH_00003695	-14.3	2.07	5.91	
ETH_00003700	-1.1	2.57	2.73	
ETH_00003705	1.2	1.92	1.65	
ETH_00003710	1.1	0.17	0	
ETH_00003715	1.1	0.15	0	
ETH_00003720	3.1	4.16	2.52	
ETH_00003725	-1.3	3.89	4.21	
ETH_00003730	33.6	5.92	0.85	
ETH_00003735	1	2.66	2.63	
ETH_00003740	-6.5	2.42	5.12	
ETH_00003745	5.4	2.56	0.12	
ETH_00003750	8.2	3.64	0.6	
ETH_00003755	477.6	9.05	0.15	
ETH_00003760	2.7	3.85	2.44	
ETH_00003765	-1.1	4.61	4.76	
ETH_00003770	4.8	3.14	0.87	
ETH_00003775	-66.1	0.99	7.04	
ETH_00003780	-27.7	2.14	6.93	
ETH_00003785	2.3	4.88	3.69	
ETH_00003790	3.1	6.09	4.48	
ETH_00003795	1.3	1.73	1.34	
ETH_00003800	1.3	2.07	1.75	
ETH_00003805	-3.2	1.59	3.27	
ETH_00003810	1.2	4.77	4.46	
ETH_00003815	-1.5	3.61	4.2	
ETH_00003820	-2	5.53	6.52	
ETH_00003825	22.8	4.89	0.38	
ETH_00003830	33.1	5.65	0.6	
ETH_00003835	2.7	2.62	1.19	
ETH_00003840	4.8	3.15	0.89	
ETH_00003845	5.1	3.31	0.97	
ETH_00003850	4.2	2.41	0.35	
ETH_00003855	12.3	3.97	0.36	
ETH_00003860	9.4	4.04	0.8	
ETH_00003865	13.4	5.1	1.35	
ETH_00003895	1.2	0.28	0.04	
ETH_00003900	-63.4	0.47	6.46	
ETH_00003905	1	5.38	5.33	
ETH_00003910	82.5	6.6	0.24	
ETH_00003915	11.3	6.02	2.53	
ETH_00003920	-1.2	1.86	2.08	
ETH_00003925	2.2	1.31	0.19	
ETH_00003930	3	1.8	0.22	
ETH_00003935	7.1	2.86	0.04	
ETH_00003940	-55.3	1.14	6.93	
ETH_00003945	8.2	3.93	0.9	
ETH_00003950	4.1	4.36	2.33	
ETH_00003955	-1.3	4.19	4.55	
ETH_00003960	-2.6	1.83	3.18	
ETH_00003965	9.5	3.96	0.71	
ETH_00003970	3.3	2.19	0.48	
ETH_00003975	59	6.02	0.14	
ETH_00003980	-2.1	5.11	6.17	
ETH_00003985	15.1	5.96	2.04	
ETH_00003990	4	2.69	0.71	
ETH_00003995	-20.3	1.06	5.41	
ETH_00004000	2.8	5.57	4.11	
ETH_00004005	-14.9	0.74	4.64	
ETH_00004010	-1.1	1.25	1.44	
ETH_00004015	1.6	1.75	1.06	
ETH_00004020	2	7.38	6.35	
ETH_00004025	1	0	0	
ETH_00004030	1	0	0	
ETH_00004035	-2	4.48	5.48	
ETH_00004040	-14.1	3.43	7.25	
ETH_00004045	434	8.97	0.21	
ETH_00004050	8.6	6.35	3.24	
ETH_00004055	-55.8	1.57	7.37	
ETH_00004060	-67.6	0.71	6.79	
ETH_00004065	-139.9	0	7.13	
ETH_00004070	38.5	6.62	1.36	
ETH_00004075	-6.1	3.94	6.55	
ETH_00004080	-3.1	1.6	3.23	
ETH_00004085	-2.8	0.2	1.67	
ETH_00004090	-8.3	1.82	4.87	
ETH_00004095	1.8	3.37	2.49	
ETH_00004100	14.4	4.52	0.67	
ETH_00004105	39	5.78	0.5	
ETH_00004110	2.3	4.2	3.01	
ETH_00004115	4.4	6.1	3.96	
ETH_00004120	8.9	4.8	1.65	
ETH_00004125	13	4.37	0.67	
ETH_00004130	1.8	2.76	1.94	
ETH_00004135	1.1	4.33	4.13	
ETH_00004140	-242.3	0.19	8.12	
ETH_00004145	2	6.5	5.5	
ETH_00004150	-7.8	5.39	8.36	
ETH_00004155	-21.2	2.45	6.86	
ETH_00004160	-8.1	3.59	6.61	
ETH_00004165	-5.5	6.25	8.7	
ETH_00004170	1.7	3.44	2.67	
ETH_00004175	1.1	0.17	0.09	
ETH_00004180	-312.7	0.67	8.96	
ETH_00004185	-47.4	1.59	7.16	
ETH_00004190	-1.4	1.02	1.53	
ETH_00004195	-7.6	5.76	8.69	
ETH_00004200	2	5.16	4.16	
ETH_00004205	3	3.63	2.04	
ETH_00004210	-6.8	4.8	7.57	
ETH_00004215	-1.2	0	0.26	
ETH_00004220	-2.6	0	1.39	
ETH_00004225	-499.6	0	8.96	
ETH_00004230	-11.7	2.45	5.99	
ETH_00004235	-4.4	0	2.14	
ETH_00004240	1.2	0.2	0	
ETH_00004245	3.9	3.91	1.96	
ETH_00004250	3.3	5.03	3.28	
ETH_00004255	3	5.02	3.42	
ETH_00004260	5.4	7.81	5.37	
ETH_00004265	9.8	6.86	3.58	
ETH_00004270	-9	2.84	6	
ETH_00004275	-15.8	1.07	5.06	
ETH_00004280	-45.9	1.83	7.36	
ETH_00004285	-56.7	1.01	6.84	
ETH_00004290	6.3	7.9	5.25	
ETH_00004295	8.9	5.87	2.72	
ETH_00004300	-132.8	0.8	7.85	
ETH_00004305	-2.8	5.23	6.74	
ETH_00004310	-1.3	6.32	6.67	
ETH_00004315	-11.8	0.52	4.08	
ETH_00004320	1.4	0.65	0.12	
ETH_00004325	23.9	5.69	1.11	
ETH_00004330	-19.5	2.38	6.66	
ETH_00004335	8.5	6.51	3.42	
ETH_00004340	-2	4.74	5.76	
ETH_00004345	13.2	5.5	1.78	
ETH_00004350	7.9	4.53	1.54	
ETH_00004355	17.8	6.67	2.52	
ETH_00004360	2.4	5.42	4.16	
ETH_00004365	-18.7	0.82	5.05	
ETH_00004370	-20.1	0.76	5.09	
ETH_00004375	3.1	4.91	3.28	
ETH_00004380	1.6	5.65	4.99	
ETH_00004385	3.7	5.44	3.56	
ETH_00004390	-10.5	0.84	4.23	
ETH_00004395	-4.9	1.58	3.88	
ETH_00004400	1	0.22	0.2	
ETH_00004405	1.5	6.58	6.03	
ETH_00004410	21	5.08	0.69	
ETH_00004415	-3.1	4.35	5.99	
ETH_00004420	9.4	5.82	2.58	
ETH_00004425	1.6	4.23	3.57	
ETH_00004430	-55.2	0	5.79	
ETH_00004435	-1.7	0.49	1.27	
ETH_00004440	1	3.34	3.28	
ETH_00004445	2.2	3.51	2.35	
ETH_00004450	2.6	3.79	2.39	
ETH_00004455	33.9	5.24	0.16	
ETH_00004460	2.4	6.64	5.36	
ETH_00004465	-3.4	3.72	5.49	
ETH_00004470	-1	3.41	3.43	
ETH_00004475	-38.7	2.16	7.43	
ETH_00004480	-1.9	5.15	6.11	
ETH_00004485	-14	1.68	5.49	
ETH_00004490	2.1	3.19	2.1	
ETH_00004495	-9.9	0.59	3.89	
ETH_00004500	14.2	4.78	0.96	
ETH_00004505	5.5	4.99	2.53	
ETH_00004510	3.2	2.23	0.53	
ETH_00004515	2.1	4.96	3.88	
ETH_00004520	-21.4	0.68	5.1	
ETH_00004525	-1.5	0	0.6	
ETH_00004530	-5	2.03	4.36	
ETH_00004535	-6.1	1.24	3.86	
ETH_00004540	3.3	2.11	0.37	
ETH_00004545	-2.8	3.94	5.43	
ETH_00004550	1.2	6.01	5.78	
ETH_00004555	7.3	6.47	3.6	
ETH_00004560	-16.9	0.72	4.8	
ETH_00004565	19	4.4	0.15	
ETH_00004570	-25	1.52	6.16	
ETH_00004575	66.9	12.28	6.21	
ETH_00004580	69.1	8.47	2.36	
ETH_00004585	-14.6	2.39	6.25	
ETH_00004590	9.3	5.08	1.86	
ETH_00004595	50.1	6.21	0.56	
ETH_00004600	-2.3	0	1.19	
ETH_00004605	-1.2	0	0.32	
ETH_00004610	-2.8	0	1.49	
ETH_00004615	-1.1	0	0.14	
ETH_00004620	-2.1	0.06	1.15	
ETH_00004625	27.7	4.94	0.15	
ETH_00004630	-3.3	0.92	2.66	
ETH_00004635	1.1	3.81	3.66	
ETH_00004640	-2.2	0.15	1.28	
ETH_00004645	-8	0.73	3.73	
ETH_00004650	-29.9	3.75	8.65	
ETH_00004655	32	5.87	0.87	
ETH_00004660	-1.2	1.39	1.61	
ETH_00004665	2.9	1.86	0.32	
ETH_00004670	2.2	4.12	2.96	
ETH_00004675	-1.2	0.35	0.64	
ETH_00004680	-67.9	0.58	6.66	
ETH_00004685	7.8	4.99	2.03	
ETH_00004690	-1.3	4.07	4.4	
ETH_00004695	-1.1	0.22	0.38	
ETH_00004700	1	0.46	0.39	
ETH_00004705	-1.5	0.07	0.61	
ETH_00004710	17.6	8.21	4.08	
ETH_00004715	21.1	5.11	0.71	
ETH_00004720	4.9	2.58	0.29	
ETH_00004725	-2.5	5.21	6.54	
ETH_00004730	-1.7	1.65	2.38	
ETH_00004735	-1.8	0.95	1.81	
ETH_00004740	-1.6	0.78	1.45	
ETH_00004745	-26	0.02	4.72	
ETH_00004750	-1	0	0.02	
ETH_00004755	15	5.63	1.73	
ETH_00004760	2.3	1.33	0.12	
ETH_00004765	4.1	2.25	0.2	
ETH_00004770	4	2.15	0.13	
ETH_00004775	1.6	0.86	0.22	
ETH_00004780	1.4	3.06	2.6	
ETH_00004785	1.5	6.27	5.7	
ETH_00004790	8.6	5.24	2.14	
ETH_00004795	-1.1	6.45	6.58	
ETH_00004800	-16.8	6.7	10.77	
ETH_00004805	1	0	0	
ETH_00004810	1	0	0	
ETH_00004815	-1	0	0.04	
ETH_00004820	1	0	0	
ETH_00004825	1	0	0	
ETH_00004830	1	0	0	
ETH_00004835	-1.2	0	0.22	
ETH_00004840	-1	0.04	0.06	
ETH_00004845	-4.2	0	2.06	
ETH_00004850	-2.5	0.13	1.42	
ETH_00004855	-2.8	0.78	2.28	
ETH_00004860	393.6	8.65	0.03	
ETH_00004865	3.3	2.24	0.5	
ETH_00004870	-8.4	4.03	7.1	
ETH_00004875	-1.9	3.42	4.33	
ETH_00004880	11	7.31	3.85	
ETH_00004885	-2.3	2.41	3.61	
ETH_00004890	2.1	3.79	2.71	
ETH_00004895	3.1	4.12	2.47	
ETH_00004900	11.3	5.26	1.76	
ETH_00004905	-281.4	2.71	10.85	
ETH_00004910	-1.4	2.75	3.26	
ETH_00004915	44	9.09	3.63	
ETH_00004920	-1.3	5.26	5.63	
ETH_00004925	9.8	3.42	0.13	
ETH_00004930	15.3	3.94	0	
ETH_00004935	14.5	5.38	1.53	
ETH_00004940	-21.1	3.96	8.36	
ETH_00004945	-8.8	1.85	4.99	
ETH_00004950	103.5	7.32	0.62	
ETH_00004955	82.3	6.85	0.49	
ETH_00004960	15.7	5.31	1.33	
ETH_00004965	-17.5	2.9	7.03	
ETH_00004970	-2.1	4.86	5.91	
ETH_00004975	53.4	6.22	0.48	
ETH_00004980	4.5	5.5	3.33	
ETH_00004985	-7.9	3.53	6.51	
ETH_00004990	-7.7	3.65	6.6	
ETH_00004995	-12.8	1.79	5.46	
ETH_00005000	-1.4	2.89	3.38	
ETH_00005005	2.1	4.07	3.01	
ETH_00005010	2	4.34	3.35	
ETH_00005015	-7.7	3.83	6.78	
ETH_00005020	59.2	8.99	3.1	
ETH_00005025	2.4	1.41	0.17	
ETH_00005030	-3.8	0.79	2.72	
ETH_00005035	-247.6	0.43	8.38	
ETH_00005040	5.9	4.52	1.96	
ETH_00005045	13.2	5.6	1.88	
ETH_00005050	-1.8	0.15	1.03	
ETH_00005055	-2.5	1.22	2.54	
ETH_00005060	1.4	4.7	4.2	
ETH_00005065	2.9	6.19	4.66	
ETH_00005070	1.2	4.35	4.12	
ETH_00005075	207	10.74	3.04	
ETH_00005080	-7.1	4.38	7.2	
ETH_00005085	1.9	4.68	3.78	
ETH_00005090	6.6	5.28	2.56	
ETH_00005095	-3.4	2.05	3.8	
ETH_00005100	-1.9	5.47	6.4	
ETH_00005105	3.2	5.81	4.12	
ETH_00005110	8.6	7.38	4.28	
ETH_00005115	2.2	6.69	5.57	
ETH_00005120	123.1	7.52	0.58	
ETH_00005125	8.2	6.84	3.79	
ETH_00005130	7.6	7.89	4.97	
ETH_00005135	-2	4.88	5.88	
ETH_00005140	-1.3	3.27	3.59	
ETH_00005145	4.8	3.3	1.05	
ETH_00005150	-8.4	2.68	5.75	
ETH_00005155	3	6.54	4.98	
ETH_00005160	-3.7	5.65	7.53	
ETH_00005165	1.3	6.39	6.04	
ETH_00005170	1.1	0.33	0.17	
ETH_00005175	-15.9	2.54	6.53	
ETH_00005180	1.3	5.43	5	
ETH_00005185	-3.5	2.44	4.23	
ETH_00005190	2.1	1.23	0.16	
ETH_00005195	-2.6	5.41	6.8	
ETH_00005200	-3.5	2.73	4.53	
ETH_00005205	-79.4	0.06	6.37	
ETH_00005210	37.2	6.5	1.28	
ETH_00005215	-11.8	3.15	6.7	
ETH_00005220	20.7	5.24	0.87	
ETH_00005225	-5.5	2.24	4.71	
ETH_00005230	-18.1	1.2	5.38	
ETH_00005235	3	2.12	0.52	
ETH_00005240	10.6	7.68	4.27	
ETH_00005245	2.9	3.14	1.59	
ETH_00005250	5.6	3.83	1.36	
ETH_00005255	1.6	6.65	5.95	
ETH_00005260	-2.5	3.48	4.78	
ETH_00005265	4.5	5.21	3.04	
ETH_00005270	22.4	7.49	3	
ETH_00005275	-4.3	3.86	5.98	
ETH_00005280	-224.3	0.59	8.4	
ETH_00005285	-15.1	0.55	4.47	
ETH_00005290	-16.9	0.63	4.71	
ETH_00005295	-7	1.54	4.34	
ETH_00005300	4.3	7.43	5.31	
ETH_00005305	1.3	3.86	3.49	
ETH_00005310	-614	0.69	9.95	
ETH_00005315	-7.8	2.85	5.82	
ETH_00005320	5	4.86	2.54	
ETH_00005325	1.6	2.43	1.79	
ETH_00005330	-1.8	4.35	5.16	
ETH_00005335	-2	0.95	1.99	
ETH_00005340	29.2	7.1	2.23	
ETH_00005345	-3.7	2.9	4.79	
ETH_00005350	-1.6	1.07	1.79	
ETH_00005355	-3.8	3.05	4.98	
ETH_00005360	-3	4.01	5.6	
ETH_00005365	-5.2	2.06	4.45	
ETH_00005370	-9.7	1.41	4.7	
ETH_00005375	-1.2	1.34	1.63	
ETH_00005380	-187	2.7	10.25	
ETH_00005385	3.7	5.94	4.05	
ETH_00005390	1.1	5.19	5.05	
ETH_00005395	-2.5	7.93	9.28	
ETH_00005400	55	7.55	1.77	
ETH_00005405	-1	0.94	0.97	
ETH_00005410	-3	0.85	2.42	
ETH_00005415	1.7	1.02	0.28	
ETH_00005420	-6	4.14	6.72	
ETH_00005425	1.8	5.23	4.4	
ETH_00005430	-1.1	4.68	4.87	
ETH_00005435	-3.3	1.02	2.74	
ETH_00005440	-1.1	0	0.2	
ETH_00005445	39.2	5.41	0.12	
ETH_00005450	-1	2	2.03	
ETH_00005455	2	5.84	4.87	
ETH_00005460	-220.8	0.53	8.32	
ETH_00005465	4.2	3.24	1.17	
ETH_00005470	-11.3	3.33	6.82	
ETH_00005475	10.4	3.52	0.14	
ETH_00005480	1.8	0.84	0	
ETH_00005485	1.6	0.67	0	
ETH_00005490	10	3.92	0.6	
ETH_00005495	1.2	0.29	0	
ETH_00005500	1.6	0.78	0.06	
ETH_00005505	2.9	1.54	0	
ETH_00005510	6.2	2.63	0	
ETH_00005515	4.7	5.23	3	
ETH_00005520	26.5	5.61	0.88	
ETH_00005525	14.2	5.81	1.99	
ETH_00005530	-1	4.46	4.49	
ETH_00005535	-10.7	0.27	3.68	
ETH_00005540	-7	0.46	3.27	
ETH_00005545	1.5	5.06	4.47	
ETH_00005550	-1.4	5.06	5.51	
ETH_00005555	3.3	7.9	6.17	
ETH_00005560	1.5	3.9	3.3	
ETH_00005565	2.1	5.3	4.22	
ETH_00005570	1	2.9	2.89	
ETH_00005575	-8.1	0.08	3.09	
ETH_00005580	-1.2	4.95	5.19	
ETH_00005585	-3.8	4.13	6.06	
ETH_00005590	-21.5	2.34	6.77	
ETH_00005595	1.4	0.51	0	
ETH_00005600	-1.5	0.12	0.72	
ETH_00005605	-4.2	4.15	6.21	
ETH_00005610	-9.1	3.23	6.42	
ETH_00005615	-1.2	0.32	0.52	
ETH_00005620	1.3	0.84	0.48	
ETH_00005625	-2.8	0.84	2.35	
ETH_00005630	-17.1	0.46	4.55	
ETH_00005635	-1	3.14	3.2	
ETH_00005640	1	0	0	
ETH_00005645	-1.2	0	0.26	
ETH_00005650	1	0.04	0	
ETH_00005655	1	0	0	
ETH_00005660	1	0	0	
ETH_00005665	1	0	0	
ETH_00005670	1	0	0	
ETH_00005675	1	0	0	
ETH_00005680	-1.1	0	0.1	
ETH_00005685	1	0	0	
ETH_00005690	1	0	0	
ETH_00005695	2.4	5.25	3.98	
ETH_00005700	1.4	0.73	0.2	
ETH_00005705	5.6	5.33	2.84	
ETH_00005710	-130.8	0.67	7.7	
ETH_00005715	68.8	7.8	1.7	
ETH_00005720	-308.5	0.74	9.01	
ETH_00005725	2.8	1.56	0.08	
ETH_00005730	19.7	4.48	0.17	
ETH_00005735	-1.5	1.21	1.83	
ETH_00005740	9.4	5.94	2.71	
ETH_00005745	406.4	8.79	0.12	
ETH_00005750	-2	1.84	2.82	
ETH_00005755	-230.7	1.19	9.04	
ETH_00005760	4.7	5.12	2.88	
ETH_00005765	28.8	5.3	0.46	
ETH_00005770	-47.3	0.33	5.89	
ETH_00005775	-2.6	0	1.39	
ETH_00005780	-3.9	0	1.96	
ETH_00005785	-2	0	1.02	
ETH_00005790	-3.7	0.05	1.94	
ETH_00005795	-578.7	0.37	9.54	
ETH_00005800	4	4.3	2.31	
ETH_00005805	159.8	9.98	2.66	
ETH_00005810	10.1	3.68	0.35	
ETH_00005815	-1.2	0.28	0.5	
ETH_00005820	2.2	1.97	0.83	
ETH_00005825	-18	1.76	5.93	
ETH_00005830	8.6	6	2.89	
ETH_00005835	3.2	3.8	2.15	
ETH_00005840	81.6	7.21	0.86	
ETH_00005845	3.1	5.5	3.86	
ETH_00005850	1	4.26	4.23	
ETH_00005855	32.7	5.27	0.24	
ETH_00005860	9	3.68	0.52	
ETH_00005865	133.9	8.86	1.79	
ETH_00005870	-1.2	4.08	4.35	
ETH_00005875	1.4	0.86	0.38	
ETH_00005880	21.8	4.79	0.35	
ETH_00005885	-9.1	1.25	4.44	
ETH_00005890	47	9.44	3.89	
ETH_00005895	1.1	0.97	0.76	
ETH_00005900	11.1	4.41	0.93	
ETH_00005905	24.4	9.2	4.59	
ETH_00005915	-1.9	6.21	7.17	
ETH_00005920	26.5	6.87	2.14	
ETH_00005925	57.4	6.88	1.03	
ETH_00005930	122.1	7.16	0.23	
ETH_00005935	2.8	4.4	2.91	
ETH_00005940	5.5	4.37	1.91	
ETH_00005945	1.4	5.11	4.59	
ETH_00005950	-1384.4	0.42	10.86	
ETH_00005955	1.9	0.98	0.05	
ETH_00005960	42.5	6.17	0.76	
ETH_00005965	8.5	3.49	0.4	
ETH_00005970	2.1	1.42	0.35	
ETH_00005975	8.4	4.88	1.8	
ETH_00005980	-3.1	4.99	6.63	
ETH_00005985	9.2	3.82	0.63	
ETH_00005990	-1.4	0.06	0.56	
ETH_00005995	53.6	8.78	3.03	
ETH_00006000	-2.7	2.19	3.63	
ETH_00006005	3.6	4.99	3.16	
ETH_00006010	-115.4	1.91	8.76	
ETH_00006015	-68.5	0.13	6.23	
ETH_00006020	-877.4	1.41	11.19	
ETH_00006025	-50.2	0.95	6.6	
ETH_00006030	4.3	4.13	2.04	
ETH_00006035	1.5	2.78	2.19	
ETH_00006040	3.5	3.61	1.82	
ETH_00006045	1.5	4.52	3.92	
ETH_00006050	-67.8	0.56	6.65	
ETH_00006055	214	9.48	1.74	
ETH_00006060	2	5.62	4.61	
ETH_00006065	-17.7	1.47	5.62	
ETH_00006070	-1.1	1.24	1.34	
ETH_00006075	-3590.6	0.23	12.04	
ETH_00006080	-2.3	1.7	2.88	
ETH_00006085	-1.8	3.61	4.45	
ETH_00006090	-10.5	2.64	6.03	
ETH_00006095	18.8	5.97	1.74	
ETH_00006100	2.2	6.4	5.24	
ETH_00006105	18.4	5.76	1.55	
ETH_00006110	-1.1	7.14	7.3	
ETH_00006115	3.5	3.4	1.58	
ETH_00006120	2.4	3.68	2.42	
ETH_00006125	2.4	7.36	6.1	
ETH_00006130	-54.4	2.93	8.69	
ETH_00006135	-20.8	2.23	6.61	
ETH_00006140	-5.3	1.93	4.34	
ETH_00006145	-3.7	0.77	2.67	
ETH_00006150	3	5.67	4.08	
ETH_00006155	2.1	5.77	4.71	
ETH_00006160	-481.4	0.57	9.48	
ETH_00006165	-55.4	0.64	6.44	
ETH_00006170	-3.3	0.6	2.33	
ETH_00006175	-3.5	0.62	2.42	
ETH_00006180	-1.8	0.55	1.42	
ETH_00006185	-8	1.59	4.6	
ETH_00006190	2.5	5.59	4.24	
ETH_00006195	-3.5	4.28	6.07	
ETH_00006200	1.4	2.94	2.5	
ETH_00006205	2.8	5.29	3.83	
ETH_00006210	-5.6	6.25	8.74	
ETH_00006215	-1.9	4.11	5.04	
ETH_00006220	-14.2	1.4	5.23	
ETH_00006225	-58.5	0.36	6.23	
ETH_00006230	-2816.4	0.81	12.27	
ETH_00006235	-26.9	2.21	6.96	
ETH_00006240	1	3.01	2.97	
ETH_00006245	-12	0.61	4.19	
ETH_00006250	-1.1	0	0.12	
ETH_00006255	-1.1	1	1.19	
ETH_00006260	-25.8	2.35	7.04	
ETH_00006265	64.9	7.5	1.48	
ETH_00006270	9.3	5.29	2.07	
ETH_00006275	-26.4	1.13	5.85	
ETH_00006280	11.4	3.93	0.42	
ETH_00006285	25.1	5.23	0.58	
ETH_00006290	39.3	5.85	0.56	
ETH_00006295	37	5.77	0.56	
ETH_00006300	1.2	0.9	0.6	
ETH_00006305	4.2	2.5	0.42	
ETH_00006310	-1.2	1.84	2.12	
ETH_00006315	-35.7	2.4	7.55	
ETH_00006320	-137.7	0.39	7.5	
ETH_00006325	4.2	3.75	1.69	
ETH_00006330	4.9	2.28	0	
ETH_00006335	1.3	6.44	6.02	
ETH_00006340	1.1	0.31	0.22	
ETH_00006345	56.1	5.96	0.15	
ETH_00006350	-3	2.23	3.83	
ETH_00006355	1	0	0	
ETH_00006370	-2.7	1.73	3.15	
ETH_00006375	-17.5	5.68	9.81	
ETH_00006380	-21.3	3.8	8.21	
ETH_00006385	-17.1	2.02	6.12	
ETH_00006390	10.9	5.07	1.62	
ETH_00006395	-28.3	0.53	5.35	
ETH_00006400	-25.1	0.19	4.84	
ETH_00006405	-4.8	2.77	5.04	
ETH_00006410	-5.5	0.26	2.72	
ETH_00006415	1.5	4.99	4.4	
ETH_00006420	2.6	3.28	1.93	
ETH_00006425	17.3	4.47	0.36	
ETH_00006430	14.4	3.95	0.1	
ETH_00006435	10.1	4.57	1.23	
ETH_00006440	-2.2	6.8	7.94	
ETH_00006445	-16.8	1.23	5.3	
ETH_00006450	-32	0.55	5.56	
ETH_00006455	1.2	0.37	0.11	
ETH_00006460	-47.6	0.39	5.96	
ETH_00006465	-1.7	2.37	3.13	
ETH_00006470	-4.7	3.5	5.73	
ETH_00006475	-1	0	0.06	
ETH_00006480	-1.5	0.74	1.34	
ETH_00006485	-3.6	1.19	3.03	
ETH_00006490	3.3	2.58	0.85	
ETH_00006495	7.2	7.17	4.32	
ETH_00006500	8.8	8.75	5.61	
ETH_00006505	6.2	5.02	2.38	
ETH_00006510	4.5	3.6	1.42	
ETH_00006515	-2.3	3.7	4.87	
ETH_00006520	25	4.83	0.19	
ETH_00006525	55.5	6.25	0.45	
ETH_00006530	1	0	0	
ETH_00006535	-5.8	0.84	3.36	
ETH_00006540	28.8	8.73	3.88	
ETH_00006545	3.5	5.48	3.68	
ETH_00006550	-13	3.85	7.56	
ETH_00006555	-1.1	4.46	4.53	
ETH_00006560	4	5.28	3.29	
ETH_00006565	3.3	1.91	0.2	
ETH_00006570	1.7	1.21	0.47	
ETH_00006575	184	7.81	0.29	
ETH_00006580	2.8	1.68	0.2	
ETH_00006585	-2.3	4.79	6.02	
ETH_00006590	3	7.2	5.63	
ETH_00006595	37.2	7.24	2.02	
ETH_00006605	2.4	5.89	4.6	
ETH_00006620	-3.5	5.49	7.3	
ETH_00006625	9.8	3.3	0	
ETH_00006630	-1.1	0	0.12	
ETH_00006635	1.6	0.65	0	
ETH_00006640	5.1	2.78	0.43	
ETH_00006645	-2.4	3.99	5.24	
ETH_00006650	1.8	4.78	3.96	
ETH_00006655	1.8	6.39	5.58	
ETH_00006660	1.7	6.36	5.56	
ETH_00006665	2.8	4.97	3.49	
ETH_00006670	-4.5	2.49	4.65	
ETH_00006675	-729.4	1.48	10.99	
ETH_00006680	-5.2	4.89	7.26	
ETH_00006685	-4.8	2.61	4.88	
ETH_00006690	1.1	0.68	0.59	
ETH_00006695	-6.3	1.16	3.82	
ETH_00006700	2	2.1	1.11	
ETH_00006705	1.5	5.72	5.15	
ETH_00006710	97.5	7.04	0.44	
ETH_00006715	7.3	5.4	2.54	
ETH_00006720	10.4	3.91	0.52	
ETH_00006725	3.6	3.21	1.35	
ETH_00006730	5.1	3.08	0.74	
ETH_00006735	10.3	4.95	1.59	
ETH_00006740	10.9	3.65	0.2	
ETH_00006745	1	0.25	0.2	
ETH_00006750	-1.8	2.07	2.92	
ETH_00006755	1.1	5.28	5.16	
ETH_00006760	-74.7	0.77	7	
ETH_00006765	-1.8	0	0.85	
ETH_00006770	-1133.8	0.64	10.79	
ETH_00006775	-2.2	0.69	1.85	
ETH_00006780	-1.2	0.3	0.55	
ETH_00006785	2.8	5.79	4.3	
