[Gene ID]	[Fold Change]	[Chosen Comp (log2)]	[Chosen Ref (log2)]	
ETH_00009420	18.7	4.62	0.39	
ETH_00009425	15.6	4.16	0.19	
ETH_00009430	-5.9	6.6	9.16	
ETH_00009435	4.6	5.15	2.95	
ETH_00009440	-1.3	4.74	5.13	
ETH_00009445	10.7	3.78	0.36	
ETH_00009450	-4.9	8.17	10.46	
ETH_00009455	-1	4.17	4.18	
ETH_00009460	2.9	10.18	8.64	
ETH_00009465	1.4	6.33	5.82	
ETH_00009470	1.8	5.41	4.56	
ETH_00009475	-1.2	0.18	0.5	
ETH_00009480	-2.4	0.41	1.68	
ETH_00009485	-2.1	0.17	1.22	
ETH_00009490	1	0.07	0.04	
ETH_00009495	1	0	0	
ETH_00009500	1	0	0	
ETH_00009505	1	0	0	
ETH_00009535	1.1	0.09	0	
ETH_00009540	-1	0.27	0.33	
ETH_00009545	1.5	0.65	0.04	
ETH_00009550	1.2	1.55	1.33	
ETH_00009555	-1.9	10.19	11.13	
ETH_00009560	-2.7	4.01	5.44	
ETH_00009565	-1.5	5.36	5.98	
ETH_00009570	-1.1	6.21	6.29	
ETH_00009575	2.8	1.96	0.48	
ETH_00009580	1.7	0.85	0.1	
ETH_00009585	5	7.02	4.69	
ETH_00009590	-1.4	0.17	0.64	
ETH_00009595	-1.2	0.11	0.4	
ETH_00009600	-1.3	0.17	0.5	
ETH_00009605	-1.4	0.13	0.65	
ETH_00009610	1	0.12	0.06	
ETH_00009615	-1.5	0.08	0.64	
ETH_00009620	1.2	0.97	0.74	
ETH_00009625	5.7	8.5	5.99	
ETH_00009630	23.2	8.34	3.8	
ETH_00009635	-2.1	0.12	1.17	
ETH_00009640	-1	0.65	0.69	
ETH_00009645	1.1	0.66	0.57	
ETH_00009650	4.3	6.19	4.1	
ETH_00009655	1.1	4.71	4.59	
ETH_00009660	2.3	6.6	5.38	
ETH_00009665	2.5	7.31	5.98	
ETH_00009670	-8.2	0.5	3.54	
ETH_00009675	-4.6	2.47	4.66	
ETH_00009680	-1.1	4.06	4.16	
ETH_00009685	2.5	4.13	2.8	
ETH_00009690	6.1	8.7	6.08	
ETH_00009695	-3.1	2.8	4.42	
ETH_00009700	21.2	5.76	1.36	
ETH_00009705	-1.8	5.68	6.49	
ETH_00009710	1.3	1.15	0.75	
ETH_00009715	-3.3	4.39	6.1	
ETH_00009720	1.7	2.18	1.4	
ETH_00009725	-52.5	0	5.71	
ETH_00009730	-20.6	0.67	5.04	
ETH_00009735	-1.3	0.92	1.35	
ETH_00009740	72	6.8	0.63	
ETH_00009745	-7.6	0	2.92	
ETH_00009750	2.5	5.85	4.53	
ETH_00009755	-1.6	5.39	6.1	
ETH_00009760	-62.3	0	5.96	
ETH_00009765	-7.7	0.7	3.64	
ETH_00009770	2.7	3.5	2.05	
ETH_00009775	6.1	6.75	4.14	
ETH_00009780	7.6	4.38	1.45	
ETH_00009785	-1.1	0	0.11	
ETH_00009790	-88.1	0.53	6.99	
ETH_00009795	-8.2	5.25	8.29	
ETH_00009800	-5.2	5.5	7.89	
ETH_00009805	1.6	2.93	2.29	
ETH_00009810	27.8	4.92	0.12	
ETH_00009815	-2.1	0.26	1.3	
ETH_00009820	5.8	6.01	3.47	
ETH_00009825	-1	2.35	2.37	
ETH_00009830	1.8	3.49	2.66	
ETH_00009835	6.3	6.16	3.5	
ETH_00009840	2.3	6.57	5.38	
ETH_00009845	-1.2	0.45	0.67	
ETH_00009850	-118.2	0.41	7.29	
ETH_00009855	7.9	3.94	0.96	
ETH_00009860	18.2	6.47	2.29	
ETH_00009865	34.8	10.4	5.28	
ETH_00009870	1.6	2.14	1.5	
ETH_00009875	-1.3	1.35	1.67	
ETH_00009880	-1.1	1.55	1.74	
ETH_00009885	-199.3	0.62	8.26	
ETH_00009890	-7.1	4.92	7.76	
ETH_00009895	1.1	6.08	6.01	
ETH_00009900	-178.6	0.21	7.69	
ETH_00009905	-8.7	0	3.11	
ETH_00009910	-1.6	3.67	4.32	
ETH_00009915	-3	2.25	3.83	
ETH_00009920	1.2	0.68	0.42	
ETH_00009925	1.4	1.19	0.74	
ETH_00009930	-1.8	3.4	4.24	
ETH_00009935	107.4	8.26	1.51	
ETH_00009940	-1.3	3.68	4.09	
ETH_00009945	-1.2	4.1	4.38	
ETH_00009950	1	3.96	3.93	
ETH_00009955	-86.3	0.9	7.33	
ETH_00009960	-9.1	2.78	5.96	
ETH_00009965	-3.5	2.71	4.5	
ETH_00009970	-3.8	1.96	3.89	
ETH_00009975	-1.4	0.19	0.67	
ETH_00009980	-6.4	0.06	2.73	
ETH_00009985	-15.3	1.88	5.81	
ETH_00009990	8.1	5.59	2.57	
ETH_00009995	-16.8	2.28	6.34	
ETH_00010000	-29	0.7	5.56	
ETH_00010005	1.1	1.28	1.08	
ETH_00010010	-1.1	7.92	8	
ETH_00010015	2.4	8.43	7.15	
ETH_00010020	-6	6.72	9.32	
ETH_00010025	-5.5	0.13	2.59	
ETH_00010030	-7.6	0	2.93	
ETH_00010035	1	0	0	
ETH_00010045	-12.6	0	3.66	
ETH_00010050	2.6	6.01	4.65	
ETH_00010055	-121.3	0.81	7.74	
ETH_00010060	-17	3.33	7.42	
ETH_00010065	6.8	3.88	1.11	
ETH_00010070	-8.4	3.79	6.86	
ETH_00010075	-1.7	1.84	2.59	
ETH_00010080	-1	4.81	4.85	
ETH_00010085	-3.6	1.37	3.22	
ETH_00010090	-1.6	0.31	0.99	
ETH_00010095	8.3	6.06	3	
ETH_00010100	-1	0.17	0.21	
ETH_00010105	1.8	7.18	6.34	
ETH_00010110	2.1	1.05	0	
ETH_00010115	-70.9	0.24	6.39	
ETH_00010120	-3.4	0.44	2.21	
ETH_00010125	10.1	4.03	0.7	
ETH_00010130	2.7	2.92	1.46	
ETH_00010135	2.8	2.3	0.82	
ETH_00010140	-1.1	0	0.09	
ETH_00010145	-1.1	0	0.09	
ETH_00010150	-19.8	1.04	5.35	
ETH_00010155	3.9	2.76	0.81	
ETH_00010160	-1.2	0.06	0.27	
ETH_00010165	2.2	4.99	3.88	
ETH_00010170	-14.8	4.04	7.92	
ETH_00010175	-1	0.24	0.24	
ETH_00010180	2.2	4.64	3.52	
ETH_00010185	-5.5	4.06	6.52	
ETH_00010190	-23.5	0.33	4.89	
ETH_00010195	-34	2.19	7.28	
ETH_00010200	1	0.29	0.25	
ETH_00010205	-1.1	0.19	0.33	
ETH_00010210	-1.1	0.21	0.4	
ETH_00010215	-1.8	1.83	2.71	
ETH_00010220	-5.2	0.54	2.93	
ETH_00010225	-6.3	0.82	3.48	
ETH_00010230	-22.4	0.87	5.35	
ETH_00010235	-11.3	3.29	6.78	
ETH_00010240	-2.1	0.51	1.58	
ETH_00010245	2	1.03	0.04	
ETH_00010250	149.8	7.65	0.42	
ETH_00010255	10.1	6.54	3.2	
ETH_00010260	1.3	3.34	2.93	
ETH_00010265	2.7	4.53	3.11	
ETH_00010270	3	6.76	5.16	
ETH_00010275	-18.9	0.19	4.43	
ETH_00010280	1.1	0.36	0.27	
ETH_00010285	-2.9	0.27	1.81	
ETH_00010290	33.5	11.82	6.75	
ETH_00010295	5.8	5.01	2.47	
ETH_00010300	-7.8	3.31	6.27	
ETH_00010305	-2.6	1.63	2.98	
ETH_00010310	1.7	1.95	1.2	
ETH_00010315	856.8	10.28	0.54	
ETH_00010320	-1.1	0.14	0.34	
ETH_00010325	1	0.27	0.21	
ETH_00010330	1.1	4.65	4.45	
ETH_00010335	-5.7	4.13	6.64	
ETH_00010340	-3.5	0.38	2.2	
ETH_00010345	1.1	5.11	5.01	
ETH_00010350	8.9	5.31	2.16	
ETH_00010355	-9.3	0.34	3.56	
ETH_00010360	36.7	5.25	0.05	
ETH_00010365	-1.9	0.31	1.27	
ETH_00010370	1.2	0.61	0.41	
ETH_00010375	-1.7	0	0.8	
ETH_00010380	-15.9	0	3.99	
ETH_00010385	1.2	0.46	0.17	
ETH_00010390	-1.1	0.09	0.27	
ETH_00010395	1.5	5.48	4.87	
ETH_00010400	-11.1	0.34	3.81	
ETH_00010405	1	0	0	
ETH_00010410	1	5.99	5.93	
ETH_00010415	-1.5	4.78	5.37	
ETH_00010420	1.3	0.74	0.33	
ETH_00010425	-25.1	0.68	5.33	
ETH_00010430	-22.7	1.55	6.05	
ETH_00010435	-1.6	2.44	3.12	
ETH_00010440	-4.3	3.42	5.53	
ETH_00010445	-1	1.74	1.76	
ETH_00010450	18.5	4.82	0.62	
ETH_00010455	16.1	4.17	0.16	
ETH_00010460	3.5	5.95	4.13	
ETH_00010465	-1.7	1.25	1.97	
ETH_00010470	19.3	5.17	0.9	
ETH_00010475	3.5	1.79	0	
ETH_00010480	-4.1	1.87	3.92	
ETH_00010485	-1.5	7.57	8.14	
ETH_00010490	-5.2	7.77	10.14	
ETH_00010495	33.9	6.24	1.16	
ETH_00010500	1.7	1.06	0.28	
ETH_00010505	3.2	4.63	2.95	
ETH_00010515	-1.2	0.07	0.28	
ETH_00010520	-5.1	0	2.36	
ETH_00010525	-149.5	0.15	7.37	
ETH_00010530	40.4	6.63	1.29	
ETH_00010535	15.7	4.59	0.62	
ETH_00010540	-7	5.16	7.96	
ETH_00010545	30.2	6.75	1.83	
ETH_00010550	-1.4	5.88	6.41	
ETH_00010555	-2.1	5.35	6.42	
ETH_00010560	2.3	3.65	2.42	
ETH_00010565	1.6	3.76	3.06	
ETH_00010570	-1.4	4.23	4.71	
ETH_00010575	-1.7	3.53	4.31	
ETH_00010580	1.5	1.57	0.99	
ETH_00010585	6	8.17	5.58	
ETH_00010590	6.7	13.21	10.47	
ETH_00010595	28.9	4.97	0.12	
ETH_00010600	4.1	4.65	2.62	
ETH_00010605	1	7.18	7.17	
ETH_00010610	20.4	5.36	1	
ETH_00010615	20.8	5.28	0.9	
ETH_00010620	1.6	4.29	3.61	
ETH_00010625	3.5	6.77	4.94	
ETH_00010630	-4.3	4.14	6.23	
ETH_00010635	1.8	4.73	3.9	
ETH_00010640	-1.3	2.22	2.63	
ETH_00010645	1.3	9.63	9.28	
ETH_00010650	2	3.48	2.49	
ETH_00010655	-20.6	0.54	4.9	
ETH_00010660	-1.6	4.36	5.02	
ETH_00010665	2.2	3.61	2.49	
ETH_00010670	31.6	6.27	1.29	
ETH_00010675	99.5	9.22	2.58	
ETH_00010680	-3.8	4.19	6.13	
ETH_00010685	2.9	6.97	5.45	
ETH_00010690	-86.6	1.76	8.2	
ETH_00010695	8.2	4.69	1.64	
ETH_00010700	3.3	2.8	1.07	
ETH_00010705	2.5	5.66	4.36	
ETH_00010710	-1.8	4.18	5.03	
ETH_00010715	-1.3	0.94	1.31	
ETH_00010720	-221.6	0.18	7.97	
ETH_00010725	5.3	9.44	7.04	
ETH_00010730	1.1	0.3	0.16	
ETH_00010735	-1.1	0	0.17	
ETH_00010740	1.1	0.22	0.12	
ETH_00010745	-1.1	0	0.12	
ETH_00010750	-1.2	0	0.25	
ETH_00010755	1	0	0	
ETH_00010760	-3.9	0	1.96	
ETH_00010765	-1.2	0	0.28	
ETH_00010770	-1	0.58	0.59	
ETH_00010775	-1.6	0.12	0.78	
ETH_00010780	11.3	4.55	1.05	
ETH_00010785	5.9	3.56	1.01	
ETH_00010790	-1.5	0	0.59	
ETH_00010792	1.8	0.88	0.06	
ETH_00010795	-8.2	0.14	3.17	
ETH_00010800	-1	0	0.07	
ETH_00010805	1	0	0	
ETH_00010815	-1.9	0.34	1.28	
ETH_00010825	1	0	0	
ETH_00010830	-4.1	1.69	3.72	
ETH_00010835	5.3	8.67	6.26	
ETH_00010840	-1.3	0.16	0.51	
ETH_00010845	-1	0	0.06	
ETH_00010850	1.7	7.62	6.84	
ETH_00010855	-1.2	0	0.31	
ETH_00010860	-6.5	0.81	3.51	
ETH_00010865	-287	0.4	8.57	
ETH_00010870	-2	0.11	1.14	
ETH_00010875	19.7	7.62	3.32	
ETH_00010880	334.7	9.11	0.73	
ETH_00010885	-1	8.03	8.07	
ETH_00010890	2.8	2.32	0.85	
ETH_00010895	36	5.41	0.24	
ETH_00010900	6.8	2.95	0.19	
ETH_00010905	-15.3	1.61	5.54	
ETH_00010910	-384.5	0.28	8.87	
ETH_00010915	-273.6	0	8.1	
ETH_00010920	46.7	6.92	1.37	
ETH_00010925	22.8	6.74	2.23	
ETH_00010930	36.7	7.98	2.78	
ETH_00010935	22.5	9.01	4.52	
ETH_00010940	16.1	9.08	5.08	
ETH_00010945	-1.1	3.27	3.45	
ETH_00010950	2	4.48	3.46	
ETH_00010955	5.1	7.91	5.56	
ETH_00010960	10.5	4.95	1.56	
ETH_00010965	-7.6	2.11	5.03	
ETH_00010970	1.1	0.21	0.07	
ETH_00010975	-1	0.14	0.14	
ETH_00010980	-1.9	6.07	6.96	
ETH_00010985	-1.5	5.8	6.41	
ETH_00010990	1.4	3.78	3.27	
ETH_00011015	-2.3	0.52	1.73	
ETH_00011020	-1.8	3.35	4.23	
ETH_00011025	8	6.83	3.83	
ETH_00011030	9.8	5.04	1.75	
ETH_00011035	-5.8	6.34	8.89	
ETH_00011040	1.3	0.41	0	
ETH_00011045	7.9	3.92	0.95	
ETH_00011050	356.1	9.69	1.21	
ETH_00011055	2.1	1.31	0.23	
ETH_00011060	25.7	5.6	0.91	
ETH_00011065	36.8	7.4	2.2	
ETH_00011070	3.1	3.97	2.34	
ETH_00011075	13.9	8.45	4.66	
ETH_00011080	33.4	6.3	1.24	
ETH_00011085	78.2	6.61	0.32	
ETH_00011090	9.8	6.22	2.93	
ETH_00011095	-4.5	4.31	6.47	
ETH_00011100	-1.7	2.91	3.67	
ETH_00011105	-1.2	0.36	0.67	
ETH_00011110	-2.5	0.63	1.98	
ETH_00011115	-2.4	3.05	4.32	
ETH_00011120	-1.6	3.08	3.74	
ETH_00011125	-2	5.01	5.98	
ETH_00011130	31.2	5.58	0.61	
ETH_00011135	-2.3	1.49	2.7	
ETH_00011140	4.2	6.86	4.8	
ETH_00011145	-17.3	0.36	4.47	
ETH_00011150	-4	2.64	4.64	
ETH_00011155	6.9	4.76	1.98	
ETH_00011160	3.3	4.48	2.77	
ETH_00011165	1.3	0.51	0.11	
ETH_00011170	6.8	9.67	6.91	
ETH_00011175	-2	2.16	3.15	
ETH_00011180	1.4	5.02	4.53	
ETH_00011185	-10.9	2.52	5.97	
ETH_00011190	56	10.05	4.24	
ETH_00011195	1.2	5.53	5.3	
ETH_00011200	14	7.43	3.63	
ETH_00011205	-2.2	6.87	8	
ETH_00011210	-2.4	6.6	7.84	
ETH_00011215	-37.5	0.29	5.52	
ETH_00011220	-1.6	1.54	2.23	
ETH_00011225	-7.5	0.08	2.99	
ETH_00011230	1.5	1.27	0.65	
ETH_00011235	-20.5	0.85	5.2	
ETH_00011240	-1	6.27	6.33	
ETH_00011245	1.5	5.71	5.08	
ETH_00011250	219	8.02	0.25	
ETH_00011255	-1.6	0.22	0.93	
ETH_00011260	1	0.21	0.18	
ETH_00011265	1.2	0.33	0.12	
ETH_00011270	-1.9	0.1	0.99	
ETH_00011275	1.4	0.81	0.37	
ETH_00011280	2.6	3.13	1.76	
ETH_00011285	-8.7	3.87	7	
ETH_00011290	-8.6	5	8.1	
ETH_00011295	5.2	3.9	1.53	
ETH_00011300	-5.3	3.37	5.78	
ETH_00011305	-9	2.36	5.52	
ETH_00011310	-9.1	5.88	9.07	
ETH_00011315	3.9	6.36	4.42	
ETH_00011320	1.8	6.38	5.52	
ETH_00011325	-12	4.39	7.97	
ETH_00011330	49.4	13.21	7.59	
ETH_00011335	-2.2	2.37	3.51	
ETH_00011340	1.4	1.2	0.73	
ETH_00011345	5.6	7.91	5.42	
ETH_00011350	1.2	0.81	0.59	
ETH_00011355	-1.9	4.19	5.09	
ETH_00011360	-1.2	0	0.23	
ETH_00011365	1.1	3.59	3.51	
ETH_00011370	-9.3	0.45	3.67	
ETH_00011375	-13.8	0.48	4.27	
ETH_00011380	1	0.13	0.07	
ETH_00011385	-1.1	0.13	0.32	
ETH_00011390	-1.1	0.44	0.63	
ETH_00011395	1.3	0.37	0	
ETH_00011400	1.5	0.71	0.13	
ETH_00011405	-1.3	3.41	3.82	
ETH_00011410	-2.6	2.87	4.26	
ETH_00011415	23.2	8.32	3.79	
ETH_00011420	-1.1	0.11	0.22	
ETH_00011425	-1.3	0	0.37	
ETH_00011430	-3.8	0.28	2.22	
ETH_00011435	1.2	1.7	1.45	
ETH_00011440	-3.5	1.35	3.18	
ETH_00011445	6.2	5.6	2.97	
ETH_00011450	1.3	0.66	0.26	
ETH_00011455	-12.1	0.29	3.89	
ETH_00011460	1	1.99	1.95	
ETH_00011465	-1.8	0.33	1.16	
ETH_00011470	-2.6	0.36	1.72	
ETH_00011475	2.6	4.63	3.26	
ETH_00011480	-18.3	2.35	6.54	
ETH_00011485	-16.3	1.79	5.81	
ETH_00011490	-78.1	0	6.29	
ETH_00011495	-1.2	0.13	0.33	
ETH_00011500	-4.1	0.44	2.49	
ETH_00011505	-3.3	0.37	2.11	
ETH_00011510	-3.2	0.87	2.57	
ETH_00011515	-142.8	1.07	8.23	
ETH_00011520	1.6	3.36	2.73	
ETH_00011525	2.4	4.9	3.66	
ETH_00011530	8.2	3.82	0.79	
ETH_00011535	7.8	3.54	0.58	
ETH_00011540	-1.3	0	0.37	
ETH_00011545	-8.7	0.55	3.67	
ETH_00011550	-4.4	0.47	2.62	
ETH_00011555	-6.4	1.24	3.91	
ETH_00011560	-2.5	4.37	5.72	
ETH_00011565	-2.1	5.03	6.09	
ETH_00011570	1.9	1.72	0.77	
ETH_00011575	-1.1	0.05	0.17	
ETH_00011580	-1.2	0	0.24	
ETH_00011600	120.1	7.79	0.88	
ETH_00011605	3.6	4.71	2.88	
ETH_00011610	1.4	6.74	6.22	
ETH_00011615	-13.9	0.49	4.28	
ETH_00011620	-1	4.61	4.66	
ETH_00011625	-9	3.66	6.83	
ETH_00011630	-4.2	5.02	7.1	
ETH_00011635	-2.1	3.18	4.24	
ETH_00011640	1000.9	10.63	0.66	
ETH_00011645	-8.1	3.83	6.85	
ETH_00011650	1.5	0.59	0	
ETH_00011680	-3.9	2.27	4.21	
ETH_00011710	-1.3	4.33	4.67	
ETH_00011715	-34.8	0.16	5.28	
ETH_00011720	-45.8	0.25	5.77	
ETH_00011725	4.5	6.68	4.5	
ETH_00011730	-108	3.38	10.13	
ETH_00011735	-1.9	4.62	5.56	
ETH_00011740	-7.7	5.94	8.87	
ETH_00011745	-50.1	0.12	5.76	
ETH_00011750	1.3	1.5	1.18	
ETH_00011755	1.9	2.02	1.09	
ETH_00011760	1.2	0.25	0	
ETH_00011765	4.9	2.4	0.12	
ETH_00011770	4.3	2.56	0.46	
ETH_00011775	1.2	4.94	4.71	
ETH_00011780	-1.3	0	0.37	
ETH_00011785	1	0	0	
ETH_00011790	-55.6	0.66	6.45	
ETH_00011795	13.2	5	1.27	
ETH_00011800	23.7	5.27	0.7	
ETH_00011805	-44.5	0.63	6.11	
ETH_00011810	3.8	5.17	3.24	
ETH_00011815	1.1	0.14	0	
ETH_00011820	-5.6	0.56	3.04	
ETH_00011825	1.2	7.1	6.87	
ETH_00011830	12.2	9.32	5.71	
ETH_00011835	-2.8	4.34	5.81	
ETH_00011840	3.3	4.59	2.87	
ETH_00011845	-37.7	0.54	5.78	
ETH_00011850	-1	0.44	0.45	
ETH_00011855	-2	0.86	1.85	
ETH_00011860	-46.1	1.22	6.75	
ETH_00011865	-1.8	8.79	9.68	
ETH_00011870	9.5	7.13	3.87	
ETH_00011875	2.6	8.23	6.87	
ETH_00011880	-1.9	2.59	3.51	
ETH_00011885	5	8.21	5.89	
ETH_00011890	5.7	8.42	5.92	
ETH_00011895	-29.4	1.05	5.93	
ETH_00011900	-37.3	1.01	6.23	
ETH_00011905	-18.7	0.06	4.29	
ETH_00011910	1	1.39	1.38	
ETH_00011915	-441.2	0.67	9.45	
ETH_00011920	3.5	3.29	1.48	
ETH_00011925	-2.4	5.33	6.58	
ETH_00011930	-2	6.24	7.26	
ETH_00011935	-5	2.62	4.93	
ETH_00011940	-2.8	7.5	9	
ETH_00011945	454.3	10.01	1.18	
ETH_00011950	47.8	8.3	2.72	
ETH_00011955	2.2	6.93	5.78	
ETH_00011960	1.2	1.19	0.9	
ETH_00011965	5.3	4.2	1.79	
ETH_00011970	-3.8	0.87	2.82	
ETH_00011975	-8.3	3.9	6.95	
ETH_00011980	1	3.94	3.93	
ETH_00011985	3	7.37	5.79	
ETH_00011990	-1.1	5.02	5.15	
ETH_00011995	1.4	6.06	5.62	
ETH_00012000	-1.5	1.83	2.39	
ETH_00012005	1.5	0.67	0.12	
ETH_00012010	-1.3	0.26	0.58	
ETH_00012015	-64.8	1.99	8	
ETH_00012020	-59.8	0	5.9	
ETH_00012025	1	1.92	1.9	
ETH_00012030	2.3	3.2	2.01	
ETH_00012035	-5	7.05	9.37	
ETH_00012040	-9.5	1	4.25	
ETH_00012045	-1	4.6	4.64	
ETH_00012050	19.2	4.53	0.26	
ETH_00012055	-1	2.12	2.16	
ETH_00012060	2.4	7.63	6.38	
ETH_00012065	1.4	7.87	7.43	
ETH_00012070	-67.8	0.43	6.52	
ETH_00012075	-4.9	2.13	4.42	
ETH_00012080	-3.5	1.52	3.34	
ETH_00012085	-24.1	0.1	4.7	
ETH_00012090	5.6	4.25	1.77	
ETH_00012095	-135.6	0.31	7.39	
ETH_00012100	38.4	6.12	0.85	
ETH_00012105	-3.7	0.83	2.69	
ETH_00012110	-14.2	0.44	4.27	
ETH_00012115	-5.8	1.71	4.24	
ETH_00012120	2.7	1.99	0.54	
ETH_00012125	50.2	5.84	0.19	
ETH_00012130	-1.4	0.04	0.57	
ETH_00012135	-1.1	0.67	0.87	
ETH_00012140	-1.6	4.73	5.37	
ETH_00012145	1	0	0	
ETH_00012150	-12.1	2.09	5.68	
ETH_00012200	14.7	4.35	0.47	
ETH_00012205	33.4	6.62	1.56	
ETH_00012210	13.6	5.13	1.37	
ETH_00012215	-2.9	0.42	1.95	
ETH_00012220	-1.2	3.08	3.41	
ETH_00012225	-3.7	2.39	4.28	
ETH_00012230	-1.1	0	0.15	
ETH_00012235	-265.8	0.49	8.54	
ETH_00012240	2.7	5.19	3.77	
ETH_00012245	-1.2	6.73	6.96	
ETH_00012250	2.4	4.86	3.6	
ETH_00012255	-1.6	1.41	2.13	
ETH_00012260	-93.6	0.44	6.99	
ETH_00012265	-1.2	0.29	0.54	
ETH_00012270	1.3	0.35	0	
ETH_00012275	-2.1	2.51	3.6	
ETH_00012280	-8.6	0.88	3.99	
ETH_00012285	1.4	6.65	6.18	
ETH_00012290	-1	0.78	0.79	
ETH_00012295	22.7	8.24	3.74	
ETH_00012300	-8	3.16	6.16	
ETH_00012305	-1.7	0.17	0.92	
ETH_00012310	-7.1	3.34	6.16	
ETH_00012315	-22.5	3.26	7.75	
ETH_00012320	-9.5	4.22	7.47	
ETH_00012325	2.8	4.67	3.16	
ETH_00012330	-2.7	1.08	2.54	
ETH_00012335	1.9	4.9	3.96	
ETH_00012340	1.7	1.31	0.51	
ETH_00012345	-2.1	0.42	1.47	
ETH_00012350	-55.1	0.15	5.93	
ETH_00012355	-42.2	0.6	6	
ETH_00012360	3.5	5.14	3.35	
ETH_00012365	2.8	6.38	4.88	
ETH_00012370	1035.7	12.44	2.42	
ETH_00012375	-6	2.16	4.74	
ETH_00012380	1.8	6.57	5.76	
ETH_00012385	-11.5	3.07	6.59	
ETH_00012390	-4.2	0.33	2.4	
ETH_00012395	287.2	8.23	0.07	
ETH_00012400	-1.9	7.57	8.47	
ETH_00012405	128.9	7.46	0.45	
ETH_00012410	1.7	1.77	0.98	
ETH_00012415	1.9	1.4	0.47	
ETH_00012420	11.7	6.62	3.07	
ETH_00012425	1.4	0.69	0.19	
ETH_00012430	-1	0.34	0.35	
ETH_00012435	-1.1	0.82	0.89	
ETH_00012440	-143.3	3.56	10.72	
ETH_00012445	11.1	4.01	0.53	
ETH_00012450	-3.6	0.44	2.27	
ETH_00012455	-2.5	0.95	2.29	
ETH_00012460	-2.9	0.59	2.1	
ETH_00012465	-29.5	0	4.88	
ETH_00012470	-1317.8	1.17	11.53	
ETH_00012475	1.1	4.67	4.47	
ETH_00012480	104.9	7.24	0.52	
ETH_00012485	1.1	0.35	0.19	
ETH_00012490	2.9	3.13	1.59	
ETH_00012495	6.9	3.67	0.88	
ETH_00012500	-39.8	1.07	6.38	
ETH_00012505	1.1	6.75	6.61	
ETH_00012510	72.9	7.36	1.17	
ETH_00012515	-1.9	3.67	4.58	
ETH_00012520	-1.3	4.75	5.18	
ETH_00012525	-6.5	1.19	3.89	
ETH_00012530	-2.2	6.69	7.85	
ETH_00012535	7.5	3.52	0.61	
ETH_00012540	1.2	7.71	7.4	
ETH_00012545	-186.5	0.52	8.06	
ETH_00012550	-164.5	0.73	8.09	
ETH_00012555	-80.4	2.08	8.41	
ETH_00012560	1.1	7.49	7.29	
ETH_00012565	-1.2	3.46	3.78	
ETH_00012570	-2.1	0.92	1.98	
ETH_00012575	4.5	3.25	1.07	
ETH_00012580	-1.3	0.32	0.66	
ETH_00012585	-6.9	1.23	4.01	
ETH_00012590	-1	4.56	4.62	
ETH_00012595	2.7	5.55	4.12	
ETH_00012600	1.3	6.33	5.98	
ETH_00012605	2.7	6.78	5.37	
ETH_00012610	-1.3	0.84	1.22	
ETH_00012615	-41	2.49	7.85	
ETH_00012620	2.5	1.78	0.46	
ETH_00012625	4.2	7.74	5.67	
ETH_00012630	3.9	7.95	5.98	
ETH_00012635	-8.6	0.22	3.33	
ETH_00012640	1.3	0.85	0.42	
ETH_00012645	-3.4	4.37	6.12	
ETH_00012650	4.6	4.34	2.13	
ETH_00012655	-6.7	0.53	3.27	
ETH_00012660	7.8	3.32	0.36	
ETH_00012665	13.8	4.65	0.86	
ETH_00012670	9.9	4.22	0.91	
ETH_00012675	1.1	1.59	1.44	
ETH_00012680	-1.1	5.14	5.34	
ETH_00012685	108.2	7.31	0.55	
ETH_00012690	3.1	2.69	1.05	
ETH_00012695	-7.2	1.81	4.65	
ETH_00012700	-4.6	2.06	4.25	
ETH_00012705	1.2	7.1	6.83	
ETH_00012710	21.1	9.62	5.22	
ETH_00012715	5.5	3.37	0.91	
ETH_00012720	19.5	5.31	1.03	
ETH_00012725	1.2	8.5	8.21	
ETH_00012730	509.7	9.74	0.75	
ETH_00012735	-2	5.22	6.26	
ETH_00012740	1.3	8.05	7.71	
ETH_00012745	-4.2	2.77	4.84	
ETH_00012750	-1	2.27	2.33	
ETH_00012755	-18	0.95	5.12	
ETH_00012760	-250	1.17	9.13	
ETH_00012765	-12.2	0	3.61	
ETH_00012770	-11.5	0.81	4.34	
ETH_00012775	1.3	0.67	0.29	
ETH_00012780	5.4	2.86	0.42	
ETH_00012785	1	0	0	
ETH_00012790	-63.3	1.26	7.24	
ETH_00012795	-1.1	0.44	0.61	
ETH_00012800	1.2	0.32	0.06	
ETH_00012805	-1.7	0.15	0.95	
ETH_00012810	-1.2	4.25	4.53	
ETH_00012815	-1.8	0.46	1.3	
ETH_00012820	1.1	1.66	1.49	
ETH_00012825	-7.2	0.11	2.96	
ETH_00012830	-6.2	1.35	3.98	
ETH_00012835	118	7.58	0.7	
ETH_00012840	-109.7	0.7	7.48	
ETH_00012845	-91.8	0.74	7.26	
ETH_00012850	1.3	1.75	1.33	
ETH_00012855	-19.3	1.26	5.53	
ETH_00012860	2.8	4.88	3.41	
ETH_00012865	1.1	5.17	4.97	
ETH_00012870	1.4	2.91	2.43	
ETH_00012875	2.8	3.3	1.81	
ETH_00012880	5.8	5.1	2.58	
ETH_00012885	-2.1	1.89	2.98	
ETH_00012890	-3.7	2.48	4.34	
ETH_00012895	-13.3	0.83	4.56	
