[Gene ID]	[Fold Change]	[Chosen Comp (log2)]	[Chosen Ref (log2)]	
ETH_00035600	2.2	6.9	5.76	
ETH_00035605	1.5	6.43	5.83	
ETH_00035610	-2.8	1.5	2.97	
ETH_00035615	11.8	3.82	0.26	
ETH_00035620	4.5	2.45	0.3	
ETH_00035625	-1.5	0.34	0.9	
ETH_00035630	3.8	3.62	1.68	
ETH_00035635	-4.3	4.45	6.55	
ETH_00035640	1.7	3.96	3.24	
ETH_00035645	1	3.38	3.36	
ETH_00035650	3.1	7.56	5.94	
ETH_00035655	1.4	0.65	0.13	
ETH_00035660	1.9	5	4.11	
ETH_00035665	2.2	1.31	0.2	
ETH_00035670	3.9	3.19	1.23	
ETH_00035675	8.4	4.59	1.53	
ETH_00035680	-28	0.33	5.14	
ETH_00035685	1.7	7.68	6.88	
ETH_00035690	-1.5	0.22	0.83	
ETH_00035695	1.6	2.27	1.56	
ETH_00035700	2.7	6.48	5.03	
ETH_00035705	75.2	8.29	2.05	
ETH_00035710	13.9	7.03	3.24	
ETH_00035715	1.6	5.7	4.98	
ETH_00035720	-15	1.38	5.28	
ETH_00035725	2.1	7.41	6.33	
ETH_00035730	1.2	4.38	4.12	
ETH_00035735	-1.5	3.05	3.61	
ETH_00035740	4	9.49	7.5	
ETH_00035745	-1.3	5.06	5.45	
ETH_00035750	-5.4	2.58	5.01	
ETH_00035755	6.3	2.66	0	
ETH_00035760	1.7	4	3.27	
ETH_00035765	2.2	4.61	3.46	
ETH_00035770	-1.2	0	0.28	
ETH_00035775	-5.3	1.3	3.7	
ETH_00035780	1	0.06	0.02	
ETH_00035785	-1.1	0.74	0.91	
ETH_00035790	1.3	0.76	0.34	
ETH_00035795	1.8	1.61	0.77	
ETH_00035800	3.9	1.97	0	
ETH_00035805	-1.3	3.35	3.73	
ETH_00035810	4.9	5.11	2.82	
ETH_00035815	-59.2	1.66	7.54	
ETH_00035820	7.6	3.14	0.21	
ETH_00035825	1.6	6.63	5.99	
ETH_00035830	-1.7	2.03	2.8	
ETH_00035835	-3.5	2.28	4.11	
ETH_00035840	71.1	7.54	1.39	
ETH_00035845	38.1	5.58	0.33	
ETH_00035850	1.8	7.1	6.28	
ETH_00035855	-8.4	2.89	5.97	
ETH_00035860	-10.6	0.77	4.18	
ETH_00035865	18	4.85	0.68	
ETH_00035870	9.4	8.1	4.86	
ETH_00035875	-1.6	0	0.68	
ETH_00035880	-6.7	3.49	6.23	
ETH_00035885	-3	1.05	2.64	
ETH_00035890	-1.2	0.12	0.38	
ETH_00035895	-4.4	1.98	4.11	
ETH_00035900	-300.4	0.52	8.75	
ETH_00035905	-292.6	0.6	8.79	
ETH_00035910	-10.8	0.96	4.4	
ETH_00035915	-1.4	2.29	2.75	
ETH_00035920	-1.2	2.71	2.93	
ETH_00035925	1.9	6.21	5.29	
ETH_00035930	-3.1	5.83	7.46	
ETH_00035935	-1.1	0	0.18	
ETH_00035940	-1	0.4	0.45	
ETH_00035945	2.5	2.01	0.67	
ETH_00035950	4.2	3.66	1.57	
ETH_00035955	1.1	5.39	5.2	
ETH_00035960	2.7	2.66	1.24	
ETH_00035965	-6	3.86	6.43	
ETH_00035970	21	4.82	0.42	
ETH_00035975	-5.7	0.75	3.28	
ETH_00035980	2.4	3.64	2.37	
ETH_00035985	1	5.76	5.7	
ETH_00035990	-1.1	0.56	0.64	
ETH_00035995	1.3	0.45	0.09	
ETH_00036000	22.3	4.82	0.34	
ETH_00036005	-1.1	5.24	5.35	
ETH_00036010	3.1	1.83	0.18	
ETH_00036015	5.7	5.65	3.13	
ETH_00036020	15.3	4.07	0.13	
ETH_00036025	3.3	2.07	0.35	
ETH_00036030	-1.1	3.74	3.88	
ETH_00036035	-1.8	0.13	0.99	
ETH_00036040	1.7	4.63	3.84	
ETH_00036045	-48.7	0.34	5.95	
ETH_00036050	-1.3	0.14	0.49	
ETH_00036055	14.3	4.24	0.4	
ETH_00036060	2.8	2.1	0.62	
ETH_00036065	2.6	2.91	1.54	
ETH_00036070	1.6	0.99	0.28	
ETH_00036075	1	0.13	0.1	
ETH_00036080	2.7	1.55	0.14	
ETH_00036085	-1.8	2.82	3.65	
ETH_00036090	34.1	6.86	1.77	
ETH_00036095	4.5	5.89	3.72	
ETH_00036100	1.3	3.61	3.25	
ETH_00036105	1.9	2.44	1.55	
ETH_00036110	3.2	4.69	2.99	
ETH_00036115	1.4	0.63	0.19	
ETH_00036120	-5.3	1.52	3.91	
ETH_00036125	3.1	5.44	3.8	
ETH_00036130	1.9	0.92	0	
ETH_00036135	-33.9	0.52	5.6	
ETH_00036140	-17.6	1.33	5.46	
ETH_00036145	1.1	1.04	0.94	
ETH_00036150	-3.1	5.36	6.97	
ETH_00036155	-4.6	6.15	8.34	
ETH_00036160	1	4.19	4.17	
ETH_00036165	-5.6	0	2.48	
ETH_00036170	-3.5	2.73	4.52	
ETH_00036175	2.2	4.21	3.05	
ETH_00036180	-2.2	0.75	1.86	
ETH_00036185	-2.5	4.76	6.07	
ETH_00036190	9.2	5.97	2.78	
ETH_00036195	1.3	6.02	5.59	
ETH_00036200	-2.1	2.5	3.57	
ETH_00036205	1.1	3.92	3.73	
ETH_00036210	1.3	0.53	0.1	
ETH_00036215	435.3	8.9	0.13	
ETH_00036220	1.3	0.58	0.19	
ETH_00036225	6.8	3.34	0.58	
ETH_00036230	-70.6	2.29	8.43	
ETH_00036235	1.8	1.08	0.25	
ETH_00036240	3.4	7.22	5.47	
ETH_00036245	-3.7	0.62	2.51	
ETH_00036250	-20.7	2.1	6.47	
ETH_00036255	-10.2	0.28	3.63	
ETH_00036260	2.4	4.54	3.3	
ETH_00036265	89.2	6.62	0.14	
ETH_00036270	3.7	4.81	2.93	
ETH_00036275	1.5	0.73	0.17	
ETH_00036280	1.5	2.12	1.51	
ETH_00036285	1.5	5.48	4.92	
ETH_00036290	-6.1	4.05	6.65	
ETH_00036295	1.5	1.05	0.43	
ETH_00036300	1	3.32	3.3	
ETH_00036305	-2.9	5.25	6.81	
ETH_00036310	-2	0.52	1.53	
ETH_00036315	-1.7	0	0.78	
ETH_00036320	91	7.02	0.51	
ETH_00036325	42.5	6.46	1.05	
ETH_00036330	2	3.63	2.6	
ETH_00036335	2.3	6.4	5.21	
ETH_00036340	4.4	5.14	3.01	
ETH_00036345	-7	3.41	6.21	
ETH_00036350	1.1	7.46	7.28	
ETH_00036355	1.4	4.16	3.7	
ETH_00036360	-2.1	0.24	1.33	
ETH_00036365	-5.9	0.57	3.12	
ETH_00036370	-4.8	2.31	4.58	
ETH_00036375	1	0.15	0.11	
ETH_00036380	2.7	1.79	0.34	
ETH_00036385	4.4	2.13	0	
ETH_00036390	6.9	5.93	3.14	
ETH_00036395	-1.5	0.21	0.78	
ETH_00036400	-1.8	0.43	1.28	
ETH_00036405	-2.5	2.55	3.88	
ETH_00036410	-22.1	1.78	6.25	
ETH_00036415	-3.1	4.73	6.37	
ETH_00036420	-61	1.9	7.83	
ETH_00036425	-5.6	4.57	7.05	
ETH_00036430	1.8	1.32	0.45	
ETH_00036435	10.2	4.62	1.27	
ETH_00036440	4.6	2.78	0.57	
ETH_00036445	-61.3	1.33	7.26	
ETH_00036450	-4.8	1.19	3.45	
ETH_00036455	-2.3	5.97	7.18	
ETH_00036460	-8	2.13	5.13	
ETH_00036465	-1.1	0	0.14	
ETH_00036470	-33.4	0.27	5.33	
ETH_00036475	-3.8	2.08	3.99	
ETH_00036480	8.1	4.37	1.36	
ETH_00036485	-6.1	0.35	2.97	
ETH_00036490	-13.7	0.51	4.28	
ETH_00036495	2.3	1.32	0.11	
ETH_00036500	2.7	2.77	1.31	
ETH_00036505	-1.7	5.02	5.81	
ETH_00036510	-1.4	5.81	6.35	
ETH_00036515	-2.4	1.08	2.31	
ETH_00036520	-7.4	0.95	3.84	
ETH_00036525	-1	0.32	0.32	
ETH_00036530	-1.1	0.68	0.76	
ETH_00036535	-1.2	0.12	0.39	
ETH_00036540	-13.4	3.04	6.78	
ETH_00036545	-11.2	2.88	6.36	
ETH_00036550	-25.6	0.55	5.23	
ETH_00036555	-69.7	0.55	6.68	
ETH_00036560	-1.6	3.36	4.01	
ETH_00036565	-1	0.92	0.99	
ETH_00036570	1.8	6.43	5.59	
ETH_00036575	-2.7	0.63	2.08	
ETH_00036580	7.3	2.9	0.04	
ETH_00036585	1.6	9.66	9	
ETH_00036590	-49.8	1.21	6.85	
ETH_00036595	-6.6	4.89	7.6	
ETH_00036600	-86.6	0	6.44	
ETH_00036605	23.3	6.22	1.68	
ETH_00036610	-1.5	4.25	4.83	
ETH_00036615	-2	0	0.97	
ETH_00036620	1.7	0.73	0	
ETH_00036625	1.1	5.98	5.87	
ETH_00036630	-1.8	5.27	6.1	
ETH_00036635	1.6	3.88	3.18	
ETH_00036640	-58.9	3.15	9.04	
ETH_00036645	-3.8	0	1.92	
ETH_00036650	1.3	0.35	0	
ETH_00036655	-3.4	4.35	6.11	
ETH_00036660	-2.5	4.6	5.9	
ETH_00036665	1.1	3.54	3.4	
ETH_00036670	-6.4	1.42	4.09	
ETH_00036675	-2.6	2.64	4.05	
ETH_00036680	2.5	5.72	4.39	
ETH_00036685	-8	0.74	3.73	
ETH_00036690	10.3	5.41	2.05	
ETH_00036695	7.3	2.86	0	
ETH_00036700	-6.5	3.84	6.54	
ETH_00036705	1.1	4.85	4.65	
ETH_00036710	4.2	2.61	0.54	
ETH_00036715	-1.5	4.13	4.71	
ETH_00036720	-1.2	5.35	5.61	
ETH_00036725	-1.2	0	0.2	
ETH_00036730	12.5	4.95	1.31	
ETH_00036735	13.1	4.15	0.44	
ETH_00036740	156.8	7.29	0	
ETH_00036745	7	4.44	1.63	
ETH_00036750	-45.8	0.25	5.76	
ETH_00036755	2.9	7.44	5.92	
ETH_00036760	1.9	0.95	0	
ETH_00036765	-1.6	4.08	4.79	
ETH_00036770	2.6	1.8	0.42	
ETH_00036775	-4.1	1.16	3.2	
ETH_00036780	4.7	4.56	2.34	
ETH_00036785	-1.1	0	0.17	
ETH_00036790	-9.8	1.28	4.57	
ETH_00036795	-2.3	0.15	1.32	
ETH_00036800	1.8	3.49	2.62	
ETH_00036805	-1	0.18	0.19	
ETH_00036810	9	3.17	0	
ETH_00036815	1.3	0.75	0.37	
ETH_00036820	6.2	2.78	0.16	
ETH_00036825	-9.2	4.81	8.01	
ETH_00036830	-11.2	2.46	5.95	
ETH_00036835	1.5	1.1	0.54	
ETH_00036840	2.2	3.48	2.34	
ETH_00036845	-27.3	0.19	4.96	
ETH_00036850	1.1	0.64	0.44	
ETH_00036855	-3.3	2.75	4.49	
ETH_00036860	3.5	5.12	3.3	
ETH_00036865	-13.4	1.25	5	
ETH_00036870	-10.7	0.59	4.01	
ETH_00036875	1.3	3.09	2.77	
ETH_00036880	18.8	4.49	0.26	
ETH_00036885	2.1	3.74	2.66	
ETH_00036890	-2	1.49	2.46	
ETH_00036895	-2.4	4.27	5.51	
ETH_00036900	-2	1.07	2.05	
ETH_00036905	-9.9	3.44	6.74	
ETH_00036910	6.1	2.67	0.07	
ETH_00036915	2.3	5.59	4.39	
ETH_00036920	1.6	1.89	1.21	
ETH_00036925	-9.9	1.61	4.92	
ETH_00036930	-11.7	0.33	3.87	
ETH_00036935	-130.8	0	7.03	
ETH_00036940	16.4	5.6	1.56	
ETH_00036945	-37.9	0	5.25	
ETH_00036950	10.4	4.49	1.1	
ETH_00036955	1	0	0	
ETH_00036960	4.8	2.25	0	
ETH_00036965	1.3	1.7	1.31	
ETH_00036970	2.6	5.87	4.49	
ETH_00036975	-9.9	1.33	4.64	
ETH_00036980	-57.1	0.1	5.94	
ETH_00036985	-2.2	0.17	1.3	
ETH_00036990	-8.6	2.96	6.06	
ETH_00036995	-1.2	2.46	2.66	
ETH_00037000	4.5	6.65	4.49	
ETH_00037005	3.5	6.55	4.74	
ETH_00037010	1	0	0	
ETH_00037015	2.1	5.91	4.83	
ETH_00037020	-3.4	0.1	1.88	
ETH_00037025	1.5	5.42	4.85	
ETH_00037030	4	6.31	4.29	
ETH_00037035	-4	0.78	2.78	
ETH_00037040	1	0	0	
ETH_00037045	21.2	4.82	0.42	
ETH_00037050	-108.6	0	6.76	
ETH_00037055	2.3	3.12	1.92	
ETH_00037060	5.1	7.94	5.59	
ETH_00037065	-14.9	0	3.9	
ETH_00037070	-4.2	2.64	4.72	
ETH_00037075	-3.4	4.33	6.09	
ETH_00037080	-4.2	3.46	5.53	
ETH_00037085	-2.8	1.84	3.35	
ETH_00037090	1.4	0.49	0	
ETH_00037095	5.2	5.43	3.06	
ETH_00037100	-11.4	1.64	5.15	
ETH_00037105	-22.5	1.15	5.64	
ETH_00037110	-14.3	0.5	4.34	
ETH_00037115	-15.3	0.75	4.69	
ETH_00037120	-2.6	1.87	3.28	
ETH_00037125	6.7	3.99	1.25	
ETH_00037130	-6.7	2.2	4.95	
ETH_00037135	2.9	1.86	0.31	
ETH_00037140	2.9	2.41	0.88	
ETH_00037145	-2.9	0.4	1.92	
ETH_00037150	8.6	3.85	0.75	
ETH_00037155	21.1	4.75	0.35	
ETH_00037160	-5.7	0.59	3.09	
ETH_00037165	4.3	4.68	2.56	
ETH_00037170	14.7	4.49	0.61	
ETH_00037175	1.1	0.16	0.04	
ETH_00037180	-1.1	3.91	4.03	
ETH_00037185	2	6.62	5.65	
ETH_00037190	-1.2	0.35	0.59	
ETH_00037195	17.3	7.75	3.64	
ETH_00037200	6.8	4.33	1.57	
ETH_00037205	8.3	3.05	0	
ETH_00037210	7.9	3.25	0.26	
ETH_00037215	1.6	0.96	0.31	
ETH_00037220	2.3	5	3.82	
ETH_00037225	-15.6	1.15	5.12	
ETH_00037230	-1.5	5.17	5.74	
ETH_00037235	1.3	5.73	5.3	
ETH_00037240	-84.4	0	6.4	
ETH_00037245	-1.7	3.29	4.04	
ETH_00037250	-1.7	2.09	2.88	
ETH_00037255	3.9	4.85	2.89	
ETH_00037260	82.2	6.36	0	
ETH_00037265	1	4.29	4.25	
ETH_00037270	-4	4.28	6.26	
ETH_00037275	-1.5	4.93	5.5	
ETH_00037280	-158.3	1	8.31	
ETH_00037285	-2.1	4.63	5.73	
ETH_00037290	109.4	7.6	0.82	
ETH_00037295	8.4	3.13	0.05	
ETH_00037300	-3	0.8	2.39	
ETH_00037305	-1.3	6.04	6.42	
ETH_00037310	-1.5	1.13	1.72	
ETH_00037315	-6.9	3.13	5.91	
ETH_00037320	-6	0	2.58	
ETH_00037325	8.2	3.84	0.81	
ETH_00037330	2.3	4.43	3.25	
ETH_00037335	-1	0.31	0.32	
ETH_00037340	-94.8	0	6.57	
ETH_00037345	1.1	0.45	0.38	
ETH_00037350	4.2	5.18	3.13	
ETH_00037355	1	4.71	4.7	
ETH_00037360	-11.8	0.4	3.97	
ETH_00037365	-96.9	0.23	6.83	
ETH_00037370	1.5	2.78	2.19	
ETH_00037375	2.5	3.81	2.5	
ETH_00037380	24.3	4.6	0	
ETH_00037385	43.4	5.72	0.28	
ETH_00037390	1.9	3.08	2.18	
ETH_00037395	-208	0	7.7	
ETH_00037400	4	4.19	2.2	
ETH_00037405	-20.1	0.82	5.15	
ETH_00037410	-1.2	3.51	3.71	
ETH_00037415	1	0	0	
ETH_00037420	1.1	0.19	0	
ETH_00037425	-2.1	0.1	1.18	
ETH_00037430	1.1	0.18	0	
ETH_00037435	1	0	0	
ETH_00037440	-1.8	2.01	2.88	
ETH_00037445	-1.1	3.37	3.5	
ETH_00037450	3.1	4.7	3.05	
ETH_00037455	-1.1	0	0.1	
ETH_00037460	-2.1	0.63	1.71	
ETH_00037465	-3.7	5.28	7.18	
ETH_00037470	2.6	6.14	4.77	
ETH_00037475	-4.8	0.35	2.62	
ETH_00037480	15.6	6.56	2.6	
ETH_00037485	1.7	0.85	0.11	
ETH_00037490	-1.1	0.53	0.61	
ETH_00037495	-15.4	0.85	4.79	
ETH_00037500	-3.5	4.68	6.51	
ETH_00037505	6.2	2.93	0.29	
ETH_00037510	-1.6	0.05	0.69	
ETH_00037515	-1.8	3.5	4.36	
ETH_00037520	-1.9	0.63	1.55	
ETH_00037525	-3.9	0.14	2.12	
ETH_00037530	10	3.46	0.13	
ETH_00037535	-7.9	0.42	3.4	
ETH_00037540	-2.1	0.75	1.83	
ETH_00037545	-1.7	6.35	7.13	
ETH_00037550	-2	4.09	5.12	
ETH_00037555	11.7	4.05	0.5	
ETH_00037560	16.3	4.02	0	
ETH_00037565	1.4	2.43	1.93	
ETH_00037570	-4.2	2.82	4.89	
ETH_00037575	1	0	0	
ETH_00037580	21.9	4.53	0.08	
ETH_00037585	48	9.29	3.71	
ETH_00037590	1.3	3.41	3.04	
ETH_00037595	-3.3	4.49	6.22	
ETH_00037600	-2.1	0.89	2	
ETH_00037605	-1.5	1.36	1.93	
ETH_00037610	-5.2	4.45	6.84	
ETH_00037615	1	0.11	0.05	
ETH_00037620	12	3.9	0.32	
ETH_00037625	1.1	0.2	0	
ETH_00037630	-1.6	1.3	1.94	
ETH_00037635	1.6	4.96	4.27	
ETH_00037640	-1.8	0.78	1.59	
ETH_00037645	3.4	4.18	2.42	
ETH_00037650	-1.1	3.28	3.39	
ETH_00037655	-2.1	3.18	4.22	
ETH_00037660	36.7	7.21	2.02	
ETH_00037665	-3.3	1.5	3.2	
ETH_00037670	-1.4	3.76	4.19	
ETH_00037675	5.7	3.39	0.87	
ETH_00037680	7.4	3.16	0.27	
ETH_00037685	-1.6	0.25	0.89	
ETH_00037690	-2	1.65	2.68	
ETH_00037695	-5.3	2.37	4.78	
ETH_00037700	5.4	5.07	2.63	
ETH_00037705	-1.2	2.31	2.53	
ETH_00037710	3.8	5.44	3.51	
ETH_00037715	-3.3	0.29	2	
ETH_00037720	3.3	5.35	3.61	
ETH_00037725	-1.2	5.88	6.09	
ETH_00037730	1.5	4.77	4.14	
ETH_00037735	-3.9	6.28	8.24	
ETH_00037740	-34.6	1.37	6.48	
ETH_00037745	-2.4	0.46	1.75	
ETH_00037750	2.4	3.74	2.5	
ETH_00037755	1.1	3.71	3.61	
ETH_00037760	1.6	0.87	0.15	
ETH_00037765	-1.1	0.13	0.25	
ETH_00037770	1	0	0	
ETH_00037775	3.2	1.69	0	
ETH_00037780	-1.4	4.01	4.52	
ETH_00037785	4.6	4.18	1.98	
ETH_00037790	-1.7	0.26	1.02	
ETH_00037795	-29	0.24	5.1	
ETH_00037800	1.3	4.58	4.24	
ETH_00037805	1.1	6.07	5.93	
ETH_00037810	-11	0.37	3.83	
ETH_00037815	-26.8	0.89	5.64	
ETH_00037820	1.5	3.97	3.34	
ETH_00037825	-1.2	6.32	6.54	
ETH_00037830	-22.6	0.89	5.38	
ETH_00037835	-18.8	0.17	4.4	
ETH_00037840	-28.2	0.31	5.12	
ETH_00037845	9.9	5.33	2.03	
ETH_00037850	4.5	6.76	4.6	
ETH_00037855	7.4	3.83	0.94	
ETH_00037860	2.2	5.28	4.16	
ETH_00037865	2.5	5.24	3.95	
ETH_00037870	-1.5	0	0.61	
ETH_00037875	3	5.37	3.79	
ETH_00037880	-1.2	2.68	2.98	
ETH_00037885	-4.4	2.62	4.77	
ETH_00037890	-1.1	2.32	2.51	
ETH_00037895	-1.6	0.58	1.3	
ETH_00037900	-7	1.32	4.11	
ETH_00037905	2.1	6.48	5.4	
ETH_00037910	-4.3	0.17	2.26	
ETH_00037915	1	0	0	
ETH_00037920	-77.7	0	6.28	
ETH_00037925	-3	4.16	5.74	
ETH_00037930	1	0	0	
ETH_00037935	1	0.15	0.08	
ETH_00037940	-3.3	4.67	6.41	
ETH_00037945	-2.1	4.32	5.39	
ETH_00037950	-2.8	4.25	5.75	
ETH_00037955	1.4	0.51	0.01	
ETH_00037960	3.8	2.59	0.65	
ETH_00037965	-10.3	0.37	3.73	
ETH_00037970	13.3	5.56	1.83	
ETH_00037975	21.2	4.98	0.57	
ETH_00037980	-1	2.83	2.86	
ETH_00037985	1.9	5.15	4.22	
ETH_00037990	6.3	3.97	1.31	
ETH_00037995	-1.2	5.59	5.87	
ETH_00038000	-1.2	0.41	0.67	
ETH_00038005	1.1	0.24	0.13	
ETH_00038010	1.1	0.2	0	
ETH_00038015	1.3	4.88	4.55	
ETH_00038020	-123.6	2.55	9.5	
ETH_00038025	-1.4	5.74	6.27	
ETH_00038030	2	3.28	2.26	
ETH_00038035	2.5	1.44	0.13	
ETH_00038040	134.2	8.08	1.01	
ETH_00038045	1.1	0.39	0.24	
ETH_00038050	9.2	4.72	1.52	
ETH_00038055	-30.7	2.32	7.26	
ETH_00038060	9.2	6.1	2.89	
ETH_00038065	-2.1	4.1	5.17	
ETH_00038070	2.7	5.25	3.82	
ETH_00038075	3.4	5.13	3.37	
ETH_00038080	-3.6	4.59	6.42	
ETH_00038085	-2.5	0.35	1.66	
ETH_00038090	-3.2	1.23	2.89	
ETH_00038095	1.2	6.92	6.63	
ETH_00038100	-3.1	1.67	3.29	
ETH_00038105	23.9	6.8	2.22	
ETH_00038110	10.3	6.48	3.11	
ETH_00038115	1.2	4.25	3.97	
ETH_00038120	31.3	5.35	0.38	
ETH_00038125	12.1	4.47	0.88	
ETH_00038130	-87.7	0.35	6.81	
ETH_00038135	1.7	5.04	4.3	
ETH_00038140	-947.4	0.93	10.82	
ETH_00038145	-1.6	0.74	1.43	
ETH_00038150	1.3	3.99	3.58	
ETH_00038155	-1.4	3.48	3.94	
ETH_00038160	1.6	0.7	0	
ETH_00038165	-287.7	0.71	8.88	
ETH_00038170	7.6	4.38	1.46	
ETH_00038175	1	0	0	
ETH_00038180	-1.3	2.04	2.39	
ETH_00038185	1	0.12	0.06	
ETH_00038190	2.1	5.23	4.14	
ETH_00038195	-1.4	3.75	4.21	
ETH_00038200	3.4	5.89	4.11	
ETH_00038205	19.8	4.51	0.2	
ETH_00038210	9.4	11.11	7.87	
ETH_00038215	12.4	7.18	3.55	
ETH_00038220	4.8	6.4	4.14	
ETH_00038225	1.4	8.32	7.82	
ETH_00038230	-4.1	3.31	5.36	
ETH_00038235	-2.8	4.54	6.01	
ETH_00038240	1.2	0.34	0.13	
ETH_00038245	3	1.59	0	
ETH_00038250	-2.2	7.34	8.48	
ETH_00038255	5.9	5.86	3.3	
ETH_00038260	21.6	4.43	0	
ETH_00038265	-13.7	0.06	3.84	
ETH_00038270	-26.6	0.37	5.1	
ETH_00038275	-7.1	0.41	3.23	
ETH_00038280	-1.5	0.26	0.85	
ETH_00038285	1.8	0.81	0	
ETH_00038290	7.2	3.84	0.99	
ETH_00038295	-6.8	1.09	3.85	
ETH_00038300	-7	0.75	3.55	
ETH_00038305	-9.9	2.99	6.3	
ETH_00038310	-1.4	5.69	6.14	
ETH_00038315	2.5	1.59	0.29	
ETH_00038320	-9.7	4.73	8.01	
ETH_00038325	-15.8	0.87	4.85	
ETH_00038330	1.3	0.86	0.43	
ETH_00038335	-3.8	3.14	5.07	
ETH_00038340	-54	1.44	7.19	
ETH_00038345	1.5	3.84	3.26	
ETH_00038350	2.1	2.72	1.65	
ETH_00038355	5.1	4.58	2.23	
ETH_00038360	-2.3	4.98	6.19	
ETH_00038365	-1.9	5.1	6.05	
ETH_00038370	-1.1	0.11	0.22	
ETH_00038375	-4.6	0.63	2.84	
ETH_00038380	-5.7	0.77	3.27	
ETH_00038385	4.5	3.41	1.23	
ETH_00038390	-14.4	0.75	4.59	
ETH_00038395	-1.1	0	0.09	
ETH_00038400	-3.9	2.27	4.22	
ETH_00038405	4.4	3.67	1.52	
ETH_00038410	3.6	5.77	3.91	
ETH_00038415	1.4	0.46	0	
ETH_00038420	2.8	2.21	0.73	
ETH_00038425	14.7	7.48	3.6	
ETH_00038430	-1.9	4.18	5.1	
ETH_00038435	7.3	4.85	1.98	
ETH_00038440	3.3	4.77	3.06	
ETH_00038445	-30.6	0.74	5.67	
ETH_00038450	-1.9	5.16	6.11	
ETH_00038455	9.7	5.39	2.12	
ETH_00038460	11.3	6.23	2.74	
ETH_00038465	-41	1.54	6.9	
ETH_00038470	-1.2	3.34	3.64	
ETH_00038475	3.6	2.62	0.78	
ETH_00038480	13.8	5.75	1.96	
ETH_00038485	-19.5	3.88	8.17	
ETH_00038490	1.7	3.88	3.08	
ETH_00038495	-8.2	0.15	3.19	
ETH_00038500	-8.8	0.31	3.44	
ETH_00038505	1.1	0.5	0.39	
ETH_00038510	5.7	5.89	3.39	
ETH_00038515	1.2	0.65	0.43	
ETH_00038520	-21.8	2.94	7.39	
ETH_00038525	-2.2	6.24	7.37	
ETH_00038530	-26.4	0	4.72	
ETH_00038535	-215	0.08	7.83	
ETH_00038540	1.3	4.56	4.17	
ETH_00038545	-3.3	3.53	5.26	
ETH_00038550	1.1	4.04	3.9	
ETH_00038555	-1	3.95	3.98	
ETH_00038560	1.1	1.1	1.01	
ETH_00038565	4	6.54	4.54	
ETH_00038570	1.2	1.33	1.11	
ETH_00038575	3.3	3.67	1.96	
ETH_00038580	41.1	5.95	0.59	
ETH_00038585	1	0	0	
ETH_00038590	1	0	0	
ETH_00038595	2.2	2.94	1.77	
ETH_00038600	-1.4	1.69	2.14	
ETH_00038605	-49.9	0.79	6.43	
ETH_00038610	1.8	1.14	0.27	
ETH_00038615	-16.2	3.66	7.68	
ETH_00038620	-4.6	1.91	4.12	
ETH_00038625	51.1	6.11	0.43	
ETH_00038630	21.4	4.68	0.27	
ETH_00038635	3	3.78	2.22	
ETH_00038640	-1	0.22	0.22	
ETH_00038645	-6.8	0.76	3.54	
ETH_00038650	4	3.2	1.2	
ETH_00038655	-1.1	6.69	6.85	
ETH_00038660	3.1	2.61	1	
ETH_00038665	1.3	4.25	3.82	
ETH_00038670	-1	0.69	0.7	
ETH_00038675	2.7	5.02	3.59	
ETH_00038680	12.2	4.26	0.65	
ETH_00038685	1.3	2.22	1.87	
ETH_00038690	-1.1	0	0.07	
ETH_00038695	-24.7	2.99	7.62	
ETH_00038700	-1.1	6.21	6.39	
ETH_00038705	1.2	0.39	0.09	
ETH_00038710	-1.1	3.24	3.33	
ETH_00038715	-1.1	0	0.11	
ETH_00038720	2.5	5.95	4.62	
ETH_00038725	3	2.61	1.02	
ETH_00038730	-53	1.57	7.3	
ETH_00038735	376.7	8.66	0.11	
ETH_00038740	1.8	1.1	0.26	
ETH_00038745	-5.1	0.3	2.64	
ETH_00038750	12.7	7.06	3.4	
ETH_00038755	-72.9	0.54	6.72	
ETH_00038760	-1.1	5.5	5.69	
ETH_00038765	-141.6	0	7.15	
ETH_00038770	-2.2	0.31	1.44	
ETH_00038775	-1.9	0	0.94	
ETH_00038780	-1.1	0	0.16	
ETH_00038785	-61	1.16	7.09	
ETH_00038790	2.9	1.87	0.33	
ETH_00038795	-29.4	0	4.88	
ETH_00038800	-2.3	3.04	4.24	
ETH_00038805	-2	3.87	4.87	
ETH_00038810	28	6.42	1.61	
ETH_00038815	6	4.46	1.89	
ETH_00038820	-2.4	3.99	5.28	
ETH_00038825	1	0	0	
ETH_00038830	-1.9	6.61	7.56	
ETH_00038835	-7.4	2.52	5.41	
ETH_00038840	-8.7	1.37	4.49	
ETH_00038845	-7.3	0.32	3.19	
ETH_00038850	7.7	3.71	0.76	
ETH_00038855	-2.3	3.05	4.26	
ETH_00038860	2.2	5.85	4.68	
ETH_00038865	-14.3	0.72	4.55	
ETH_00038870	1.2	0.45	0.19	
ETH_00038875	-1.3	0.23	0.61	
ETH_00038880	-1.1	0.09	0.23	
ETH_00038885	-2.1	0.7	1.77	
ETH_00038890	-2.4	3.88	5.16	
ETH_00038895	-1.6	0	0.67	
ETH_00038900	-2.8	0.66	2.16	
ETH_00038905	68	6.55	0.46	
ETH_00038910	-1.5	3.62	4.18	
ETH_00038915	-27.5	0.1	4.88	
ETH_00038920	2.8	1.82	0.31	
