,DESeq normalised counts,,,DE of gametocytes over merozoites,,,,DE of gametocytes over sporozoites,,,
gene ID,gametocyte,merozoite,sporozoite,fold change,log2 fold change,p-value,adjusted p-value,fold change,log2 fold change,p-value,adjusted p-value
ETH_00038835,584.4589794443,1056.9485554804,477.2262775595,0.5529682371,-0.8547314815,0.1665233542,0.2494842503,1.2246999106,0.2924282875,0.6532035018,0.7230468865
ETH_00011110,20431.0818539125,36960.3845975393,59.4962717095,0.5527832591,-0.8552141703,0.080818792,0.1372400258,343.4010445844,8.4237506176,2.86E-31,3.91E-29
ETH_00036210,106.004353984,191.8127938233,144.81756098,0.5526448568,-0.8555754279,0.3100283158,0.4126474622,0.7319854945,-0.4501130355,0.4257780449,0.5080936544
ETH_00028555,117.7003031567,213.1137416098,194.3558643831,0.5522886618,-0.8565055851,0.2485800221,0.3455803934,0.6055917249,-0.7235826031,0.24553869,0.3181686801
ETH_00036385,139.457351442,252.5322890479,575.584652081,0.5522357239,-0.8566438767,0.1750532405,0.2594518789,0.242288169,-2.0452041357,0.0010530386,0.0027072225
ETH_00028200,164.3922543198,297.6926988234,188.2148118238,0.5522213174,-0.8566815136,0.2762126139,0.3763123621,0.8734288908,-0.1952378423,0.8055131922,0.8549827162
ETH_00000755,2953.6138698991,5349.1691202298,47840.451992111,0.5521631123,-0.856833584,0.6728056136,0.7639923358,0.061738837,-4.0176778821,0.1394445704,0.1958767467
ETH_00011120,701.0131569117,1269.8227775303,639.7760183373,0.5520559005,-0.857113735,0.2034965607,0.2929477154,1.0957165271,0.1318746068,0.5991851388,0.6740813876
ETH_00038210,710.1260555962,1287.0303134951,15802.8333745952,0.5517555011,-0.8578989863,0.4484171343,0.556042122,0.0449366287,-4.4759642975,9.39E-05,0.0003052977
ETH_00037460,90.2352474943,163.5634156968,204.8376323634,0.5516835602,-0.8580871051,0.2457642268,0.3420828078,0.4405208479,-1.1827177977,0.079389217,0.1203782864
ETH_00038290,2027.1419875255,3675.9264208153,790.0444025044,0.5514642448,-0.8586607459,0.0623623623,0.1104199871,2.5658583,1.3594414995,0.0487067008,0.0789093349
ETH_00013765,1761.7773197862,3196.1775146534,960.1426400048,0.5512138521,-0.8593159513,0.1140488042,0.1826542547,1.8349120707,0.8757109306,0.0904143508,0.1345450524
ETH_00035915,266.7452630822,484.4393951016,1182.9901007754,0.5506266951,-0.8608535396,0.5877228289,0.6876264132,0.2254839351,-2.1489034446,0.1846561493,0.2486330042
ETH_00029775,4863.4739362397,8833.7436246535,7511.0936965263,0.5505563828,-0.8610377764,0.1031723137,0.1683075612,0.6475054277,-0.6270358087,0.1717434903,0.2338591305
ETH_00019990,11076.6498946885,20121.7731936937,9167.0866261517,0.5504808045,-0.8612358377,0.1237391907,0.1952605285,1.2083064496,0.2729863961,0.3963243437,0.4786828835
ETH_00011775,8345.7487482016,15170.4715549414,11061.0773427997,0.5501311359,-0.8621525371,0.0997188706,0.1634629852,0.7545149979,-0.4063785166,0.4481566421,0.5298973591
ETH_00003590,1503.1258530676,2732.3416972947,1684.5628816205,0.550123674,-0.8621721058,0.178397961,0.2632545683,0.8922942975,-0.164408475,0.8949040402,0.9260416864
ETH_00035650,187.635318407,341.4021193194,1694.8136317284,0.5496020903,-0.8635406038,0.1686869346,0.2517623615,0.1107114758,-3.1751233222,1.70E-07,9.31E-07
ETH_00025435,34.9493355481,63.598202071,123.7293700014,0.5495333895,-0.8637209534,0.5474578464,0.6514091537,0.2824659622,-1.823851065,0.0983389302,0.1444722696
ETH_00035220,204.3917389745,372.2164821598,846.0770227376,0.5491206026,-0.8648050538,0.2731918566,0.3730882353,0.2415758063,-2.0494521181,0.0179341067,0.0330336653
ETH_00003530,816.4731519637,1488.1265002718,1600.7309136372,0.5486584318,-0.8660198183,0.1286657764,0.201605108,0.5100627126,-0.9712534564,0.0548594282,0.087499976
ETH_00007055,673.8149650987,1228.446236571,1505.5625515489,0.5485099348,-0.8664103435,0.0525937519,0.0965135544,0.4475502957,-1.1598782734,0.0093239387,0.0187278579
ETH_00015575,386.1356599116,703.97744266,4304.5977711558,0.5485057283,-0.8664214074,0.1837021518,0.269816232,0.0897030757,-3.4786987366,4.69E-09,3.25E-08
ETH_00030780,2.6971754166,4.9185256305,11.4516927629,0.548370715,-0.866776567,0.7096217069,0.7940383191,0.2355263516,-2.0860396114,0.2745156495,0.3499740222
ETH_00035760,196.1627347882,357.720461285,259.7043510144,0.5483687852,-0.866781644,0.212266323,0.3032755921,0.7553309524,-0.4048191872,0.5196426612,0.5994171015
ETH_00043610,2882.8384990599,5257.6734603098,1560.3638297836,0.5483106779,-0.8669345257,0.0994148502,0.1630818218,1.8475425052,0.8856075559,0.1005516083,0.1474392079
ETH_00015700,1102.3794851615,2010.7235003855,5496.9071827127,0.5482501622,-0.8670937613,0.1379642048,0.2134619984,0.2005454064,-2.3179991737,0.0001688245,0.0005210353
ETH_00039030,232.3388633885,424.0690015141,304.7276851159,0.5478798558,-0.8680685347,0.178468852,0.2633165921,0.7624475055,-0.3912900833,0.8664542336,0.9034400432
ETH_00019035,2006.6431687157,3662.6790262668,166.1730618769,0.5478621398,-0.8681151857,0.1348680928,0.2094429785,12.075622523,3.5940256597,5.27E-09,3.63E-08
ETH_00028420,2170.3690282154,3964.6874386551,20928.1605934759,0.5474250018,-0.8692667684,0.1575954488,0.2386161426,0.1037056754,-3.2694332463,5.53E-08,3.24E-07
ETH_00025425,348.2338477707,636.6193790492,1062.2655207438,0.5470047869,-0.8703746366,0.1544070437,0.2344889924,0.3278218496,-1.6090160804,0.0042402379,0.0093479132
ETH_00030410,611.6359116541,1119.426083298,3073.0371636408,0.5463834734,-0.8720142481,0.1386565494,0.2143514667,0.1990330344,-2.3289201934,6.62E-05,0.0002221734
ETH_00019395,4772.9254054261,8736.0429335802,1485.282734491,0.5463486663,-0.8721061573,0.0934154357,0.1548815893,3.2134793562,1.6841362044,0.0039944183,0.0088614366
ETH_00007325,2.0151065382,3.6888942229,11.572322773,0.5462630307,-0.8723323054,0.7520119761,0.827866466,0.1741315532,-2.5217504475,0.2452265005,0.3178990582
ETH_00027585,331.6807278494,607.6269206844,443.3481989352,0.5458624636,-0.8733906019,0.124397191,0.1960276288,0.7481269319,-0.4186450273,0.345530912,0.4254689009
ETH_00015185,939.1826044761,1721.3685430164,108.2677846102,0.5456022816,-0.8740784176,0.1171040379,0.186695307,8.6746266016,3.1168016584,1.10E-07,6.21E-07
ETH_00035540,110.6230797916,202.9051502296,148.7617809854,0.5451960173,-0.8751530717,0.3758530199,0.4810328172,0.7436256749,-0.4273515123,0.4428850689,0.5242733563
ETH_00043420,94.9519627355,174.204183823,349.2980106916,0.545061322,-0.8755095457,0.3748831332,0.480195663,0.2718365402,-1.8791886989,0.093977192,0.1391129733
ETH_00033730,356.7528528074,655.4737967354,50.7780858477,0.5442671463,-0.8776131419,0.1203341549,0.1908777519,7.0257247167,2.8126470497,9.70E-06,3.84E-05
ETH_00000355,109.9257665642,202.0662621674,145.7601201411,0.5440085118,-0.8782988702,0.3721694504,0.4776584703,0.7541552961,-0.4070664602,0.4306497949,0.5126493096
ETH_00021705,79.6765794246,146.5086723119,41.8794900554,0.5438352431,-0.878758447,0.1445862112,0.2216778006,1.9025202866,0.9279118373,0.2895400183,0.3664253341
ETH_00013020,422.4266208975,776.8709371686,171.667400356,0.5437539245,-0.8789741865,0.102688517,0.1676082341,2.4607270805,1.2990846572,0.0431713429,0.0710218213
ETH_00031790,259.6589402264,477.5962700448,55.3713103917,0.543678744,-0.8791736702,0.1751989474,0.2596256612,4.6894129539,2.2294073297,0.001599971,0.0039428932
ETH_00021040,2164.9227861935,3982.6503709579,2833.7452776163,0.5435884611,-0.879413263,0.1256299937,0.1974587532,0.7639793186,-0.3883945108,0.7888099187,0.8405652461
ETH_00021865,1986.9971306537,3655.3804527514,11407.1084812377,0.5435814839,-0.8794317807,0.069212228,0.1203530337,0.174189378,-2.5212714436,2.04E-06,9.20E-06
ETH_00008175,1124.3778466175,2069.0512565484,2491.8021782951,0.5434267726,-0.8798424515,0.1314198977,0.2050752774,0.4512307824,-1.1480626048,0.039301162,0.0656207341
ETH_00041340,198.5027641613,365.3317153947,292.3064005689,0.5433493885,-0.8800479061,0.1109750749,0.1786724163,0.6790914047,-0.5583223228,0.2203473646,0.2896228813
ETH_00043635,380.626277321,700.8355279258,4596.8344520714,0.5431035702,-0.8807007478,0.4256172248,0.5331229668,0.082801824,-3.5941936411,0.0008782561,0.0022939337
ETH_00020630,1795.1503327712,3306.9384827028,15825.4628785741,0.5428435824,-0.8813915421,0.2183920564,0.3102785927,0.1134343018,-3.1400711266,0.0001380629,0.0004350382
ETH_00042860,51.8190234444,95.491805764,435.7032451102,0.542654137,-0.8818951121,0.3863232655,0.491948845,0.1189319199,-3.0717921259,0.0002077979,0.0006273662
ETH_00039270,2453.8295758362,4522.1661230778,2560.6218790205,0.5426226081,-0.8819789369,0.0613947567,0.109219038,0.9582943878,-0.0614591753,0.8633158779,0.9011935546
ETH_00034690,118.5716281912,218.7432032295,2135.9012916216,0.5420585711,-0.8834793471,0.2144516646,0.3055844116,0.0555136273,-4.1710142276,8.12E-11,7.27E-10
ETH_00035910,169.9880945413,313.6039128576,46.8166791544,0.5420471097,-0.8835098523,0.1529123475,0.2326450323,3.6309302072,1.8603391993,0.0089145792,0.0180418793
ETH_00022575,6057.5414178951,11185.7503731295,14925.4442584494,0.5415409084,-0.8848577708,0.144109352,0.2211324802,0.405853341,-1.3009696051,0.047380488,0.0770469147
ETH_00043385,91.9729419567,169.8459953192,61.5291616434,0.541507863,-0.8849458083,0.1810358351,0.2665436437,1.4947862038,0.5799391535,0.4926768354,0.5733604132
ETH_00037745,713.2390384617,1317.3973648494,220.2484647093,0.5414000798,-0.8852329947,0.1454570725,0.2227135978,3.2383382985,1.6952537071,0.0029170028,0.0067000364
ETH_00008485,11449.4401678289,21150.7265957583,111.4102541948,0.5413260918,-0.8854301674,0.0954415018,0.1578695182,102.7682797295,6.6832512234,1.54E-24,7.67E-23
ETH_00043715,950.070515698,1755.3953712925,140.5880646364,0.5412287917,-0.8856895067,0.1131888924,0.1814363061,6.757831955,2.7565604759,7.06E-06,2.88E-05
ETH_00033190,144.3121895645,266.7948442587,817.1169939345,0.5409107135,-0.8865376225,0.2227901675,0.3158406572,0.1766114163,-2.5013494921,5.58E-05,0.0001898588
ETH_00023770,906.6352127202,1678.9694270119,593.9242115469,0.5399950697,-0.8889818598,0.1882031446,0.2751426841,1.5265166752,0.6102433492,0.0717322858,0.1104501157
ETH_00008455,2318.5616993298,4293.7125708143,834.9718342837,0.5399899646,-0.8889954989,0.1035314225,0.1687238559,2.7768142638,1.4734306811,0.0038067294,0.0084923627
ETH_00013750,7.5309798741,13.9486247707,10977.8863525431,0.5399084138,-0.8892133954,0.2842170208,0.3849756677,0.0006860136,-10.509475099,1.35E-16,2.50E-15
ETH_00035625,103.3324893484,191.6015583337,10.4628074152,0.5393092324,-0.8908153635,0.1467336645,0.2244046186,9.8761723549,3.303952014,7.24E-05,0.00024097
ETH_00035610,188.8675884341,350.2878818006,96.3193149928,0.5391781967,-0.8911659369,0.1147075981,0.1834195803,1.9608485427,0.971478105,0.1677686907,0.2292646885
ETH_00014890,436.9371769623,811.23956334,36.9148845866,0.5386043737,-0.8927021496,0.0833773299,0.1407725311,11.8363414069,3.5651513102,1.58E-05,6.02E-05
ETH_00029225,554.6719522265,1029.9132574062,1990.5654892822,0.5385618141,-0.8928161536,0.2519649249,0.3493811512,0.2786504414,-1.8434716561,0.0014575695,0.0036290668
ETH_00040675,78.9540551021,146.6111589548,220.3031882731,0.5385269148,-0.8929096446,0.1430731628,0.2199123209,0.3583881637,-1.4804051039,0.0086001276,0.0175138215
ETH_00025990,1287.7697754506,2392.6508588354,2004.0463461661,0.5382188424,-0.8937351961,0.0958023231,0.158380213,0.6425848274,-0.6380411783,0.3767311158,0.4586466004
ETH_00021250,407.3738938719,757.0846422366,13.9346182798,0.5380823638,-0.8941010732,0.0839645202,0.1415805364,29.234664753,4.8696081423,8.24E-12,8.30E-11
ETH_00019315,163.4464393747,303.8406475539,910.0808648791,0.5379347388,-0.8944969365,0.0922823582,0.1532172943,0.1795955125,-2.4771767923,2.53E-05,9.28E-05
ETH_00033545,2615.7913637409,4864.8421258459,1223.8435974335,0.5376929602,-0.8951455117,0.1269363692,0.1992717536,2.1373575588,1.0958282768,0.0627855168,0.098478653
ETH_00013085,3951.1999224221,7352.645492242,12586.7046060365,0.5373847993,-0.8959725816,0.230883139,0.324938726,0.3139185391,-1.671537862,0.0288956014,0.050025271
ETH_00014365,1207.4391808581,2247.1234258349,2580.2843616409,0.5373265958,-0.8961288465,0.10567272,0.171436326,0.4679481063,-1.0955795456,0.0216273372,0.0388672569
ETH_00043230,290.9639858678,541.5791615652,2721.1542799025,0.5372510734,-0.8963316349,0.1387803898,0.2144339164,0.1069266774,-3.2253062553,6.22E-08,3.62E-07
ETH_00035765,253.9920764396,472.8222893809,432.516376767,0.5371829589,-0.8965145562,0.1248558927,0.1966825217,0.5872426805,-0.7679712686,0.1217557433,0.174126871
ETH_00011115,1171.9294780433,2182.8306723607,1421.2154229378,0.5368851981,-0.8973144644,0.1266625283,0.1989445529,0.824596651,-0.2782394931,0.7272656678,0.7874413141
ETH_00035600,613.8761632743,1143.5093051839,3586.9650074424,0.5368353021,-0.8974485492,0.107144548,0.1733310028,0.1711408285,-2.5467441148,8.16E-06,3.28E-05
ETH_00009890,849.3744493559,1584.2500270947,508.1174899587,0.5361366166,-0.8993274245,0.2077438715,0.2981681742,1.6716103384,0.7412385865,0.086488239,0.1296615825
ETH_00041345,114.5397035429,213.7252179041,464.7267909533,0.5359203966,-0.8999093702,0.2689462573,0.3680614446,0.2464667537,-2.0205350424,0.017154267,0.0317697303
ETH_00034200,80.0334696117,149.3586784726,290.1686230036,0.5358474675,-0.9001057083,0.1895345065,0.2765573065,0.2758171052,-1.8582161645,0.0030710044,0.0070133135
ETH_00012975,242.2996271582,452.2063955383,154.6973912094,0.5358164536,-0.9001892114,0.0799549969,0.1360010051,1.5662812751,0.6473433172,0.304567891,0.3824320606
ETH_00012725,6172.0841485137,11522.3423967165,23992.4911959455,0.5356622756,-0.9006043981,0.2066641677,0.2969950272,0.2572506581,-1.9587533273,0.0057326162,0.0121976225
ETH_00032745,1706.2439235203,3186.7350669164,200.1133998208,0.535420701,-0.9012551758,0.1663467202,0.2493424471,8.5263851649,3.0919342281,4.29E-08,2.57E-07
ETH_00024470,798.1170362386,1490.6593407366,1456.2388491452,0.5354120921,-0.9012783728,0.1289077146,0.2019033182,0.5480673975,-0.8675747781,0.1746245496,0.2370773491
ETH_00030990,1847.5788038779,3450.8952089903,2835.2149270979,0.5353911643,-0.9013347648,0.1876369277,0.2744908335,0.6516538786,-0.6178222044,0.4410487069,0.5225417536
ETH_00041050,56.8258392219,106.2350605332,58.9627863349,0.5349066395,-0.9026409838,0.2172515559,0.3088987371,0.9637576979,-0.0532576164,0.6758366911,0.7425529676
ETH_00014740,2162.0081808665,4043.6123020496,24114.3553844807,0.5346724709,-0.9032726974,0.4256686556,0.5331229668,0.0896564783,-3.4794483578,0.0060421999,0.0127821134
ETH_00040345,50.4469295714,94.3773937143,38.6141448849,0.5345234445,-0.9036748681,0.1807252978,0.2661723353,1.3064365331,0.38563704,0.941297175,0.9623082726
ETH_00020885,153.0887958096,286.4400377875,373.1913342514,0.5344532035,-0.9038644632,0.2051619952,0.295065896,0.4102153018,-1.2855467868,0.0408046605,0.0676753015
ETH_00029725,2665.785046612,4988.9233305295,1899.1154444548,0.5343407525,-0.9041680437,0.117205218,0.1867913378,1.4036982609,0.4892328471,0.2608942904,0.3353404642
ETH_00028700,4700.3398211751,8801.5498647736,7539.7478065218,0.5340354703,-0.904992527,0.0766863638,0.1311993968,0.6234080956,-0.681751205,0.1652689796,0.2262875714
ETH_00009685,1326.5303749849,2485.7772241984,4068.0566897734,0.5336481331,-0.9060392967,0.1000949905,0.1639617044,0.3260845352,-1.6166820729,0.0075630845,0.0156454051
ETH_00016000,1391.4413390652,2610.1674576053,13739.3666502802,0.5330850843,-0.9075622789,0.2343186921,0.3292152366,0.1012740525,-3.3036635078,3.43E-05,0.0001221256
ETH_00001675,202.6580790548,380.1835167255,747.6318420456,0.5330533023,-0.9076482935,0.398136637,0.5046677794,0.271066677,-1.8832803253,0.0616270709,0.0968440503
ETH_00006205,2411.310053657,4527.2026867067,1095.2699874333,0.5326269267,-0.9088027297,0.1039617744,0.1691418028,2.2015668112,1.1385306266,0.1042987034,0.1524194031
ETH_00013715,628.5247452101,1180.4687981144,2258.3766656301,0.5324365593,-0.9093184589,0.1521803559,0.2317555665,0.2783082002,-1.8452446773,0.003953372,0.0087852711
ETH_00040435,154.9508677212,291.1857343811,58.1706028325,0.5321375652,-0.9101288435,0.1737977372,0.258010178,2.66373151,1.4134486737,0.0178692115,0.0329273742
ETH_00039625,1170.8604688728,2200.3618445327,4776.6728074181,0.5321217834,-0.9101716307,0.1609359554,0.2425069623,0.2451205088,-2.028436898,0.0005468233,0.0015073431
ETH_00028570,4523.3605638792,8501.6257315181,773.7180155992,0.5320583035,-0.9103437484,0.08404645,0.1416401569,5.8462650122,2.5475152282,3.02E-06,1.32E-05
ETH_00021495,21953.2100254771,41264.9424344053,74640.3528035212,0.5320063165,-0.9104847199,0.2245951628,0.3179035472,0.2941198588,-1.7655238976,0.0331091753,0.0563822356
ETH_00033775,406.4456462466,764.3439760688,890.5498250934,0.5317575057,-0.9111596029,0.0720552335,0.12441937,0.456398547,-1.1316338961,0.0483946922,0.0784732485
ETH_00034985,7250.6698512894,13637.3919225382,50.1162611251,0.5316756967,-0.9113815737,0.0918377874,0.15260025,144.6769908313,7.1766916863,2.60E-25,1.42E-23
ETH_00010270,1286.8413091425,2421.0197331138,4918.9417902397,0.531528633,-0.9117806843,0.1310870423,0.2047309439,0.2616093794,-1.9345138285,0.0007570729,0.0020130008
ETH_00019850,7056.5014984489,13276.9325929902,8748.4445677629,0.5314858269,-0.9118968748,0.1206844629,0.1912909843,0.8066006984,-0.3100734399,0.7505729999,0.807807388
ETH_00032495,1055.2003703803,1986.1941191925,2522.2047389145,0.531267493,-0.9124896544,0.1254801592,0.1973252279,0.4183642803,-1.2571684145,0.0162476169,0.030373096
ETH_00013950,5998.4388372412,11291.0356030365,1605.3066468903,0.5312567463,-0.9125188381,0.0914910025,0.1521348473,3.7366311594,1.9017381632,0.0009394145,0.002440453
ETH_00027565,3.8750681341,7.2977402848,45.4809559916,0.530995621,-0.9132281315,0.8234627435,0.8824611313,0.0852019939,-3.5529689973,0.1837554894,0.2476022776
ETH_00025835,598.6625814134,1127.6231399643,62.596730863,0.5309066125,-0.9134699844,0.1165857869,0.1860641455,9.5637994694,3.2575838804,2.70E-08,1.67E-07
ETH_00018200,6176.715860116,11638.2844733612,54.3840019908,0.5307239116,-0.9139665445,0.1107955853,0.1784464114,113.5759714991,6.8275138357,3.16E-24,1.52E-22
ETH_00004795,554.7998727684,1046.0637826926,1773.7877116609,0.5303690673,-0.9149314592,0.0900181201,0.1502332775,0.3127769288,-1.6767939951,0.0034568162,0.0077914459
ETH_00015585,978.8275677915,1845.606192151,1617.5456061202,0.5303555937,-0.9149681102,0.112831641,0.1809272622,0.6051313571,-0.7246797498,0.1642035036,0.2251989958
ETH_00016465,7935.2162596884,14982.9590209945,28599.1323268999,0.5296160958,-0.9169811266,0.1371823888,0.2124685308,0.2774635317,-1.8496299308,0.0017737624,0.0043154485
ETH_00010865,15047.4400096053,28416.3430724301,209.334376146,0.5295347108,-0.9172028396,0.1319963947,0.2057637289,71.8823171169,6.1675650096,1.31E-22,4.91E-21
ETH_00005490,368.3349259281,695.67706612,185.0324388809,0.5294625105,-0.9173995595,0.1875131256,0.2743537136,1.9906505484,0.9932399833,0.0410289124,0.0679979805
ETH_00012145,53.2413833369,100.6440053661,38.5123486678,0.5290069999,-0.9186412825,0.2144462958,0.3055844116,1.3824496604,0.4672269481,0.4677711636,0.549702979
ETH_00028345,4458.9910195195,8431.1168806368,2558.0258691666,0.5288731117,-0.9190064654,0.1249893456,0.1968350314,1.7431375786,0.8016864399,0.0539628353,0.0863254578
ETH_00038790,59.8987716903,113.2829505682,351.5220218537,0.5287536332,-0.9193324236,0.2875217395,0.3881266979,0.1703983477,-2.553016749,0.0028988057,0.0066665981
ETH_00028505,43.0822612446,81.4823360587,21.1312364996,0.5287312972,-0.9193933681,0.2305067633,0.3245091357,2.0387950911,1.0277167847,0.2679790616,0.3430251822
ETH_00012150,3532.7960834808,6682.0917598181,2123.0835957559,0.5286961345,-0.9194893164,0.087386033,0.1464566798,1.6639929255,0.7346492998,0.0879701072,0.1315172486
ETH_00030090,1175.9431648129,2224.4487182895,8456.1238215436,0.5286447627,-0.9196295053,0.0659705937,0.1156862765,0.1390640901,-2.8461781679,1.32E-07,7.33E-07
ETH_00018525,172.0630121627,325.5994458241,178446.099021736,0.528449954,-0.920161245,0.6272399962,0.7229582775,0.0009642296,-10.0183356487,0.0002891024,0.0008471458
ETH_00010955,5669.429777426,10738.0728014145,9288.7518023628,0.5279746079,-0.9214595476,0.1761187153,0.2607345705,0.6103543186,-0.7122811057,0.4166417716,0.4990765827
ETH_00000915,693.9030460824,1315.760813818,1501.6734111435,0.5273778021,-0.923091247,0.1789980841,0.2639693743,0.4620865236,-1.11376508,0.0311734687,0.0535426796
ETH_00032830,111.2039487475,210.9908477166,1735.2819268731,0.5270557939,-0.9239724019,0.2211646045,0.3137779275,0.0640840817,-3.96389015,1.80E-10,1.52E-09
ETH_00036280,77.0844823027,146.2877310553,148.3652332047,0.5269374386,-0.9242964089,0.1213326991,0.1920276751,0.5195589333,-0.9446406923,0.0723760334,0.1112916679
ETH_00031360,5321.546518538,10100.8861004451,57.822258229,0.5268395728,-0.9245643791,0.0691617387,0.1202881632,92.0328378989,6.5240768106,2.21E-22,8.02E-21
ETH_00040935,38.5564801855,73.1886383378,91.7929326129,0.5268096396,-0.9246463505,0.171257309,0.2547361733,0.4200375681,-1.2514097267,0.1195242263,0.1713904059
ETH_00007160,2624.5991624186,4984.8451511148,638.3022330359,0.5265156856,-0.9254515832,0.0670681531,0.1173403315,4.11184393,2.0397855063,0.0020839751,0.0049789285
ETH_00024975,164.2035866239,311.9134040182,203.8797323638,0.5264396608,-0.9256599121,0.1583216122,0.2392788454,0.8053943603,-0.3122327249,0.7340747827,0.7934070807
ETH_00007905,188.1333857938,357.4417020419,24.4583108638,0.5263330628,-0.9259520712,0.1216406383,0.192414907,7.6920023971,2.9433592123,7.40E-05,0.0002457636
ETH_00043685,329.7663553978,626.7406860798,613.8369165422,0.5261607595,-0.926424437,0.1672039404,0.2501752628,0.5372214452,-0.8964111985,0.0879321248,0.1314819234
ETH_00010970,448.4683630093,852.7788109538,178.1949934171,0.5258906029,-0.9271653773,0.219385034,0.3115438211,2.5167281887,1.3315494112,0.0059582112,0.0126301092
ETH_00030690,722.6226608284,1375.3082873139,2267.365673578,0.5254259481,-0.9284406453,0.1522748534,0.2318297618,0.3187058308,-1.6497026809,0.0044540844,0.0097466347
ETH_00000825,2764.690944194,5263.2657653229,15584.4861315176,0.5252805136,-0.9288400294,0.1051755847,0.1707816399,0.1774001992,-2.4949204652,1.36E-05,5.22E-05
ETH_00016640,2225.7718827679,4237.8546164642,16159.4232364311,0.525211949,-0.9290283557,0.4441165663,0.5513087824,0.1377383246,-2.8599980613,0.054799203,0.0874343667
ETH_00018190,1283.1428147319,2443.1535150664,4695.8241357191,0.5251994223,-0.9290627655,0.0870428866,0.1460507334,0.2732518888,-1.8716966264,0.0005787039,0.0015828389
ETH_00002670,586.5087617661,1116.9023236771,928.072526278,0.5251209075,-0.9292784578,0.0640167881,0.1128456674,0.6319643618,-0.6620848917,0.2080203734,0.2754758739
ETH_00016900,11512.6180882436,21929.5279909154,5459.5146473266,0.5249824845,-0.9296588054,0.0896820759,0.1497272206,2.1087255611,1.0763713486,0.0524137985,0.0841888647
ETH_00001390,1483.2890450208,2827.2240121741,4376.6644863589,0.5246450365,-0.9305864384,0.1409193258,0.2171504692,0.3389085569,-1.5610320319,0.0165036371,0.0307700622
ETH_00022205,1656.8800080356,3159.8996321035,49.9482212145,0.5243457707,-0.9314096091,0.1199540444,0.1904403517,33.1719522287,5.0518920147,3.61E-15,5.64E-14
ETH_00017370,1784.0511673676,3402.529012598,4395.0132028694,0.52433092,-0.9314504703,0.0922013735,0.1531220078,0.4059262362,-1.3007105063,0.0138730091,0.0265462217
ETH_00003840,52.278313413,99.7410371136,76.9586290382,0.5241404634,-0.9319746062,0.2789691468,0.3794446177,0.6793041153,-0.5578705007,0.3134419027,0.3916469087
ETH_00033290,336.2667646125,641.592279103,7184.9614429915,0.5241128604,-0.9320505854,0.3901221053,0.4959557042,0.046801471,-4.4173023144,0.0013052419,0.0032882331
ETH_00030675,900.9449481442,1719.8223708359,1291.3773051899,0.5238593028,-0.9327487075,0.1127978444,0.1809272622,0.6976620578,-0.5193997198,0.4767686646,0.5583228033
ETH_00003060,1611.2734724009,3076.7649853504,639.2356498563,0.5236907856,-0.9332128742,0.1199126533,0.1904077704,2.520625176,1.3337816013,0.0107370485,0.021169041
ETH_00039615,222.3709745361,424.6295469484,27.95892398,0.5236822923,-0.9332362722,0.1197908089,0.1902474048,7.9534882922,2.9915877457,2.09E-05,7.82E-05
ETH_00004425,1026.5651451987,1962.0854318766,1778.5262730202,0.5232010434,-0.9345626769,0.2595624807,0.3577954485,0.5771998765,-0.7928571037,0.1899583514,0.2546492754
ETH_00043915,222.1943407004,424.792878526,1023.3536672184,0.5230651264,-0.9349375085,0.0990348446,0.1625753729,0.2171237059,-2.2034108445,0.000182428,0.0005585027
ETH_00025115,450.8810145505,862.1895310571,551.1228713003,0.5229488393,-0.935258282,0.1313777487,0.2050752774,0.8181134154,-0.2896272364,0.7811925492,0.8347787856
ETH_00006110,1811.0793404382,3465.1753009662,45664.1317705681,0.5226515784,-0.9360785894,0.5380736636,0.6426736623,0.0396608732,-4.6561397481,0.0088695242,0.0179665726
ETH_00020455,3471.0289910303,6641.8109419644,3413.9597521464,0.5226027994,-0.9362132423,0.1287035899,0.2016297311,1.0167164358,0.0239173648,0.7534007413,0.8100053101
ETH_00020920,4131.7855138602,7907.2503845092,8227.1191442442,0.5225312609,-0.9364107445,0.1009010359,0.1651042059,0.5022153492,-0.9936219726,0.0686117896,0.1064866135
ETH_00011840,2013.1721786233,3853.9056009181,10603.632543234,0.5223719486,-0.9368506686,0.0962775778,0.1590218356,0.1898568411,-2.3970161106,3.17E-05,0.0001137823
ETH_00033685,431.192216708,825.5280005961,212.5776770162,0.5223229453,-0.9369860131,0.1156141806,0.184707369,2.0283983848,1.0203410307,0.0512661631,0.0825884724
ETH_00017190,531.2560073757,1017.2480135434,1232.5746076143,0.5222482623,-0.937192308,0.1145784238,0.1832451427,0.4310132661,-1.2141958203,0.0419504874,0.0693246374
ETH_00032770,1484.2382644754,2843.3541820552,2272.2331694087,0.522002596,-0.9378711132,0.0907282279,0.151233826,0.6532068471,-0.6143881812,0.2129539454,0.2811556846
ETH_00003325,397.9660759039,762.9574835949,131.6640250958,0.5216097679,-0.9389572086,0.0996528646,0.163412239,3.0225877996,1.5957842472,0.0101276623,0.0201235112
ETH_00008540,5884.1377339435,11281.5636213833,18244.8915829354,0.5215711165,-0.9390641165,0.0791261403,0.1348677199,0.3225087805,-1.6325896558,0.0041449838,0.0091599641
ETH_00040340,214.9727402543,412.493329194,32.3636920081,0.5211544649,-0.9402170588,0.169850957,0.2530981761,6.6424047108,2.7317056266,3.56E-06,1.54E-05
