,DESeq normalised counts,,,DE of gametocytes over merozoites,,,,DE of gametocytes over sporozoites,,,
gene ID,gametocyte,merozoite,sporozoite,fold change,log2 fold change,p-value,adjusted p-value,fold change,log2 fold change,p-value,adjusted p-value
ETH_00018755,447.4368350641,859.5384442863,956.6573151652,0.5205547675,-0.9418781375,0.1049444169,0.1705718458,0.4677085807,-1.0963181979,0.0269394774,0.047056753
ETH_00037270,1557.4107699203,2994.9313539371,2304.6188225216,0.5200155148,-0.9433734277,0.0974911468,0.1606694094,0.6757780309,-0.5653786446,0.3842489567,0.4663386895
ETH_00029445,1143.6309872464,2199.4079454202,1018.4795972467,0.5199721996,-0.9434936034,0.1073748354,0.1736419706,1.1228806059,0.1672045364,0.8579190864,0.8978109027
ETH_00025600,716.1947388264,1377.4404703587,61471.0800508185,0.5199460552,-0.9435661446,0.282141933,0.3827331246,0.0116509217,-6.4234121027,7.91E-10,6.09E-09
ETH_00042080,187.5250957412,360.8360773586,1400.899125939,0.5196960823,-0.9442599116,0.2658160736,0.3648470027,0.1338605273,-2.9011974921,0.0005134863,0.0014244501
ETH_00014395,10441.7024217134,20100.2694663388,71180.4706892961,0.5194807184,-0.9448578935,0.09717502,0.1603299969,0.1466933601,-2.7691245239,1.98E-06,8.97E-06
ETH_00003605,319.4581105971,615.0817303432,182.8740730553,0.51937506,-0.9451513564,0.117747513,0.1874167868,1.7468748044,0.8047762164,0.321353439,0.4002171993
ETH_00031150,897.0938683075,1728.4550478116,1039.8018084816,0.5190148679,-0.9461522277,0.08850527,0.1479791248,0.8627546721,-0.2129777136,0.5471662868,0.6256451363
ETH_00029900,7.1514009347,13.7885284488,62.8544289802,0.518648597,-0.9471707029,0.7122687315,0.7966094516,0.1137772,-3.1357166128,0.1864286685,0.2505776381
ETH_00017735,543.8256371475,1049.5163926113,82.5354096189,0.5181678352,-0.9485086306,0.1272209438,0.1996497921,6.5889978575,2.7200590577,2.00E-05,7.48E-05
ETH_00014730,1407.908588864,2717.6008385278,313.6612328368,0.518070413,-0.9487799012,0.0979671282,0.161316022,4.4886279893,2.1662745328,0.0001399712,0.000439841
ETH_00042230,196.6755145483,379.6937303005,904.6880050905,0.5179846251,-0.9490188186,0.182181316,0.2678843396,0.2173959569,-2.2016029854,0.0002391991,0.0007128372
ETH_00003805,158.786191496,306.5465253633,503.2128148413,0.5179839873,-0.9490205951,0.2645775198,0.3635239404,0.3155448089,-1.6640832054,0.0716252407,0.1103389032
ETH_00036525,77.0007932154,148.6893841916,8.6320187959,0.5178634213,-0.9493564358,0.1907496789,0.2780191806,8.9203690395,3.1571033963,0.0001148038,0.0003675335
ETH_00037275,499.4606942932,964.9950450767,1432.9081536285,0.5175785066,-0.9501503869,0.1255947542,0.1974373772,0.3485643466,-1.520503086,0.0103427411,0.0205108267
ETH_00013310,5071.4087646168,9798.3705731744,4627.5974322986,0.5175767467,-0.9501552923,0.1211431255,0.191794183,1.0959053459,0.1321231971,0.8526589536,0.8933307235
ETH_00013110,4786.0100487554,9249.4138314711,143854.878062771,0.5174392817,-0.9505385138,0.4245706283,0.5320398863,0.0332697098,-4.9096469069,0.0011334468,0.0028928317
ETH_00008930,113.1539436608,218.7367327182,18.1575397474,0.5173065459,-0.9509086477,0.1636216254,0.2456612984,6.2317882949,2.6396462233,0.000392765,0.0011141924
ETH_00024135,12584.7008675745,24328.276075929,14748.12592544,0.5172869968,-0.9509631685,0.0819039321,0.1386955227,0.8533084767,-0.2288607152,0.8688866361,0.9053818888
ETH_00016125,2449.7175152192,4738.6524264453,4988.9431160231,0.5169650134,-0.9518614482,0.1391534772,0.2148377847,0.491029354,-1.0261188228,0.1414642538,0.1983231929
ETH_00010800,28.1209465046,54.4047713532,66.7360816324,0.5168838285,-0.9520880289,0.5201723797,0.6254682119,0.4213754511,-1.2468218281,0.3208179494,0.3996589714
ETH_00015675,339.4288966892,656.805914786,81.6482093852,0.5167872107,-0.9523577277,0.0932337345,0.1546381737,4.1572117655,2.0556162397,0.0006981159,0.001874741
ETH_00036705,435.2588842319,842.2496103145,1074.7453623732,0.5167813424,-0.9523741103,0.0716863032,0.1238995701,0.4049879157,-1.3040492343,0.0140177003,0.0267895128
ETH_00041145,1102.7672020017,2136.2538195797,2219.9194206455,0.5162154384,-0.9539548063,0.0912414654,0.1518029049,0.4967600138,-1.009379045,0.0775285765,0.1178489946
ETH_00033535,47.3804975037,91.9181308991,47.4215464685,0.5154641096,-0.9560561147,0.2218241002,0.3146157454,0.9991343816,-0.0012493642,0.5851688796,0.6623189098
ETH_00003610,1932.446118473,3750.2104762841,1988.1265296788,0.5152900432,-0.9565433788,0.1242305146,0.195866462,0.9719935274,-0.0409813881,0.7176829971,0.7797386139
ETH_00010680,821.9266496245,1595.1650693625,2313.3571399096,0.5152611886,-0.9566241675,0.1251881587,0.1970698344,0.3552960481,-1.492906453,0.0098601637,0.0196516752
ETH_00010400,553.9750589578,1076.1902729487,158.4088774683,0.514755683,-0.9580402424,0.1223377248,0.1933499742,3.4971212966,1.8061678363,0.0018806298,0.0045536794
ETH_00001205,149.3351601478,290.1833064337,8.1788643985,0.5146235391,-0.9584106468,0.0806729033,0.1370177903,18.2586668358,4.1905095251,7.33E-08,4.22E-07
ETH_00037595,312.1316109653,606.573561877,954.9091577851,0.514581628,-0.9585281452,0.1755238031,0.2600225978,0.326870476,-1.6132090207,0.0124573412,0.0242013247
ETH_00021275,84.1137493358,163.4673995652,10.7479219021,0.5145597811,-0.958589397,0.1455807313,0.2228613565,7.8260476864,2.968283901,0.0007192561,0.001926992
ETH_00036040,441.5285046117,858.0906902625,920.1715057719,0.5145475992,-0.9586235522,0.06725919,0.1176069087,0.4798328375,-1.0593962026,0.064364927,0.1005770609
ETH_00012045,182.9347579715,356.1866052042,649.9259537106,0.5135924689,-0.9613040472,0.0991027919,0.1626283944,0.2814701535,-1.8289461447,0.0008377582,0.0021994454
ETH_00037865,346.9614319648,675.5608727772,1683.001937543,0.5135901825,-0.9613104698,0.0622549198,0.1103153794,0.2061562879,-2.2781896299,4.42E-05,0.0001538941
ETH_00031290,88.9691988571,173.3171835412,5.2587450172,0.5133316676,-0.9620368312,0.1895056159,0.2765573065,16.9183329039,4.0805155103,4.03E-06,1.72E-05
ETH_00007070,17951.0388674738,34979.4377891308,475.041265179,0.5131883187,-0.9624397631,0.0733653854,0.1262753775,37.7883779438,5.2398706875,4.44E-17,8.75E-16
ETH_00004445,253.7189979642,494.6960987014,4392.5202385693,0.5128785099,-0.9633109726,0.2122335827,0.3032755921,0.0577616002,-4.1137454788,3.65E-06,1.58E-05
ETH_00037845,501.478110519,978.5242258163,2154.6861023863,0.5124841034,-0.9644208401,0.0849580361,0.1429915369,0.2327383603,-2.103219077,0.0001785398,0.0005476974
ETH_00029185,1354.9330319911,2643.9571683466,1589.2565950786,0.5124640627,-0.964477258,0.113267602,0.1814987005,0.8525577532,-0.2301305277,0.6499673842,0.7204381944
ETH_00033305,975.0159861132,1902.7172579289,983.2750971028,0.5124334591,-0.9645634161,0.0806159501,0.1369975654,0.9916004066,-0.0121692319,0.9026821106,0.9319846859
ETH_00007920,5599.7648381426,10930.3666197673,2807.2841288644,0.5123126271,-0.9649036442,0.0637742778,0.1124399055,1.9947267826,0.9961911543,0.0579983147,0.0917275381
ETH_00002470,770.066890989,1503.8907673144,642.1479644656,0.5120497497,-0.9656441086,0.0987693431,0.1622270902,1.1992047528,0.2620780062,0.5217557956,0.6013946253
ETH_00025840,534.0097162947,1043.3645837022,54.2482496072,0.5118150689,-0.9663054709,0.0907336655,0.151233826,9.8438146882,3.299217499,2.25E-08,1.41E-07
ETH_00002510,1868.6152025629,3651.146245501,656232.99980817,0.5117886485,-0.9663799461,0.3433856744,0.447962667,0.0028474874,-8.4560948234,9.75E-13,1.10E-11
ETH_00006560,2636.4211116288,5152.4175560114,3177.8740067855,0.5116862294,-0.9666686871,0.0570162224,0.1028704792,0.8296178848,-0.269481099,0.5167675191,0.5968466114
ETH_00011890,1174.7903924834,2296.6288747839,4615.9147113437,0.5115281818,-0.96711437,0.4195151806,0.5271818845,0.254508687,-1.9742131951,0.1121222043,0.162249509
ETH_00027640,8570.9864254467,16759.5908692158,8379.2841014193,0.5114078555,-0.9674537736,0.0948014463,0.1569246001,1.0228781268,0.032634262,0.6784249468,0.745013256
ETH_00039635,324.7287289258,635.178512152,308.8154564115,0.5112401045,-0.9679270812,0.1554455113,0.2359482357,1.051530039,0.0724900641,0.8726064351,0.9085104507
ETH_00043120,775.0828089328,1516.1070332297,2657.9399303435,0.5112322494,-0.9679492481,0.1669630557,0.2499788186,0.2916103559,-1.7778861404,0.0116259744,0.0227405349
ETH_00000710,2027.1180717662,3967.1727918233,1562.7003909082,0.510972972,-0.9686811134,0.1037200187,0.1689574788,1.2971892012,0.3753889188,0.5774753863,0.6552303404
ETH_00018720,2111.1405314409,4132.742215594,171.5018731101,0.5108328614,-0.9690767596,0.0756741614,0.129686523,12.3097228803,3.6217263787,2.57E-09,1.86E-08
ETH_00017755,841.9219806518,1648.6604019519,39921.2113213215,0.5106703477,-0.9695358042,0.3168872553,0.4201830137,0.02108959,-5.5673251389,7.55E-07,3.67E-06
ETH_00020360,2338.1106943608,4578.9443741378,57020.283506491,0.5106222097,-0.9696718053,0.4591161321,0.5669972374,0.0410048942,-4.6080600736,0.0081039572,0.0166365415
ETH_00014760,2829.8986617542,5542.6243106728,2547.9224458118,0.5105701745,-0.9698188311,0.0986414642,0.1620462224,1.1106690733,0.1514290261,0.9233469169,0.9481892922
ETH_00030535,1495.4261257064,2929.3865305733,4891.8282770454,0.5104912275,-0.9700419256,0.0911183155,0.1517086699,0.3056988187,-1.7098171175,0.0029087192,0.0066843622
ETH_00042920,215.4783746689,422.1288507325,36.5405192987,0.5104564028,-0.9701403466,0.1569583855,0.2379436874,5.8969707822,2.559974046,0.0003280203,0.0009478443
ETH_00026245,1679.333622242,3290.3676801546,2564.821253171,0.5103787131,-0.9703599365,0.0706178684,0.1223774797,0.6547565918,-0.6109694159,0.2109686665,0.2788158975
ETH_00009705,2858.9837157486,5602.4307152627,4403.2255012984,0.5103113025,-0.9705504995,0.0791925274,0.134955663,0.64929305,-0.6230583279,0.2729691667,0.3483903535
ETH_00026165,131.4911695826,257.8480285352,579.9630541877,0.5099560789,-0.9715550978,0.1245580593,0.1962472341,0.2267233553,-2.1409950809,0.000527937,0.0014592344
ETH_00016560,193.4528911741,379.3573613783,411.8207144266,0.5099489581,-0.9715752431,0.0608977501,0.1085641016,0.4697502685,-1.0900341086,0.0197090825,0.0359059657
ETH_00000660,999.4853448227,1960.5992714002,4139.1147209211,0.5097856351,-0.9720373736,0.0863243988,0.1450504262,0.2414732164,-2.0500649169,0.0003204111,0.0009287866
ETH_00004685,752.0337977625,1475.8970850261,1050.2245912075,0.5095435213,-0.9727227193,0.0688304759,0.1198948572,0.7160694999,-0.4818284763,0.4359162436,0.5175754237
ETH_00030625,3914.6965367322,7684.7827969114,37714.1301146105,0.5094088721,-0.9731040085,0.1126144233,0.1807377306,0.1037992001,-3.2681327695,2.44E-08,1.52E-07
ETH_00028750,6211.3397593929,12194.0765091232,1508.7245252556,0.509373527,-0.9732041127,0.0971083856,0.1602490342,4.1169475643,2.0415750738,7.73E-05,0.0002555252
ETH_00016865,738.9011548049,1451.0578418793,367.4525409138,0.5092155071,-0.9736517407,0.0613596819,0.1091955799,2.0108750724,1.0078234556,0.1142755583,0.1650526828
ETH_00011245,778.9872868069,1529.9592252535,735.4614529788,0.5091555866,-0.9738215158,0.0921456045,0.1530838485,1.0591816657,0.0829500546,0.6078581944,0.6817146441
ETH_00010625,11074.4315578441,21773.128615509,21814.409827584,0.5086283994,-0.9753160773,0.0594220747,0.1064115818,0.5076658798,-0.978048795,0.0532228008,0.0853054865
ETH_00034995,4688.4952018559,9218.8280325777,65.0088221628,0.5085782255,-0.9754583998,0.0705997836,0.1223774797,72.1209067611,6.1723456305,2.77E-20,8.20E-19
ETH_00007620,3971.6636687036,7810.5609809457,516.4700919671,0.5084991563,-0.9756827146,0.098301351,0.1616621352,7.6900167705,2.9429867444,4.36E-07,2.23E-06
ETH_00024565,321.7886055141,633.0172118062,84.1502551942,0.5083410048,-0.9761314859,0.1107274709,0.1783681928,3.8239765854,1.9350736896,0.0274340514,0.0478109155
ETH_00042840,741.7720024449,1460.0978550941,3271.1539987253,0.5080289652,-0.9770173404,0.1331996256,0.2073913625,0.2267615657,-2.1407519592,0.0003637139,0.001040156
ETH_00032945,1349.4697748882,2657.7515423837,3131.8196836455,0.5077486565,-0.9778135778,0.0557520027,0.1009288239,0.4308899973,-1.214608487,0.0166093919,0.0309405425
ETH_00030080,974.5896181069,1920.3133435219,2087.45703956,0.507515933,-0.9784749799,0.1572786689,0.2382946819,0.4668788864,-1.0988797475,0.0572018152,0.0906049848
ETH_00022100,315.6168978204,622.0653318802,413.058109165,0.5073693737,-0.9788916582,0.1313359178,0.2050494377,0.764098055,-0.3881703069,0.3090568469,0.3872193569
ETH_00003055,1201.1646048715,2369.1771278341,409.0759036228,0.5069965393,-0.9799521952,0.0772306948,0.1319574643,2.9362878484,1.5539934045,0.0031352428,0.0071511017
ETH_00040395,60.5945295163,119.5176262786,38.5046393298,0.5069924111,-0.9799639424,0.2537005581,0.3513436118,1.5736942501,0.6541552698,0.310870935,0.389066507
ETH_00025955,406.3163035352,801.4447787102,334.5924633635,0.5069797874,-0.9799998648,0.2816211878,0.3821971913,1.2143617924,0.2801983049,0.4016919272,0.483826174
ETH_00042150,68.251820722,134.638272778,23.709213827,0.5069273344,-0.9801491364,0.2020194651,0.2913269479,2.8787045079,1.5254197073,0.1245201931,0.17738802
ETH_00010880,5154.1752480191,10168.588461643,53510.9955038898,0.5068722436,-0.9803059309,0.5161082805,0.6214823744,0.0963199283,-3.3760218722,0.0689410922,0.1068709433
ETH_00037980,619.3501254506,1222.0684740476,831.6535692616,0.5068047647,-0.9804980069,0.1065493633,0.1725823523,0.7447212978,-0.425227478,0.5332565821,0.6126423284
ETH_00010975,389.764184101,769.6057577481,176.5663411917,0.5064465542,-0.9815180669,0.2034145929,0.2929477154,2.2074659387,1.1423911772,0.0150122075,0.028476252
ETH_00006570,15.9768739683,31.5637052823,90.2997149341,0.5061786576,-0.9822814156,0.4335106083,0.5410070743,0.1769316102,-2.4987362748,0.0606691656,0.0955354233
ETH_00036440,22.2833608225,44.0233509362,53.6148255959,0.506171392,-0.982302124,0.1790768044,0.2640427866,0.4156193847,-1.2666651512,0.0751557328,0.1147377521
ETH_00042645,299.1206669438,591.1519259602,3590.295177356,0.5059962656,-0.9828013574,0.2027720199,0.2921812871,0.0833136698,-3.5853029624,2.58E-05,9.45E-05
ETH_00012980,235.0005486231,464.4356024763,207.1437246073,0.5059916754,-0.982814445,0.0871714782,0.1461776452,1.1344806562,0.1820320101,0.7164443999,0.7784852554
ETH_00000650,851.9891990087,1684.1828881639,6499.3647297539,0.5058768884,-0.9831417654,0.0877298654,0.1469789371,0.1310880731,-2.931391665,3.86E-07,1.99E-06
ETH_00000210,118559.143065266,234389.513881109,64215.6539682801,0.5058210203,-0.9833011028,0.0483439463,0.0898350644,1.8462654468,0.8846099914,0.1703654598,0.2323280649
ETH_00022110,728.6865349669,1440.7702438765,2336.0248044664,0.5057617882,-0.9834700536,0.1120168413,0.1799685965,0.3119344168,-1.680685356,0.0033296094,0.0075343929
ETH_00040420,207.908594438,411.2412593044,271.4868216873,0.5055635585,-0.9840356186,0.0902272082,0.1505271617,0.7658146835,-0.3849327725,0.3943461329,0.4766305898
ETH_00042725,404.2985952313,799.7344417215,61.9458044512,0.5055410573,-0.9840998301,0.0734534972,0.126403189,6.5266501713,2.7063427129,3.94E-05,0.0001384352
ETH_00014400,225.8563972988,446.7661475414,628.9370210088,0.5055360585,-0.9841140956,0.1040041593,0.1691805936,0.3591081297,-1.477509781,0.0182048332,0.0334784726
ETH_00038780,638.9941545115,1265.5625905678,6.5455865704,0.5049091679,-0.9859042215,0.0603865574,0.1078424251,97.6221378548,6.609136441,6.05E-19,1.54E-17
ETH_00010415,1192.8223061137,2363.0475490993,3488.3839796177,0.5047813391,-0.9862695176,0.1057237039,0.1714580651,0.3419412293,-1.54817971,0.0082507049,0.0169037032
ETH_00029135,1740.6853077109,3453.8309005926,12860.4955110858,0.503986836,-0.9885420434,0.0810896703,0.137520846,0.1353513406,-2.8852189184,5.24E-07,2.61E-06
ETH_00016095,6276.6254305332,12462.9170177545,32462.1665272015,0.5036241051,-0.9895807579,0.0950518702,0.1572820572,0.1933520187,-2.3706982676,2.25E-05,8.36E-05
ETH_00038235,1060.9090526205,2107.3871195705,2430.7756690365,0.5034239048,-0.9901543713,0.0794835912,0.1353758234,0.4364487707,-1.1961157711,0.0272005431,0.0474584715
ETH_00020040,1774.6311082356,3525.2101588621,1476.8625353241,0.503411436,-0.9901901043,0.0923674814,0.1533128798,1.2016224028,0.2649836155,0.3587590667,0.439394712
ETH_00043225,579.0290819447,1150.6277459205,1259.9491747028,0.503228854,-0.9907134495,0.0597014641,0.106809105,0.4595654282,-1.1216578228,0.0426728816,0.0703281029
ETH_00029155,2527.6213811865,5023.0665303427,2499.2964165824,0.5032028475,-0.9907880088,0.0860414548,0.1446549169,1.0113331754,0.0162583595,0.9426434709,0.9631471493
ETH_00027930,4148.3554041096,8245.8540534509,284.7210023339,0.5030837773,-0.9911294265,0.063435644,0.111907737,14.5698960389,3.8649186782,4.27E-12,4.50E-11
ETH_00031535,30.7177327694,61.0621263504,8.9815738854,0.5030570438,-0.9912060922,0.400943727,0.5073801061,3.4200835134,1.774031554,0.0588961318,0.0930634064
ETH_00036920,507.6921078531,1009.6622248638,479.74798359,0.5028336164,-0.9918469921,0.0793821981,0.1352536276,1.0582475075,0.0816770906,0.9079711971,0.9363900209
ETH_00035730,1004.5652486042,1998.0517860114,1114.7879041318,0.5027723784,-0.9920227026,0.0710989665,0.1230709487,0.9011267927,-0.1501979807,0.5982444605,0.673291468
ETH_00010265,572.9109866671,1139.7630095897,837.3922592891,0.5026579928,-0.992350967,0.105052009,0.170641718,0.6841608342,-0.5475925776,0.2750975923,0.3505695528
ETH_00000800,877.3916603123,1746.9357316614,699.7660028869,0.5022461012,-0.9935336351,0.1063766591,0.1724250556,1.2538357918,0.3263484184,0.4828088722,0.5642420604
ETH_00005940,501.156085832,998.5668415094,4060.4360108405,0.5018753528,-0.9945989982,0.2018537038,0.2911339225,0.1234242048,-3.0183027447,0.0004535473,0.0012724327
ETH_00015515,1557.4965719988,3103.5238155657,1369.0011097748,0.5018477913,-0.9946782289,0.1024887386,0.1673120865,1.1376883195,0.1861053718,0.5852788542,0.6623615399
ETH_00031925,719.3899278209,1433.5737403887,3366.6085666934,0.5018157822,-0.9947702505,0.072197037,0.1246253124,0.2136838642,-2.2264501242,0.0001396479,0.0004391264
ETH_00022820,490.7156865748,978.4920815673,1366.4612310979,0.5015019496,-0.9956727855,0.0661521527,0.1159378105,0.3591142401,-1.4774852332,0.0120551018,0.0235046259
ETH_00026495,1534.4487633632,3060.3935188074,97086.4864772145,0.5013893651,-0.9959966992,0.362108426,0.4669131258,0.0158049675,-5.9834781213,2.60E-06,1.16E-05
ETH_00015020,411.4968752634,821.105731902,5482.5320304798,0.5011496806,-0.996686531,0.2395545599,0.3351266183,0.0750559911,-3.735888955,6.64E-05,0.0002227652
ETH_00030430,512.3315480049,1022.6464115244,3594.2346377122,0.5009860126,-0.9971577706,0.0933983017,0.1548815893,0.1425425994,-2.8105349566,1.20E-06,5.65E-06
ETH_00021905,3182.0269727769,6352.6585558561,1250.498330015,0.5008968993,-0.997414414,0.058020982,0.1043325661,2.5446071349,1.347442934,0.025681913,0.0451788597
ETH_00031130,915.274124746,1827.7330137761,244.4341732367,0.5007701441,-0.9977795434,0.0870823677,0.1460583883,3.7444605745,1.9047578996,0.0002533551,0.0007503176
ETH_00034325,637.1604274363,1272.5724907654,140.0058613172,0.5006869409,-0.998019268,0.0815982092,0.1382804719,4.5509553775,2.1861694406,5.85E-05,0.0001981496
ETH_00029805,342.1441052614,683.5056771687,633.766287365,0.500572441,-0.9983492292,0.0825488401,0.1396839053,0.5398584811,-0.8893468272,0.1013865659,0.1486157812
ETH_00022585,4467.4398496118,8925.0416150296,5765.4867309359,0.5005511506,-0.9984105913,0.078433801,0.133837666,0.7748590983,-0.3679941028,0.6776439199,0.7443600319
ETH_00039345,183.3368262915,366.5328544243,444.1432849114,0.5001920676,-0.9994459165,0.131979567,0.2057637289,0.4127875677,-1.2765285744,0.0274390811,0.0478109155
ETH_00023130,3067.7365139538,6137.9272581336,18854.1139660734,0.4998000766,-1.0005769723,0.0796547415,0.1356166936,0.1627091318,-2.6196328727,2.00E-06,9.03E-06
